canonical_reaction_smiles,reaction_display_label_detailed,original_reaction_type,detected_reaction_family,detection_status,transformation_class,signature_id,evidence_quality,transformation_confidence,reaction_completeness_status,product_heavy_atom_coverage,product_element_excess,partial_transformation_class,removed_fragment,installed_fragment,installed_fragment_key,fragment_source_status,fragment_source_candidates,missing_product_atom_elements,chemistry_status,condition_status,condition_stage_status,index_eligibility,admission_reasons,warnings,spectators,steric_electronic_factors
CCOc1ccc(C(=O)C(=O)O)cc1.c1ccc2cnccc2c1>>CCOc1ccc(C(=O)c2nccc3ccccc23)cc1,,Minisci,,product_contradicted_candidates,,,reactant_grammar_only,0.0,unresolved,,,,,,,,,,review,unresolved_retained,unassigned_multistage,review_only,condition_identifier_uncertainty; missing_verified_reaction_signature; multistage_conditions_not_structured; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
O=C(O)C(=O)c1ccccc1.c1ccc2cnccc2c1>>O=C(c1ccccc1)c1nccc2ccccc12,,Minisci,,product_contradicted_candidates,,,reactant_grammar_only,0.0,unresolved,,,,,,,,,,review,unresolved_retained,unassigned_multistage,review_only,condition_identifier_uncertainty; missing_verified_reaction_signature; multistage_conditions_not_structured; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
CSc1ccc(C(=O)C(=O)O)cc1.c1ccc2cnccc2c1>>CSc1ccc(C(=O)c2nccc3ccccc23)cc1,,Minisci,,product_contradicted_candidates,,,reactant_grammar_only,0.0,unresolved,,,,,,,,,,review,unresolved_retained,unassigned_multistage,review_only,condition_identifier_uncertainty; missing_verified_reaction_signature; multistage_conditions_not_structured; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
Cc1ccc(C(=O)C(=O)O)cc1.c1ccc2cnccc2c1>>Cc1ccc(C(=O)c2nccc3ccccc23)cc1,,Minisci,,product_contradicted_candidates,,,reactant_grammar_only,0.0,unresolved,,,,,,,,,,review,unresolved_retained,unassigned_multistage,review_only,condition_identifier_uncertainty; missing_verified_reaction_signature; multistage_conditions_not_structured; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
COc1cccc(C(=O)C(=O)O)c1.c1ccc2cnccc2c1>>COc1cccc(C(=O)c2nccc3ccccc23)c1,,Minisci,,product_contradicted_candidates,,,reactant_grammar_only,0.0,unresolved,,,,,,,,,,review,unresolved_retained,unassigned_multistage,review_only,condition_identifier_uncertainty; missing_verified_reaction_signature; multistage_conditions_not_structured; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
COc1ccc(C(=O)C(=O)O)c(OC)c1.c1ccc2cnccc2c1>>COc1ccc(C(=O)c2nccc3ccccc23)c(OC)c1,,Minisci,,product_contradicted_candidates,,,reactant_grammar_only,0.0,unresolved,,,,,,,,,,review,unresolved_retained,unassigned_multistage,review_only,condition_identifier_uncertainty; missing_verified_reaction_signature; multistage_conditions_not_structured; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
O=C(O)C(=O)c1cccc(Br)c1.c1ccc2cnccc2c1>>O=C(c1cccc(Br)c1)c1nccc2ccccc12,,Minisci,,product_contradicted_candidates,,,reactant_grammar_only,0.0,unresolved,,,,,,,,,,review,unresolved_retained,unassigned_multistage,review_only,condition_identifier_uncertainty; missing_verified_reaction_signature; multistage_conditions_not_structured; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
O=C(O)C(=O)c1ccc(F)cc1.c1ccc2cnccc2c1>>O=C(c1ccc(F)cc1)c1nccc2ccccc12,,Minisci,,product_contradicted_candidates,,,reactant_grammar_only,0.0,unresolved,,,,,,,,,,review,unresolved_retained,unassigned_multistage,review_only,condition_identifier_uncertainty; missing_verified_reaction_signature; multistage_conditions_not_structured; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
Cc1ccccc1C(=O)C(=O)O.c1ccc2cnccc2c1>>Cc1ccccc1C(=O)c1nccc2ccccc12,,Minisci,,product_contradicted_candidates,,,reactant_grammar_only,0.0,unresolved,,,,,,,,,,review,unresolved_retained,unassigned_multistage,review_only,condition_identifier_uncertainty; missing_verified_reaction_signature; multistage_conditions_not_structured; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
O=C(O)C(=O)c1cccs1.c1ccc2cnccc2c1>>O=C(c1cccs1)c1nccc2ccccc12,,Minisci,,product_contradicted_candidates,,,reactant_grammar_only,0.0,unresolved,,,,,,,,,,review,unresolved_retained,unassigned_multistage,review_only,condition_identifier_uncertainty; missing_verified_reaction_signature; multistage_conditions_not_structured; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
CCOc1ccccc1C(=O)C(=O)O.c1ccc2cnccc2c1>>CCOc1ccccc1C(=O)c1nccc2ccccc12,,Minisci,,product_contradicted_candidates,,,reactant_grammar_only,0.0,unresolved,,,,,,,,,,review,unresolved_retained,unassigned_multistage,review_only,condition_identifier_uncertainty; missing_verified_reaction_signature; multistage_conditions_not_structured; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
O=C(O)C(=O)c1ccc(Br)cc1.c1ccc2cnccc2c1>>O=C(c1ccc(Br)cc1)c1nccc2ccccc12,,Minisci,,product_contradicted_candidates,,,reactant_grammar_only,0.0,unresolved,,,,,,,,,,review,unresolved_retained,unassigned_multistage,review_only,condition_identifier_uncertainty; missing_verified_reaction_signature; multistage_conditions_not_structured; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
COc1ccc(C(=O)C(=O)O)cc1OC.c1ccc2cnccc2c1>>COc1ccc(C(=O)c2nccc3ccccc23)cc1OC,,Minisci,,product_contradicted_candidates,,,reactant_grammar_only,0.0,unresolved,,,,,,,,,,review,unresolved_retained,unassigned_multistage,review_only,condition_identifier_uncertainty; missing_verified_reaction_signature; multistage_conditions_not_structured; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
O=C(O)C(=O)c1ccsc1.c1ccc2cnccc2c1>>O=C(c1ccsc1)c1nccc2ccccc12,,Minisci,,product_contradicted_candidates,,,reactant_grammar_only,0.0,unresolved,,,,,,,,,,review,unresolved_retained,unassigned_multistage,review_only,condition_identifier_uncertainty; missing_verified_reaction_signature; multistage_conditions_not_structured; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
O=Cc1ccc2ccccc2n1.c1ccc2nccnc2c1>>O=C(c1ccc2ccccc2n1)c1cnc2ccccc2n1,2 × C–H → C–C; edits: C–C bond formation; C–H loss; C–H loss,Minisci,,observed_edits,generic_graph_transformation,RS2:8d0c6ef9288a7d718b0bf1b7a9b016f75779aed51817d844d8ac410e24d11e75,global_atom_correspondence,0.8,verified,1.0,,,,,,,,,review,resolved_complete,single_stage,eligible,insufficient_edit_evidence,INFERRED_GLOBAL_ATOM_CORRESPONDENCE; PRODUCT_CONTRADICTED_GRAMMAR_CANDIDATES,,P1 (HeteroAr–H): S=open; E=electron poor (q=+0.97) | P2 (R–CH=O): S=primary; E=neutral (q=+0.33)
NNC(=O)c1ccccc1.c1ccc2cnccc2c1>>O=C(c1ccccc1)c1nccc2ccccc12,,Minisci,,unavailable,,,unresolved,0.0,unresolved,,,,,,,,,,rejected,resolved_complete,single_stage,ineligible,no_usable_transformation_evidence; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
Brc1ccnc2ccccc12.NNC(=O)c1ccccc1>>O=C(c1ccccc1)c1cc(Br)c2ccccc2n1,C–H + C–N → C–C; edits: C–N bond cleavage; C–C bond formation; C–H loss,Minisci,,generic_pattern,substitution,RS2:80d638620065e03d4edd4b1e6119794383e49f29a47d847400eb2fbcc156043d,global_atom_correspondence,0.8,verified,1.0,,,,,,,,,review,resolved_complete,single_stage,eligible,insufficient_edit_evidence,INFERRED_GLOBAL_ATOM_CORRESPONDENCE; PRODUCT_CONTRADICTED_GRAMMAR_CANDIDATES,,"P1 (R–C(O)–NHR): S=primary, secondary N center, C(O)R, N; E=electron rich (q=-0.60) | P2 (HeteroAr–H): S=open; E=electron poor (q=+0.65)"
NNC(=O)c1ccccc1.c1ccc2ncccc2c1>>O=C(c1ccccc1)c1ccc2ccccc2n1,C–H + C–N → C–C; edits: C–N bond cleavage; C–C bond formation; C–H loss,Minisci,,generic_pattern,substitution,RS2:4a8a9dfeb1d93451c8102f600772a8d457bc11d535973333289207f330d692e2,global_atom_correspondence,0.8,verified,1.0,,,,,,,,,review,resolved_complete,single_stage,eligible,insufficient_edit_evidence,INFERRED_GLOBAL_ATOM_CORRESPONDENCE,,"P1 (HeteroAr–H): S=open; E=electron poor (q=+0.65) | P2 (R–C(O)–NHR): S=primary, secondary N center, C(O)R, N; E=electron rich (q=-0.60)"
NNC(=O)c1ccccc1.c1ccc2nccnc2c1>>O=C(c1ccccc1)c1cnc2ccccc2n1,C–H + C–N → C–C; edits: C–N bond cleavage; C–C bond formation; C–H loss,Minisci,,generic_pattern,substitution,RS2:827c498750f1ddb4d015c21e5104f7ea48f387430e013283b14ee92adb6a83c6,global_atom_correspondence,0.8,verified,1.0,,,,,,,,,review,resolved_complete,single_stage,eligible,insufficient_edit_evidence,INFERRED_GLOBAL_ATOM_CORRESPONDENCE,,"P1 (HeteroAr–H): S=open; E=electron poor (q=+0.97) | P2 (R–C(O)–NHR): S=primary, secondary N center, C(O)R, N; E=electron rich (q=-0.60)"
CCC(=O)O.Cc1ccc2cc(Cl)ccc2n1>>CCc1cc(C)nc2ccc(Cl)cc12,,Minisci,,product_contradicted_candidates,,,reactant_grammar_only,0.0,unresolved,,,,,,,,,,review,resolved_complete,unassigned_multistage,review_only,missing_verified_reaction_signature; multistage_conditions_not_structured; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
CC(=O)O.Cc1ccc2ccccc2n1>>Cc1cc(C)c2ccccc2n1,,Minisci,,unavailable,,,unresolved,0.0,unresolved,,,,,,,,,,rejected,resolved_complete,unassigned_multistage,ineligible,multistage_conditions_not_structured; no_usable_transformation_evidence; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
CC(=O)O.Cc1ccc2cccc([N+](=O)[O-])c2n1>>Cc1cc(C)c2cccc([N+](=O)[O-])c2n1,,Minisci,,unavailable,,,unresolved,0.0,unresolved,,,,,,,,,,rejected,resolved_complete,unassigned_multistage,ineligible,multistage_conditions_not_structured; no_usable_transformation_evidence; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
CC(=O)O.Cc1ccc2cc(C(F)(F)F)ccc2n1>>Cc1cc(C)c2cc(C(F)(F)F)ccc2n1,,Minisci,,unavailable,,,unresolved,0.0,unresolved,,,,,,,,,,rejected,resolved_complete,unassigned_multistage,ineligible,multistage_conditions_not_structured; no_usable_transformation_evidence; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
CCC(=O)O.Cc1ccc2cc(F)ccc2n1>>CCc1cc(C)nc2ccc(F)cc12,,Minisci,,product_contradicted_candidates,,,reactant_grammar_only,0.0,unresolved,,,,,,,,,,review,resolved_complete,unassigned_multistage,review_only,missing_verified_reaction_signature; multistage_conditions_not_structured; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
CC(=O)O.Cc1ccc2cc(F)ccc2n1>>Cc1cc(C)c2cc(F)ccc2n1,,Minisci,,product_contradicted_candidates,,,reactant_grammar_only,0.0,unresolved,,,,,,,,,,review,resolved_complete,unassigned_multistage,review_only,missing_verified_reaction_signature; multistage_conditions_not_structured; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
Cc1ccc2cc(F)ccc2n1.O=C(O)CCc1ccccc1>>Cc1cc(CCc2ccccc2)c2cc(F)ccc2n1,,Minisci,,product_contradicted_candidates,,,reactant_grammar_only,0.0,unresolved,,,,,,,,,,review,resolved_complete,unassigned_multistage,review_only,missing_verified_reaction_signature; multistage_conditions_not_structured; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
CCC(=O)O.Cc1ccc2cccc(F)c2n1>>CCc1cc(C)nc2c(F)cccc12,,Minisci,,product_contradicted_candidates,,,reactant_grammar_only,0.0,unresolved,,,,,,,,,,review,resolved_complete,unassigned_multistage,review_only,missing_verified_reaction_signature; multistage_conditions_not_structured; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
CC(=O)O.Cc1ccc2cc(Cl)ccc2n1>>Cc1cc(C)c2cc(Cl)ccc2n1,,Minisci,,product_contradicted_candidates,,,reactant_grammar_only,0.0,unresolved,,,,,,,,,,review,resolved_complete,unassigned_multistage,review_only,missing_verified_reaction_signature; multistage_conditions_not_structured; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
Cc1ccc2cc(Cl)ccc2n1.O=C(O)CCc1ccccc1>>Cc1cc(CCc2ccccc2)c2cc(Cl)ccc2n1,,Minisci,,product_contradicted_candidates,,,reactant_grammar_only,0.0,unresolved,,,,,,,,,,review,resolved_complete,unassigned_multistage,review_only,missing_verified_reaction_signature; multistage_conditions_not_structured; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
Cc1ccc2cccc(F)c2n1.O=C(O)CCc1ccccc1>>Cc1cc(CCc2ccccc2)c2cccc(F)c2n1,,Minisci,,product_contradicted_candidates,,,reactant_grammar_only,0.0,unresolved,,,,,,,,,,review,resolved_complete,unassigned_multistage,review_only,missing_verified_reaction_signature; multistage_conditions_not_structured; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
Cc1ccc2cc(Br)ccc2n1.O=C(O)CCc1ccccc1>>Cc1cc(CCc2ccccc2)c2cc(Br)ccc2n1,,Minisci,,product_contradicted_candidates,,,reactant_grammar_only,0.0,unresolved,,,,,,,,,,review,resolved_complete,unassigned_multistage,review_only,missing_verified_reaction_signature; multistage_conditions_not_structured; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
CCC(=O)O.Cc1ccc2ccccc2n1>>CCc1cc(C)nc2ccccc12,,Minisci,,unavailable,,,unresolved,0.0,unresolved,,,,,,,,,,rejected,resolved_complete,unassigned_multistage,ineligible,multistage_conditions_not_structured; no_usable_transformation_evidence; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
Cc1ccc2ccccc2n1.O=C(O)CCc1ccccc1>>Cc1cc(CCc2ccccc2)c2ccccc2n1,,Minisci,,unavailable,,,unresolved,0.0,unresolved,,,,,,,,,,rejected,resolved_complete,unassigned_multistage,ineligible,multistage_conditions_not_structured; no_usable_transformation_evidence; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
CC(C)C(=O)O.Cc1ccc2ccccc2n1>>Cc1cc(C(C)C)c2ccccc2n1,,Minisci,,unavailable,,,unresolved,0.0,unresolved,,,,,,,,,,rejected,resolved_complete,unassigned_multistage,ineligible,multistage_conditions_not_structured; no_usable_transformation_evidence; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
Cc1ccc2cccc(Cl)c2n1.O=C(O)CCc1ccccc1>>Cc1cc(CCc2ccccc2)c2cccc(Cl)c2n1,,Minisci,,product_contradicted_candidates,,,reactant_grammar_only,0.0,unresolved,,,,,,,,,,review,resolved_complete,unassigned_multistage,review_only,missing_verified_reaction_signature; multistage_conditions_not_structured; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
CC(C)C(=O)O.Cc1ccc2cc(Cl)ccc2n1>>Cc1cc(C(C)C)c2cc(Cl)ccc2n1,,Minisci,,product_contradicted_candidates,,,reactant_grammar_only,0.0,unresolved,,,,,,,,,,review,resolved_complete,unassigned_multistage,review_only,missing_verified_reaction_signature; multistage_conditions_not_structured; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
CC(C)C(=O)O.Cc1ccc2cccc(F)c2n1>>Cc1cc(C(C)C)c2cccc(F)c2n1,,Minisci,,product_contradicted_candidates,,,reactant_grammar_only,0.0,unresolved,,,,,,,,,,review,resolved_complete,unassigned_multistage,review_only,missing_verified_reaction_signature; multistage_conditions_not_structured; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
CC(C)C(=O)O.Cc1ccc2cccc(Cl)c2n1>>Cc1cc(C(C)C)c2cccc(Cl)c2n1,,Minisci,,product_contradicted_candidates,,,reactant_grammar_only,0.0,unresolved,,,,,,,,,,review,resolved_complete,unassigned_multistage,review_only,missing_verified_reaction_signature; multistage_conditions_not_structured; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
CC(C)C(=O)O.Cc1ccc2cc(F)ccc2n1>>Cc1cc(C(C)C)c2cc(F)ccc2n1,,Minisci,,product_contradicted_candidates,,,reactant_grammar_only,0.0,unresolved,,,,,,,,,,review,resolved_complete,unassigned_multistage,review_only,missing_verified_reaction_signature; multistage_conditions_not_structured; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
Cc1ccc2cc(Cl)ccc2n1.O=C(O)C1CCCCC1>>Cc1cc(C2CCCCC2)c2cc(Cl)ccc2n1,,Minisci,,product_contradicted_candidates,,,reactant_grammar_only,0.0,unresolved,,,,,,,,,,review,resolved_complete,unassigned_multistage,review_only,missing_verified_reaction_signature; multistage_conditions_not_structured; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
Cc1ccc2cccc(Cl)c2n1.O=C(O)C1CCCCC1>>Cc1cc(C2CCCCC2)c2cccc(Cl)c2n1,,Minisci,,product_contradicted_candidates,,,reactant_grammar_only,0.0,unresolved,,,,,,,,,,review,resolved_complete,unassigned_multistage,review_only,missing_verified_reaction_signature; multistage_conditions_not_structured; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
Cc1ccc2ccccc2n1.O=C(O)C1CCC1>>Cc1cc(C2CCC2)c2ccccc2n1,,Minisci,,unavailable,,,unresolved,0.0,unresolved,,,,,,,,,,rejected,resolved_complete,unassigned_multistage,ineligible,multistage_conditions_not_structured; no_usable_transformation_evidence; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
Cc1ccc2cc(F)ccc2n1.O=C(O)C1CCCCC1>>Cc1cc(C2CCCCC2)c2cc(F)ccc2n1,,Minisci,,product_contradicted_candidates,,,reactant_grammar_only,0.0,unresolved,,,,,,,,,,review,resolved_complete,unassigned_multistage,review_only,missing_verified_reaction_signature; multistage_conditions_not_structured; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
CC(C)C(=O)O.Cc1ccc2cc(Br)ccc2n1>>Cc1cc(C(C)C)c2cc(Br)ccc2n1,,Minisci,,product_contradicted_candidates,,,reactant_grammar_only,0.0,unresolved,,,,,,,,,,review,resolved_complete,unassigned_multistage,review_only,missing_verified_reaction_signature; multistage_conditions_not_structured; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
CCCC=O.Cc1ccc2ccccc2n1>>CCCC(=O)c1cc(C)nc2ccccc12,2 × C–H → C–C; edits: C–C bond formation; C–H loss; C–H loss,Minisci,,observed_edits,generic_graph_transformation,RS2:40d2ac4ca4cd10a6563e15299efac4504ac7d1dcc9a5eb89ea9bcdb6eff00352,global_atom_correspondence,0.8,verified,1.0,,,,,,,,,review,resolved_complete,single_stage,eligible,insufficient_edit_evidence,INFERRED_GLOBAL_ATOM_CORRESPONDENCE; PRODUCT_CONTRADICTED_GRAMMAR_CANDIDATES,,P1 (HeteroAr–H): S=open; E=neutral (q=+0.22) | P2 (R–CH=O): S=primary; E=neutral (q=+0.00)
CCCC=O.Cc1ccc2cc(Cl)ccc2n1>>CCCC(=O)c1cc(C)nc2ccc(Cl)cc12,2 × C–H → C–C; edits: C–C bond formation; C–H loss; C–H loss,Minisci,,observed_edits,generic_graph_transformation,RS2:4a3267366d9686e439f983e6c08cc7923051a47aceedff2eee36f7b0b9b933fc,global_atom_correspondence,0.8,verified,1.0,,,,,,,,,review,resolved_complete,single_stage,eligible,insufficient_edit_evidence,INFERRED_GLOBAL_ATOM_CORRESPONDENCE; PRODUCT_CONTRADICTED_GRAMMAR_CANDIDATES,,P1 (HeteroAr–H): S=open; E=neutral (q=+0.22) | P2 (R–CH=O): S=primary; E=neutral (q=+0.00)
CCCC=O.Cc1ccc2cc(Br)ccc2n1>>CCCC(=O)c1cc(C)nc2ccc(Br)cc12,2 × C–H → C–C; edits: C–C bond formation; C–H loss; C–H loss,Minisci,,observed_edits,generic_graph_transformation,RS2:4a3267366d9686e439f983e6c08cc7923051a47aceedff2eee36f7b0b9b933fc,global_atom_correspondence,0.8,verified,1.0,,,,,,,,,review,resolved_complete,single_stage,eligible,insufficient_edit_evidence,INFERRED_GLOBAL_ATOM_CORRESPONDENCE; PRODUCT_CONTRADICTED_GRAMMAR_CANDIDATES,,P1 (R–CH=O): S=primary; E=neutral (q=+0.00) | P2 (HeteroAr–H): S=open; E=neutral (q=+0.22)
CCCC=O.Cc1ccc2cc(F)ccc2n1>>CCCC(=O)c1cc(C)nc2ccc(F)cc12,2 × C–H → C–C; edits: C–C bond formation; C–H loss; C–H loss,Minisci,,observed_edits,generic_graph_transformation,RS2:4a3267366d9686e439f983e6c08cc7923051a47aceedff2eee36f7b0b9b933fc,global_atom_correspondence,0.8,verified,1.0,,,,,,,,,review,resolved_complete,single_stage,eligible,insufficient_edit_evidence,INFERRED_GLOBAL_ATOM_CORRESPONDENCE; PRODUCT_CONTRADICTED_GRAMMAR_CANDIDATES,,P1 (R–CH=O): S=primary; E=neutral (q=+0.00) | P2 (HeteroAr–H): S=open; E=neutral (q=+0.22)
CCCC=O.Cc1ccc2cc(C(F)(F)F)ccc2n1>>CCCC(=O)c1cc(C)nc2ccc(C(F)(F)F)cc12,2 × C–H → C–C; edits: C–C bond formation; C–H loss; C–H loss,Minisci,,observed_edits,generic_graph_transformation,RS2:40d2ac4ca4cd10a6563e15299efac4504ac7d1dcc9a5eb89ea9bcdb6eff00352,global_atom_correspondence,0.8,verified,1.0,,,,,,,,,review,resolved_complete,single_stage,eligible,insufficient_edit_evidence,INFERRED_GLOBAL_ATOM_CORRESPONDENCE; PRODUCT_CONTRADICTED_GRAMMAR_CANDIDATES,,P1 (R–CH=O): S=primary; E=neutral (q=+0.00) | P2 (HeteroAr–H): S=open; E=neutral (q=+0.22)
CCCC=O.Cc1cnc2ccccc2n1>>CCCC(=O)c1nc2ccccc2nc1C,2 × C–H → C–C; edits: C–C bond formation; C–H loss; C–H loss,Minisci,,observed_edits,generic_graph_transformation,RS2:f2f15bf843165bae49c267d8a23dfe4990f59aba0a5a9ae249fcaaf437162b39,global_atom_correspondence,0.8,verified,1.0,,,,,,,,,review,resolved_complete,single_stage,eligible,insufficient_edit_evidence,INFERRED_GLOBAL_ATOM_CORRESPONDENCE; PRODUCT_CONTRADICTED_GRAMMAR_CANDIDATES,,"P1 (R–CH=O): S=primary; E=neutral (q=+0.00) | P2 (HeteroAr–H): S=ortho substituted, ortho=1; E=electron poor (q=+0.97)"
CCCC=O.Cc1ccc2cccc(F)c2n1>>CCCC(=O)c1cc(C)nc2c(F)cccc12,2 × C–H → C–C; edits: C–C bond formation; C–H loss; C–H loss,Minisci,,observed_edits,generic_graph_transformation,RS2:4a3267366d9686e439f983e6c08cc7923051a47aceedff2eee36f7b0b9b933fc,global_atom_correspondence,0.8,verified,1.0,,,,,,,,,review,resolved_complete,single_stage,eligible,insufficient_edit_evidence,INFERRED_GLOBAL_ATOM_CORRESPONDENCE; PRODUCT_CONTRADICTED_GRAMMAR_CANDIDATES,,P1 (R–CH=O): S=primary; E=neutral (q=+0.00) | P2 (HeteroAr–H): S=open; E=neutral (q=+0.22)
CCC=O.Cc1ccc2ccccc2n1>>CCC(=O)c1cc(C)nc2ccccc12,2 × C–H → C–C; edits: C–C bond formation; C–H loss; C–H loss,Minisci,,observed_edits,generic_graph_transformation,RS2:40d2ac4ca4cd10a6563e15299efac4504ac7d1dcc9a5eb89ea9bcdb6eff00352,global_atom_correspondence,0.8,verified,1.0,,,,,,,,,review,resolved_complete,single_stage,eligible,insufficient_edit_evidence,INFERRED_GLOBAL_ATOM_CORRESPONDENCE; PRODUCT_CONTRADICTED_GRAMMAR_CANDIDATES,,P1 (HeteroAr–H): S=open; E=neutral (q=+0.22) | P2 (R–CH=O): S=primary; E=neutral (q=+0.00)
Cc1ccc2ccccc2n1.O=CC1CC1>>Cc1cc(C(=O)C2CC2)c2ccccc2n1,2 × C–H → C–C; edits: C–C bond formation; C–H loss; C–H loss,Minisci,,observed_edits,generic_graph_transformation,RS2:7e39145ed50be7344935a8e1cbe814f573ea59faa38955e391ed9daf1da8220b,global_atom_correspondence,0.8,verified,1.0,,,,,,,,,review,resolved_complete,single_stage,eligible,insufficient_edit_evidence,INFERRED_GLOBAL_ATOM_CORRESPONDENCE; PRODUCT_CONTRADICTED_GRAMMAR_CANDIDATES,,P1 (HeteroAr–H): S=open; E=neutral (q=+0.22) | P2 (R–CH=O): S=primary; E=neutral (q=+0.00)
CC(C)(C)[Si](C)(C)OCCCC(=O)O.Clc1cc(Cl)c(Cl)nn1>>CC(C)(C)[Si](C)(C)OCCCc1c(Cl)nnc(Cl)c1Cl,,Minisci,,product_contradicted_candidates,,,reactant_grammar_only,0.0,unresolved,,,,,,,,,,review,resolved_complete,single_stage,review_only,missing_verified_reaction_signature; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
CC(C)(C)OC(=O)NCC(=O)O.Clc1cc(Cl)c(Cl)nn1>>CC(C)(C)OC(=O)NCc1c(Cl)nnc(Cl)c1Cl,,Minisci,,product_contradicted_candidates,,,reactant_grammar_only,0.0,unresolved,,,,,,,,,,review,resolved_complete,single_stage,review_only,missing_verified_reaction_signature; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
COCCC(=O)O.Clc1cc(Cl)c(Cl)nn1>>COCCc1c(Cl)nnc(Cl)c1Cl,,Minisci,,product_contradicted_candidates,,,reactant_grammar_only,0.0,unresolved,,,,,,,,,,review,resolved_complete,single_stage,review_only,missing_verified_reaction_signature; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
CC(C)(C)OC(=O)NCCCCC(=O)O.Clc1cc(Cl)c(Cl)nn1>>CC(C)(C)OC(=O)NCCCCc1c(Cl)nnc(Cl)c1Cl,,Minisci,,product_contradicted_candidates,,,reactant_grammar_only,0.0,unresolved,,,,,,,,,,review,resolved_complete,single_stage,review_only,missing_verified_reaction_signature; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
CC(C)(C)OC(=O)NCCC(=O)O.Clc1cc(Cl)c(Cl)nn1>>CC(C)(C)OC(=O)NCCc1c(Cl)nnc(Cl)c1Cl,,Minisci,,product_contradicted_candidates,,,reactant_grammar_only,0.0,unresolved,,,,,,,,,,review,resolved_complete,single_stage,review_only,missing_verified_reaction_signature; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
CC(C)(C)OC(=O)NCCCC(=O)O.Clc1cc(Cl)c(Cl)nn1>>CC(C)(C)OC(=O)NCCCc1c(Cl)nnc(Cl)c1Cl,,Minisci,,product_contradicted_candidates,,,reactant_grammar_only,0.0,unresolved,,,,,,,,,,review,resolved_complete,single_stage,review_only,missing_verified_reaction_signature; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
