name,smiles,role,reaction_types,notes,input_smiles,featurization_success,featurization_error,canonical_smiles,valid_smiles,motif_count,motifs,unique_motif_count,unique_motifs,grouped_motifs_json,ranked_motifs,analysis_count,aryl_analysis_json
2-Methylaniline,Nc1ccccc1C,nucleophile,Buchwald-Hartwig; Ullmann,Ortho-substituted aniline; sterically hindered,Nc1ccccc1C,True,,Cc1ccccc1N,True,2,Ar-NH2;Ar-Alkyl,2,Ar-NH2;Ar-Alkyl,"[{""alt_compound_ids"": [""Ar-N*""], ""compound_id"": ""Ar-NH2"", ""count"": 1, ""rank_score"": 346.0, ""sites"": [{""a_atom_idx"": 1, ""b_atom_idx"": 0, ""bond"": [0, 1]}], ""undocumented"": false}, {""compound_id"": ""Ar-Alkyl"", ""count"": 1, ""rank_score"": 274.0, ""sites"": [{""a_atom_idx"": 7, ""b_atom_idx"": 7, ""bond"": [7, 7]}], ""undocumented"": false}]",Ar-NH2;Ar-Alkyl,2,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}"
"3,5-Dimethylaniline",Nc1cc(C)cc(C)c1,nucleophile,Buchwald-Hartwig,Meta-substituted aniline,Nc1cc(C)cc(C)c1,True,,Cc1cc(C)cc(N)c1,True,3,Ar-NH2;Ar-Alkyl;Ar-Alkyl,2,Ar-NH2;Ar-Alkyl,"[{""alt_compound_ids"": [""Ar-N*""], ""compound_id"": ""Ar-NH2"", ""count"": 1, ""rank_score"": 346.0, ""sites"": [{""a_atom_idx"": 1, ""b_atom_idx"": 0, ""bond"": [0, 1]}], ""undocumented"": false}, {""compound_id"": ""Ar-Alkyl"", ""count"": 2, ""rank_score"": 274.0, ""sites"": [{""a_atom_idx"": 4, ""b_atom_idx"": 4, ""bond"": [4, 4]}, {""a_atom_idx"": 7, ""b_atom_idx"": 7, ""bond"": [7, 7]}], ""undocumented"": false}]",Ar-NH2;Ar-Alkyl;Ar-Alkyl,3,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}"
Benzylamine,NCc1ccccc1,nucleophile,Buchwald-Hartwig; Ullmann,Benzylic amine; aliphatic but stabilized,NCc1ccccc1,True,,NCc1ccccc1,True,1,Bn-NH2,1,Bn-NH2,"[{""alt_compound_ids"": [""Alkyl-N*"", ""Alkyl-NH2"", ""Ar-Alkyl"", ""RCH2-NH2""], ""compound_id"": ""Bn-NH2"", ""count"": 1, ""rank_score"": 373.0, ""sites"": [{""a_atom_idx"": 1, ""b_atom_idx"": 0, ""bond"": [1, 2]}], ""undocumented"": false}]",Bn-NH2,1,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}"
Phenol,c1ccc(O)cc1,nucleophile,Ullmann; SNAr; Mitsunobu,Aromatic alcohol; C-O coupling partner,c1ccc(O)cc1,True,,Oc1ccccc1,True,1,Ar-OH,1,Ar-OH,"[{""alt_compound_ids"": [""Ar-O*""], ""compound_id"": ""Ar-OH"", ""count"": 1, ""rank_score"": 346.0, ""sites"": [{""a_atom_idx"": 3, ""b_atom_idx"": 4, ""bond"": [3, 4]}], ""undocumented"": false}]",Ar-OH,1,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}"
Ethanol,CCO,nucleophile,Ullmann; Mitsunobu,Simple aliphatic alcohol,CCO,True,,CCO,True,1,RCH2-OH,1,RCH2-OH,"[{""alt_compound_ids"": [""Alkyl-O*"", ""Alkyl-OH""], ""compound_id"": ""RCH2-OH"", ""count"": 1, ""rank_score"": 381.0, ""sites"": [{""a_atom_idx"": 1, ""b_atom_idx"": 2, ""bond"": [1, 2]}], ""undocumented"": false}]",RCH2-OH,1,"{""aromatic_ring_count"": 0, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {}, ""ring_sizes"": []}"
Isopropanol,CC(C)O,nucleophile,Ullmann; Mitsunobu,Secondary alcohol,CC(C)O,True,,CC(C)O,True,1,R2CH-OH,1,R2CH-OH,"[{""alt_compound_ids"": [""Alkyl-O*"", ""Alkyl-OH""], ""compound_id"": ""R2CH-OH"", ""count"": 1, ""rank_score"": 381.0, ""sites"": [{""a_atom_idx"": 1, ""b_atom_idx"": 3, ""bond"": [1, 3]}], ""undocumented"": false}]",R2CH-OH,1,"{""aromatic_ring_count"": 0, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {}, ""ring_sizes"": []}"
tert-Butanol,CC(C)(C)O,nucleophile,Ullmann,Tertiary alcohol; sterically hindered,CC(C)(C)O,True,,CC(C)(C)O,True,1,R3C-OH,1,R3C-OH,"[{""alt_compound_ids"": [""Alkyl-O*"", ""Alkyl-OH""], ""compound_id"": ""R3C-OH"", ""count"": 1, ""rank_score"": 381.0, ""sites"": [{""a_atom_idx"": 1, ""b_atom_idx"": 4, ""bond"": [1, 4]}], ""undocumented"": false}]",R3C-OH,1,"{""aromatic_ring_count"": 0, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {}, ""ring_sizes"": []}"
4-Methoxyphenol,COc1ccc(O)cc1,nucleophile,Ullmann; SNAr,Electron-rich phenol,COc1ccc(O)cc1,True,,COc1ccc(O)cc1,True,2,Ar-OH;Ar-OR,2,Ar-OH;Ar-OR,"[{""alt_compound_ids"": [""Ar-O*""], ""compound_id"": ""Ar-OH"", ""count"": 1, ""rank_score"": 346.0, ""sites"": [{""a_atom_idx"": 5, ""b_atom_idx"": 6, ""bond"": [5, 6]}], ""undocumented"": false}, {""alt_compound_ids"": [""Alkyl-O*"", ""Alkyl-OR"", ""Ar-O*"", ""CH3-OR""], ""compound_id"": ""Ar-OR"", ""count"": 1, ""rank_score"": 280.0, ""sites"": [{""a_atom_idx"": 2, ""b_atom_idx"": 1, ""bond"": [1, 2]}], ""undocumented"": false}]",Ar-OH;Ar-OR,2,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}"
4-Hydroxybenzonitrile,N#Cc1ccc(O)cc1,nucleophile,Ullmann; SNAr,Electron-poor phenol; more acidic,N#Cc1ccc(O)cc1,True,,N#Cc1ccc(O)cc1,True,2,Ar-CN;Ar-OH,2,Ar-CN;Ar-OH,"[{""compound_id"": ""Ar-CN"", ""count"": 1, ""rank_score"": 372.0, ""sites"": [{""a_atom_idx"": 2, ""b_atom_idx"": 1, ""bond"": [1, 2]}], ""undocumented"": false}, {""alt_compound_ids"": [""Ar-O*""], ""compound_id"": ""Ar-OH"", ""count"": 1, ""rank_score"": 346.0, ""sites"": [{""a_atom_idx"": 5, ""b_atom_idx"": 6, ""bond"": [5, 6]}], ""undocumented"": false}]",Ar-CN;Ar-OH,2,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}"
Benzyl alcohol,OCc1ccccc1,nucleophile,Ullmann; Mitsunobu,Benzylic alcohol,OCc1ccccc1,True,,OCc1ccccc1,True,1,Bn-OH,1,Bn-OH,"[{""alt_compound_ids"": [""Alkyl-O*"", ""Alkyl-OH"", ""Ar-Alkyl"", ""RCH2-OH""], ""compound_id"": ""Bn-OH"", ""count"": 1, ""rank_score"": 373.0, ""sites"": [{""a_atom_idx"": 1, ""b_atom_idx"": 0, ""bond"": [1, 2]}], ""undocumented"": false}]",Bn-OH,1,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}"
4-Hydroxypyridine,Oc1ccncc1,nucleophile,Ullmann,Heteroaryl phenol,Oc1ccncc1,True,,Oc1ccncc1,True,5,HeteroAr-H;HeteroAr-H;HeteroAr-H;HeteroAr-H;HeteroAr-OH,2,HeteroAr-H;HeteroAr-OH,"[{""alt_compound_ids"": [""Ar-H""], ""compound_id"": ""HeteroAr-H"", ""count"": 4, ""rank_score"": 371.0, ""sites"": [{""a_atom_idx"": 2, ""b_atom_idx"": 8, ""bond"": [2, 8]}, {""a_atom_idx"": 3, ""b_atom_idx"": 9, ""bond"": [3, 9]}, {""a_atom_idx"": 5, ""b_atom_idx"": 10, ""bond"": [5, 10]}, {""a_atom_idx"": 6, ""b_atom_idx"": 11, ""bond"": [6, 11]}], ""undocumented"": false}, {""alt_compound_ids"": [""Ar-O*"", ""Ar-OH"", ""HeteroAr-O*""], ""compound_id"": ""HeteroAr-OH"", ""count"": 1, ""rank_score"": 200.0, ""sites"": [{""a_atom_idx"": 1, ""b_atom_idx"": 0, ""bond"": [0, 1]}], ""undocumented"": false}]",HeteroAr-H;HeteroAr-H;HeteroAr-H;HeteroAr-H;HeteroAr-OH,0,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 1, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [6], ""heteroaromatic"": true, ""heterocycle_types"": [""Pyridine""], ""is_heterocycle"": true, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}"
Thiophenol,c1ccc(S)cc1,nucleophile,Ullmann; SNAr,Aromatic thiol; strong nucleophile; catalyst poison risk,c1ccc(S)cc1,True,,Sc1ccccc1,True,1,Ar-SH,1,Ar-SH,"[{""alt_compound_ids"": [""Ar-S*""], ""compound_id"": ""Ar-SH"", ""count"": 1, ""rank_score"": 346.0, ""sites"": [{""a_atom_idx"": 3, ""b_atom_idx"": 4, ""bond"": [3, 4]}], ""undocumented"": false}]",Ar-SH,1,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}"
Ethanethiol,CCS,nucleophile,Ullmann; SNAr,Aliphatic thiol; catalyst poison,CCS,True,,CCS,True,1,RCH2-SH,1,RCH2-SH,"[{""alt_compound_ids"": [""Alkyl-S*"", ""Alkyl-SH""], ""compound_id"": ""RCH2-SH"", ""count"": 1, ""rank_score"": 381.0, ""sites"": [{""a_atom_idx"": 1, ""b_atom_idx"": 2, ""bond"": [1, 2]}], ""undocumented"": false}]",RCH2-SH,1,"{""aromatic_ring_count"": 0, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {}, ""ring_sizes"": []}"
2-Propanethiol,CC(C)S,nucleophile,Ullmann,Secondary thiol,CC(C)S,True,,CC(C)S,True,1,R2CH-SH,1,R2CH-SH,"[{""alt_compound_ids"": [""Alkyl-S*"", ""Alkyl-SH""], ""compound_id"": ""R2CH-SH"", ""count"": 1, ""rank_score"": 381.0, ""sites"": [{""a_atom_idx"": 1, ""b_atom_idx"": 3, ""bond"": [1, 3]}], ""undocumented"": false}]",R2CH-SH,1,"{""aromatic_ring_count"": 0, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {}, ""ring_sizes"": []}"
Thioanisole,CSc1ccccc1,none,,Sulfide; not nucleophilic but can poison catalysts,CSc1ccccc1,True,,CSc1ccccc1,True,1,Ar-SR,1,Ar-SR,"[{""alt_compound_ids"": [""Alkyl-S*"", ""Alkyl-SR"", ""Ar-S*"", ""CH3-SR""], ""compound_id"": ""Ar-SR"", ""count"": 1, ""rank_score"": 380.0, ""sites"": [{""a_atom_idx"": 2, ""b_atom_idx"": 1, ""bond"": [1, 2]}], ""undocumented"": false}]",Ar-SR,1,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}"
Acetylene,C#C,nucleophile,Sonogashira,Simplest terminal alkyne,C#C,True,,C#C,True,1,Alkynyl-H,1,Alkynyl-H,"[{""compound_id"": ""Alkynyl-H"", ""count"": 1, ""rank_score"": 156.0, ""sites"": [{""a_atom_idx"": 1, ""b_atom_idx"": 3, ""bond"": [0, 1]}], ""undocumented"": false}]",Alkynyl-H,1,"{""aromatic_ring_count"": 0, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {}, ""ring_sizes"": []}"
Phenylacetylene,C#Cc1ccccc1,nucleophile,Sonogashira,Aryl-substituted terminal alkyne,C#Cc1ccccc1,True,,C#Cc1ccccc1,True,1,Ar-Alkynyl_terminal,1,Ar-Alkynyl_terminal,"[{""alt_compound_ids"": [""Ar-Alkynyl""], ""compound_id"": ""Ar-Alkynyl_terminal"", ""count"": 1, ""rank_score"": 407.0, ""sites"": [{""a_atom_idx"": 0, ""b_atom_idx"": 1, ""bond"": [0, 1]}], ""undocumented"": false}]",Ar-Alkynyl_terminal,1,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}"
"3,3-Dimethylbut-1-yne",C#CC(C)(C)C,nucleophile,Sonogashira,Sterically hindered terminal alkyne,C#CC(C)(C)C,True,,C#CC(C)(C)C,True,1,Alkyl-Alkynyl_terminal,1,Alkyl-Alkynyl_terminal,"[{""alt_compound_ids"": [""Alkyl-Alkynyl""], ""compound_id"": ""Alkyl-Alkynyl_terminal"", ""count"": 1, ""rank_score"": 395.0, ""sites"": [{""a_atom_idx"": 0, ""b_atom_idx"": 1, ""bond"": [0, 1]}], ""undocumented"": false}]",Alkyl-Alkynyl_terminal,1,"{""aromatic_ring_count"": 0, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {}, ""ring_sizes"": []}"
Trimethylsilylacetylene,C#C[Si](C)(C)C,nucleophile,Sonogashira,TMS-protected alkyne; deprotectable,C#C[Si](C)(C)C,True,,C#C[Si](C)(C)C,True,2,Alkynyl-Si*;Alkyl-Si*,2,Alkynyl-Si*;Alkyl-Si*,"[{""compound_id"": ""Alkynyl-Si*"", ""count"": 1, ""rank_score"": 367.0, ""sites"": [{""a_atom_idx"": 1, ""b_atom_idx"": 2, ""bond"": [0, 1]}], ""undocumented"": false}, {""compound_id"": ""Alkyl-Si*"", ""count"": 1, ""rank_score"": 316.0, ""sites"": [{""a_atom_idx"": 3, ""b_atom_idx"": 2, ""bond"": [2, 3]}], ""undocumented"": false}]",Alkynyl-Si*;Alkyl-Si*,2,"{""aromatic_ring_count"": 0, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {}, ""ring_sizes"": []}"
Methyl propargyl ether,C#CCOC,nucleophile,Sonogashira,Ether-substituted alkyne,C#CCOC,True,,C#CCOC,True,4,Alkyl-Alkynyl_terminal;RCH2-OR;Propargyl-H;Propargyl-H,3,Alkyl-Alkynyl_terminal;RCH2-OR;Propargyl-H,"[{""alt_compound_ids"": [""Alkyl-Alkynyl""], ""compound_id"": ""Alkyl-Alkynyl_terminal"", ""count"": 1, ""rank_score"": 395.0, ""sites"": [{""a_atom_idx"": 0, ""b_atom_idx"": 1, ""bond"": [0, 1]}], ""undocumented"": false}, {""alt_compound_ids"": [""Alkyl-O*"", ""Alkyl-OR"", ""CH3-OR""], ""compound_id"": ""RCH2-OR"", ""count"": 1, ""rank_score"": 215.0, ""sites"": [{""a_atom_idx"": 2, ""b_atom_idx"": 3, ""bond"": [2, 3]}], ""undocumented"": false}, {""alt_compound_ids"": [""Alkyl-H""], ""compound_id"": ""Propargyl-H"", ""count"": 2, ""rank_score"": 179.0, ""sites"": [{""a_atom_idx"": 2, ""b_atom_idx"": 6, ""bond"": [1, 2]}, {""a_atom_idx"": 2, ""b_atom_idx"": 7, ""bond"": [1, 2]}], ""undocumented"": false}]",Alkyl-Alkynyl_terminal;RCH2-OR;Propargyl-H;Propargyl-H,4,"{""aromatic_ring_count"": 0, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {}, ""ring_sizes"": []}"
4-Ethynylpyridine,C#Cc1ccncc1,nucleophile,Sonogashira,Heteroaryl terminal alkyne,C#Cc1ccncc1,True,,C#Cc1ccncc1,True,5,Ar-Alkynyl_terminal;HeteroAr-H;HeteroAr-H;HeteroAr-H;HeteroAr-H,2,Ar-Alkynyl_terminal;HeteroAr-H,"[{""alt_compound_ids"": [""Ar-Alkynyl""], ""compound_id"": ""Ar-Alkynyl_terminal"", ""count"": 1, ""rank_score"": 407.0, ""sites"": [{""a_atom_idx"": 0, ""b_atom_idx"": 1, ""bond"": [0, 1]}], ""undocumented"": false}, {""alt_compound_ids"": [""Ar-H""], ""compound_id"": ""HeteroAr-H"", ""count"": 4, ""rank_score"": 371.0, ""sites"": [{""a_atom_idx"": 3, ""b_atom_idx"": 9, ""bond"": [3, 9]}, {""a_atom_idx"": 4, ""b_atom_idx"": 10, ""bond"": [4, 10]}, {""a_atom_idx"": 6, ""b_atom_idx"": 11, ""bond"": [6, 11]}, {""a_atom_idx"": 7, ""b_atom_idx"": 12, ""bond"": [7, 12]}], ""undocumented"": false}]",Ar-Alkynyl_terminal;HeteroAr-H;HeteroAr-H;HeteroAr-H;HeteroAr-H,1,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 1, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [6], ""heteroaromatic"": true, ""heterocycle_types"": [""Pyridine""], ""is_heterocycle"": true, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}"
Phenylmagnesium bromide,[Mg]Brc1ccccc1,nucleophile,Kumada,Grignard reagent for Kumada coupling,[Mg]Brc1ccccc1,True,,[Mg]<-[Br]c1ccccc1,True,1,Ar-Mg*,1,Ar-Mg*,"[{""compound_id"": ""Ar-Mg*"", ""count"": 1, ""rank_score"": 578.0, ""sites"": [{""a_atom_idx"": 2, ""b_atom_idx"": 1, ""bond"": [1, 2]}], ""undocumented"": false}]",Ar-Mg*,1,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}"
Ethylmagnesium bromide,CC[Mg]Br,nucleophile,Kumada,Alkyl Grignard,CC[Mg]Br,True,,C[CH2][Mg][Br],True,1,RCH2-Mg*,1,RCH2-Mg*,"[{""alt_compound_ids"": [""Alkyl-Mg*""], ""compound_id"": ""RCH2-Mg*"", ""count"": 1, ""rank_score"": 363.0, ""sites"": [{""a_atom_idx"": 1, ""b_atom_idx"": 2, ""bond"": [1, 2]}], ""undocumented"": false}]",RCH2-Mg*,1,"{""aromatic_ring_count"": 0, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {}, ""ring_sizes"": []}"
Phenylzinc chloride,Cl[Zn]c1ccccc1,nucleophile,Negishi,Organozinc for Negishi coupling,Cl[Zn]c1ccccc1,True,,[Cl][Zn][c]1ccccc1,True,1,Ar-Zn*,1,Ar-Zn*,"[{""compound_id"": ""Ar-Zn*"", ""count"": 1, ""rank_score"": 578.0, ""sites"": [{""a_atom_idx"": 2, ""b_atom_idx"": 1, ""bond"": [1, 2]}], ""undocumented"": false}]",Ar-Zn*,1,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}"
Ethylzinc bromide,CC[Zn]Br,nucleophile,Negishi,Alkylzinc reagent,CC[Zn]Br,True,,C[CH2][Zn][Br],True,1,RCH2-Zn*,1,RCH2-Zn*,"[{""alt_compound_ids"": [""Alkyl-Zn*""], ""compound_id"": ""RCH2-Zn*"", ""count"": 1, ""rank_score"": 363.0, ""sites"": [{""a_atom_idx"": 1, ""b_atom_idx"": 2, ""bond"": [1, 2]}], ""undocumented"": false}]",RCH2-Zn*,1,"{""aromatic_ring_count"": 0, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {}, ""ring_sizes"": []}"
Phenyltrimethylstannane,c1ccc([Sn](C)(C)C)cc1,nucleophile,Stille,Organotin for Stille coupling,c1ccc([Sn](C)(C)C)cc1,True,,[CH3][Sn]([CH3])([CH3])[c]1ccccc1,True,2,Ar-Sn*;Alkyl-Sn*,2,Ar-Sn*;Alkyl-Sn*,"[{""compound_id"": ""Ar-Sn*"", ""count"": 1, ""rank_score"": 528.0, ""sites"": [{""a_atom_idx"": 3, ""b_atom_idx"": 4, ""bond"": [3, 4]}], ""undocumented"": false}, {""compound_id"": ""Alkyl-Sn*"", ""count"": 1, ""rank_score"": 316.0, ""sites"": [{""a_atom_idx"": 5, ""b_atom_idx"": 4, ""bond"": [4, 5]}], ""undocumented"": false}]",Ar-Sn*;Alkyl-Sn*,2,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}"
Vinyltrimethylstannane,C=C[Sn](C)(C)C,nucleophile,Stille,Vinyl stannane,C=C[Sn](C)(C)C,True,,C=[CH][Sn]([CH3])([CH3])[CH3],True,2,Alkenyl-Sn*;Alkyl-Sn*,2,Alkenyl-Sn*;Alkyl-Sn*,"[{""compound_id"": ""Alkenyl-Sn*"", ""count"": 1, ""rank_score"": 381.0, ""sites"": [{""a_atom_idx"": 1, ""b_atom_idx"": 2, ""bond"": [0, 1]}], ""undocumented"": false}, {""compound_id"": ""Alkyl-Sn*"", ""count"": 1, ""rank_score"": 316.0, ""sites"": [{""a_atom_idx"": 3, ""b_atom_idx"": 2, ""bond"": [2, 3]}], ""undocumented"": false}]",Alkenyl-Sn*;Alkyl-Sn*,2,"{""aromatic_ring_count"": 0, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {}, ""ring_sizes"": []}"
4-Bromophenylboronic acid,Brc1ccc(B(O)O)cc1,bifunctional,Suzuki-Miyaura,Can act as both electrophile and nucleophile; selective coupling,Brc1ccc(B(O)O)cc1,True,,OB(O)c1ccc(Br)cc1,True,2,Ar-B(OH)2;Ar-Br,2,Ar-B(OH)2;Ar-Br,"[{""alt_compound_ids"": [""Ar-B*""], ""compound_id"": ""Ar-B(OH)2"", ""count"": 1, ""rank_score"": 646.0, ""sites"": [{""a_atom_idx"": 4, ""b_atom_idx"": 5, ""bond"": [4, 5]}], ""undocumented"": false}, {""compound_id"": ""Ar-Br"", ""count"": 1, ""rank_score"": 582.0, ""sites"": [{""a_atom_idx"": 1, ""b_atom_idx"": 0, ""bond"": [0, 1]}], ""undocumented"": false}]",Ar-B(OH)2;Ar-Br,2,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}"
4-Bromoaniline,Brc1ccc(N)cc1,bifunctional,Buchwald-Hartwig; Suzuki-Miyaura,Both electrophile (Br) and nucleophile (NH2); orthogonal protection needed,Brc1ccc(N)cc1,True,,Nc1ccc(Br)cc1,True,2,Ar-Br;Ar-NH2,2,Ar-Br;Ar-NH2,"[{""compound_id"": ""Ar-Br"", ""count"": 1, ""rank_score"": 582.0, ""sites"": [{""a_atom_idx"": 1, ""b_atom_idx"": 0, ""bond"": [0, 1]}], ""undocumented"": false}, {""alt_compound_ids"": [""Ar-N*""], ""compound_id"": ""Ar-NH2"", ""count"": 1, ""rank_score"": 346.0, ""sites"": [{""a_atom_idx"": 4, ""b_atom_idx"": 5, ""bond"": [4, 5]}], ""undocumented"": false}]",Ar-Br;Ar-NH2,2,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}"
