row,name,smiles,expected_role,expected_reaction_types,notes,valid,canonical_smiles,motif_count,context_motif_count,motifs,context_motifs,ranked_motifs,detected_role_simple,analysis_count,aryl_analysis,meta_error
145,9-Chloroanthracene,Clc1ccc2c3ccccc3ccc2c1,electrophile,Suzuki-Miyaura,Tricyclic fused aromatic system,True,Clc1ccc2c(ccc3ccccc32)c1,1,0,Ar-Cl,,Ar-Cl,electrophile,1,"{""aromatic_ring_count"": 3, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 3}, ""ring_sizes"": [6]}",
146,Spiro[5.5]undecane,C1CCC2(CC1)CCCC2,reference,,Spirocyclic aliphatic system,True,C1CCC2(CC1)CCCC2,1,0,Alkyl-H,,Alkyl-H,none,1,"{""aromatic_ring_count"": 0, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {}, ""ring_sizes"": []}",
147,"6-Bromo-spiro[chroman-2,1'-cyclohexane]",Brc1ccc2c(c1)C1(CCCC1)CCCC2,electrophile,Suzuki-Miyaura,Spirocyclic with aryl bromide,True,Brc1ccc2c(c1)C1(CCCC2)CCCC1,3,0,Ar-Br;Ar-Alkyl;Ar-Alkyl,,Ar-Br;Ar-Alkyl;Ar-Alkyl,electrophile,3,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}",
148,(S)-Alanine,C[C@H](N)C(=O)O,nucleophile,Peptide coupling,Chiral amino acid; chiral_center_count=1,True,C[C@H](N)C(=O)O,3,0,R2CH-COOH;R2CH-NH2;R_acidic-H,,R2CH-COOH;R2CH-NH2;R_acidic-H,nucleophile,2,"{""aromatic_ring_count"": 0, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {}, ""ring_sizes"": []}",
149,"(2R,3R)-Butane-2,3-diol",C[C@H](O)[C@H](C)O,reference,,Two chiral centers; chiral_center_count=2,True,C[C@H](O)[C@H](C)O,2,0,R2CH-OH;R2CH-OH,,R2CH-OH;R2CH-OH,nucleophile,2,"{""aromatic_ring_count"": 0, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {}, ""ring_sizes"": []}",
150,"(1R,3R,5S)-1,3,5-Trimethylcyclohexane",C[C@H]1CC[C@@H](C)C[C@H]1C,reference,,Three chiral centers; chiral_center_count=3,True,C[C@@H]1CC[C@H](C)[C@H](C)C1,1,0,Alkyl-H,,Alkyl-H,none,1,"{""aromatic_ring_count"": 0, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {}, ""ring_sizes"": []}",
151,(R)-Bromochlorofluoromethane,Br[C@H](Cl)F,reference,,Chiral halomethane; chiral_center_count=1; halogen_count=3,True,F[C@@H](Cl)Br,3,0,Alkyl-Br;Alkyl-Cl;Alkyl-F,,Alkyl-Br;Alkyl-Cl;Alkyl-F,electrophile,3,"{""aromatic_ring_count"": 0, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {}, ""ring_sizes"": []}",
152,"2,4,5,6-Tetrachlorobromobenzene",Clc1cc(Cl)c(Br)c(Cl)c1,electrophile,Suzuki-Miyaura,Highly polyhalogenated; halogen_count=5,True,Clc1cc(Cl)c(Br)c(Cl)c1,4,0,Ar-Br;Ar-Cl;Ar-Cl;Ar-Cl,,Ar-Br;Ar-Cl;Ar-Cl;Ar-Cl,electrophile,4,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}",
153,4-Bromo-N-benzoylaniline,Brc1ccc(NC(=O)c2ccccc2)cc1,electrophile,Suzuki-Miyaura,Amide-protected aniline derivative,True,O=C(Nc1ccc(Br)cc1)c1ccccc1,2,0,Ar-Br;Ar-NHCOR,,Ar-Br;Ar-NHCOR,electrophile,2,"{""aromatic_ring_count"": 2, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 2}, ""ring_sizes"": [6]}",
154,"(1S,2R,5S)-1,2,5-Trimethylcyclohexane",C[C@@H]1CCC[C@@H](C)[C@@H]1C,reference,,Multiple stereogenic centers; chiral_center_count=3,True,CC1[C@H](C)CCC[C@H]1C,1,0,Alkyl-H,,Alkyl-H,none,1,"{""aromatic_ring_count"": 0, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {}, ""ring_sizes"": []}",
