source_reaction_type,reactive_site_1_display_label,reactive_site_1_signature,reactive_site_1_center_class,reactive_site_1_attachment_class,reactive_site_1_alpha_branched,reactive_site_2_display_label,reactive_site_2_signature,reactive_site_2_center_class,reactive_site_2_attachment_class,reactive_site_2_alpha_branched,yield_pct,z_score,condition_recipe_id,condition_display,temperature_c,time_h,concentration_m,atmosphere,condition_identity_uncertainty,procedure_text
Buchwald-Hartwig,Ar–Cl,LG|Ar|Cl,,,,R¹R²–NH (≥1 α-C branched),"XH|N|H1|Alkyl,Alkyl",secondary,,true,35.69,3.25,RCR1:823b639e72c081871a47484b3ea0b48b71be38753a547185c904c5e0c81043d5,dtbpfPdCl2 [catalyst]; dtbpf [ligand]; Cs2CO3 [base]; MeCN [solvent],80,18,,,true,18 h at 80 °C
Glycosidation,RCH₂–OH,XH|O|H1|Alkyl,,primary,false,R–C(O)OR,EC|Acyl|Alkyl|OR|ester,,,,17.69,-0.88,RCR1:f9161554288f79fc94b0dd02dc8bf5ed3b20840351ef90a7e8303d4f5932c9d7,No ligand; DCE [solvent],40,4,,,false,4 h at 40 °C
Glycosidation,RCH₂–OH,XH|O|H1|Alkyl,,primary,false,R–C(O)OR,EC|Acyl|Alkyl|OR|ester,,,,85.05,2.18,RCR1:a1b93d32a02f129fe62d67d42ff9a4355bd177e211b6d41fe213c528f1c2aa89,No ligand; AcOH [solvent],80,6,,,false,6 h at 80 °C
Buchwald-Hartwig,AromN–H,XH|N_aromatic|H1|HeteroAr,,,,Ar–Br,LG|Ar|Br,,,,31.47,-0.04,RCR1:f85d85715bea6c6f23d991e2c620329cf5aaa5419e36be81e9f1c356e88c3ffc,"CuI [catalyst]; N,N-Dimethylglycine hydrochloride [ligand]; Cs2CO3 [base]; DMF [solvent]",,,,,true,"3 h at 105 °C, then 16 h at 130 °C"
Suzuki-Miyaura,Ar–Cl,LG|Ar|Cl,,,,Alkenyl–B(OR)₂,TM|Alkenyl|B(OR)2,,,,0,-0.39,RCR1:aac3ed0a0610846b62ae1e609317ef703dae57a9429b325b8b3e0bcea2d896a0,P(tBu)3 Pd(crotyl)Cl [catalyst]; P(tBu)3 [ligand]; K3PO4 [base]; EtOH [solvent]; water [solvent],,,,,true,
CO-Coupling,R–OH (α-C branched),XH|O|H1|Alkyl,,,true,Ar–Br,LG|Ar|Br,,,,0,-0.79,RCR1:d1765a01e01ef77bed50382d3b372a0aa6ff46f724c0f2b60b98eb5d69bc61f2,tBuBrettPhos Pd(allyl)OTf [catalyst]; tBuBrettPhos [ligand]; Li2CO3 [base]; tAmOH [solvent],,,,,true,
CO-Coupling,R–OH (α-C branched),XH|O|H1|Alkyl,,,true,Ar–Br,LG|Ar|Br,,,,6.36,0.2,RCR1:80de77ea448b5ca3684b9125bbfdc55937b42adc99edd14ac9de8e9c7dc00f58,CuI [catalyst]; NN-Dimethyloxamide [ligand]; K3PO4 [base]; DMF [solvent],100,7,,,true,7 h at 100 °C
Buchwald-Hartwig,AromN–H,XH|N_aromatic|H1|HeteroAr,,,,Ar–Cl,LG|Ar|Cl,,,,6.77,-1.07,RCR1:4268cfd2915ce1b5d0b393bfb5b884b505a7cfd7f30cf4bd04a28bfbb74fdce0,QPhos Pd(crotyl)Cl [catalyst]; QPhos [ligand]; KHMDS [base]; tAmOH [solvent],25,14,,,true,14 h at 25 °C
Wittig,RCH2PPh3X,,,,,R2CO,,,,,25.68,3.65,RCR1:98f0f5b555bf5a8686defa35dd0971640461424f64990b80f22987fe3ea227c0,No ligand; KOtPent [base]; tAmOH [solvent],,,,,true,"1 h at 10 °C, then 1.5 h at 0 °C"
CH-Activation,Ar–H,CH|ArH,,,,Ar–Br,LG|Ar|Br,,,,0,-0.47,RCR1:24a9b32f3fd337e3a905d64c1669a6655818c5e3d365b013197364aa9ef6bfc5,XantPhos Pd(allyl)Cl [catalyst]; XantPhos [ligand]; K3PO4 [base]; NMP [solvent]; KOAc [additive],,,,,true,
Buchwald-Hartwig,Ar–Br,LG|Ar|Br,,,,R¹R²–NH,"XH|N|H1|Alkyl,Alkyl",secondary,,,0,-0.99,RCR1:09839ccb355241fc7e486e03c27fa333e395649549980c1bd16e80642d50a37c,RuPhos Pd G4 [catalyst]; RuPhos [ligand]; Na2CO3 [base]; tAmOH [solvent]; water [solvent],,,,,true,
Buchwald-Hartwig,Ar–Br,LG|Ar|Br,,,,R–NH₂ (α-C branched),XH|N|H2|Alkyl,primary,,true,39.6,-0.16,RCR1:83ea85004046c7f93195f0236cfc3dd51664141626f95f121495b68a7e83d803,cataCXiumA Pd G3 [catalyst]; CataCXiumA [ligand]; Cs2CO3 [base]; MeCN [solvent],80,22.5,,,true,22.5 h at 80 °C
Suzuki-Miyaura,Ar–B(OH)₂,TM|Ar|B(OH)2,,,,R–C(O)–NHR,"XH|N|H1|C(O)R,Alkyl",secondary,,,0.53,-0.5,RCR1:43bd2b42fa90ffef99d94e4fbfd8846e704ca5e2d15ac698e216bd893018c339,dtbpfPdCl2 [catalyst]; dtbpf [ligand]; DBU [base]; Na2CO3 [base]; tAmOH [solvent]; water [solvent]; PyBrOP [coupling_reagent],,,,,true,"0.08 h at 25 °C, then 71.92 h at 60 °C"
Buchwald-Hartwig,Ar–Br,LG|Ar|Br,,,,R–NH₂ (α-C branched),XH|N|H2|Alkyl,primary,,true,45.96,-0.18,RCR1:b3100e8c9f80edc930fa880a4b10a6d843e48e6eef9ca5368e84167bf756ff95,BippyPhos Pd(allyl)OTf [catalyst]; BippyPhos [ligand]; LiHMDS [base]; tAmOH [solvent],80,22,,,true,22 h at 80 °C
Buchwald-Hartwig,Ar–Br,LG|Ar|Br,,,,R¹R²–NH,"XH|N|H1|Alkyl,Alkyl",secondary,,,2.39,-0.93,RCR1:686bbeff0f64a9f936ab61fb29c00cdc595066d77fdc4ea47bca2b5bc1bba9f2,dpppPdCl2 [catalyst]; dppp [ligand]; NaOtPent [base]; TBME [solvent],50,6,,,true,6 h at 50 °C
Buchwald-Hartwig,Ar–NH₂,XH|N|H2|Ar,primary,,,Ar–Br,LG|Ar|Br,,,,63.19,0.28,RCR1:6f533784a37d4fbee740175dffcf23a8a4ca15a27a29bb620b064c32077ef0a4,BrettPhos Pd(crotyl)OTf [catalyst]; BrettPhos [ligand]; LiHMDS [base]; PhMe [solvent],80,20,,,true,20 h at 80 °C
Buchwald-Hartwig,Ar–Br,LG|Ar|Br,,,,Ar–NH₂,XH|N|H2|Ar,primary,,,44.32,0.66,RCR1:a2a598866868cdc3368d5cc1d9311e3071be49049d48b0c97048c8258e635d10,BrettPhos Pd(crotyl)OTf [catalyst]; BrettPhos [ligand]; NaOtBu [base]; Dioxane [solvent],80,11,,,true,11 h at 80 °C
CH-Activation,Ar–H,CH|ArH,,,,alkyne,PI|Alkyne,,,,10.41,-0.59,RCR1:2629bef9d2b7bdc009b195744eb324564a7d9e1f8ca1c23b0692e2765075adb9,(Ru(p-cymene)Cl2)2 [catalyst]; No ligand; MeTHF [solvent]; KPF6 [additive],100,12,,,true,12 h at 100 °C
CH-Activation,Ar–H,CH|ArH,,,,alkyne,PI|Alkyne,,,,76.38,2.12,RCR1:5b5dbf2aeb7ce666d0442e8e8eaa5e83e8097c315b2d954241c302907c9091c0,(Ru(p-cymene)Cl2)2 [catalyst]; No ligand; PhMe [solvent]; HFIP [additive],80,24,,,true,24 h at 80 °C
Buchwald-Hartwig,Ar–Br,LG|Ar|Br,,,,R–C(O)–NH₂,XH|N|H2|C(O)R,primary,,,50.92,0.55,RCR1:d8ad533ac2f2ca8c0c14ab65c4b3489284e8c9701747d48e822a705d2d34c6b4,XantPhos Pd(allyl)Cl [catalyst]; XantPhos [ligand]; Cs2CO3 [base]; MeTHF [solvent],60,3,,,true,3 h at 60 °C
Buchwald-Hartwig,Ar–Br,LG|Ar|Br,,,,R¹R²–NH,"XH|N|H1|Alkyl,Alkyl",secondary,,,35.11,-0.32,RCR1:98dad5a3a1b999ac446be4f8c73b204e20089100ab2eb801447ecfab299a5a25,XPhos Pd G2 [catalyst]; XPhos [ligand]; KOH [base]; tAmOH [solvent],60,2,,,true,2 h at 60 °C
SNAr,R–OH (α-C branched),XH|O|H1|Alkyl,,,true,Lactam,,,,,13.71,0.52,RCR1:7282e6edcc79f59f9fac3f08b94faa156f05db7afd86e45acee082a2f92eb416,No ligand; DBU [base]; THF [solvent]; Tf2O [coupling_reagent],0,0,,,true,0 h at 0 °C
Condensation,ROC(O)NR2,,,,,R–NH₂ (α-C branched),XH|N|H2|Alkyl,primary,,true,0,-0.26,RCR1:4670419b1788a88d3baf1d9d5a55ef740e5e4290a0d0d402e007663095656b6a,No ligand; DBU [base]; Dioxane [solvent]; CyanuricChloride [coupling_reagent],,,,,true,
Amide coupling,R–C(O)OH,EC|Acyl|Alkyl|OH|latent,,,,R–NH₂ (α-C branched),XH|N|H2|Alkyl,primary,,true,0,-0.7,RCR1:e0c6505c0c8602306d43f6f64dd02ad8b518bd32008fd8c41ab2dc80fec8f42c,No ligand; NMM [base]; anisole [solvent]; MsCl [coupling_reagent],,,,,true,
Amide coupling,R–C(O)OH,EC|Acyl|Alkyl|OH|latent,,,,R–NH₂ (α-C branched),XH|N|H2|Alkyl,primary,,true,0,-0.7,RCR1:e9f3f668e12a8b42312818081d9237cc8d9bf03ec2874af2c210ccb61989995b,No ligand; NEt3 [base]; HOPO [additive]; T3P [coupling_reagent],,,,,true,
Suzuki-Miyaura,Alkenyl–B(OR)₂,TM|Alkenyl|B(OR)2,,,,Ar–Br,LG|Ar|Br,,,,48.31,0.06,RCR1:809861caec968e6904e0b1e22622b6582499ff800e674784cface20a1a958653,tBuBrettPhos Pd(allyl)OTf [catalyst]; tBuBrettPhos [ligand]; K3PO4 [base]; tAmOH [solvent]; water [solvent],,,,,true,"1 h at 60 °C, then 23 h at 80 °C"
Stannylation,Ar–Br,LG|Ar|Br,,,,RSnR3,,,,,2.05,-0.42,RCR1:27a01306aba2d3c9033fb9badcae2dc4e09cae853e80ffafa7e6dd44be6b84cc,SPhos Pd(crotyl)Cl [catalyst]; SPhos [ligand]; Dioxane [solvent]; LiCl [additive],80,3,,,true,3 h at 80 °C
Stannylation,Ar–Br,LG|Ar|Br,,,,RSnR3,,,,,5.11,-0.24,RCR1:27a01306aba2d3c9033fb9badcae2dc4e09cae853e80ffafa7e6dd44be6b84cc,SPhos Pd(crotyl)Cl [catalyst]; SPhos [ligand]; Dioxane [solvent]; LiCl [additive],80,3,,,true,3 h at 80 °C
Buchwald-Hartwig,Ar–Cl,LG|Ar|Cl,,,,R–NH₂ (α-C branched),XH|N|H2|Alkyl,primary,,true,32.93,0.78,RCR1:237068a5adb06c9605f88ce261b5845fba6debcd3bd73883969c6976ed6a4adf,cBridP Pd(allyl)Cl [catalyst]; cBridP [ligand]; Cs2CO3 [base]; tAmOH [solvent],,,,,true,"2 h at 60 °C, then 17 h at 80 °C"
Buchwald-Hartwig,Ar–Cl,LG|Ar|Cl,,,,R–NH₂ (α-C branched),XH|N|H2|Alkyl,primary,,true,2.91,-0.75,RCR1:12d59a37f438389ccdd5de9b28e25e53582d971d5d1985936fec547fec74f119,No ligand; KHMDS [base]; NMP [solvent],80,5,,,false,5 h at 80 °C
Buchwald-Hartwig,Ar–Br,LG|Ar|Br,,,,R–NH₂,XH|N|H2|Alkyl,primary,,,0,-0.52,RCR1:792f1931bb0a5be5d0c4c01e5dc1eb290aff521e10b86fb608c393264b65e654,SPhos Pd(crotyl)Cl [catalyst]; SPhos [ligand]; KHMDS [base]; PhMe [solvent],,,,,true,
Buchwald-Hartwig,R–NH₂,XH|N|H2|Alkyl,primary,,,Ar–Br,LG|Ar|Br,,,,0,-0.21,RCR1:e115a48c80466cfb0d92362d915370d0972ada6dce57e786225fd568803c6be1,SPhos Pd(crotyl)Cl [catalyst]; SPhos [ligand]; Cs2CO3 [base]; tAmOH [solvent],,,,,true,
SNAr,R–OH (α-C branched),XH|O|H1|Alkyl,,,true,Lactam,,,,,0,-0.66,RCR1:3d1c5a2ffa7c14b131972bc5bdb84409d612f4ba214ab941bf5af86ad9f98616,No ligand; DBU [base]; NaOtBu [base]; TBME [solvent]; BOP-Cl [coupling_reagent],,,,,true,
Buchwald-Hartwig,Ar–Cl,LG|Ar|Cl,,,,R–NH₂ (α-C branched),XH|N|H2|Alkyl,primary,,true,23.55,0.6,RCR1:a45c2497d102ad5766af32cff6d93c41dc6813ffe1e1ac9c72a168cf32c68e71,XantPhos Pd(allyl)Cl [catalyst]; XantPhos [ligand]; Cs2CO3 [base]; Dioxane [solvent]; water [additive],80,7,,,true,7 h at 80 °C
Buchwald-Hartwig,Ar–Cl,LG|Ar|Cl,,,,R–NH₂ (α-C branched),XH|N|H2|Alkyl,primary,,true,2.59,-0.87,RCR1:4b68d6c95ddcccf4228eca578269cc1cbb54c23a7796b1abe543ef658e1e190d,XantPhos Pd(allyl)Cl [catalyst]; XantPhos [ligand]; DBU [base]; Dioxane [solvent]; Sodium trifluoroacetate [additive],,,,,true,"3 h at 60 °C, then 17 h at 80 °C"
Buchwald-Hartwig,R–NH₂ (α-C branched),XH|N|H2|Alkyl,primary,,true,Ar–Br,LG|Ar|Br,,,,0,-0.4,RCR1:6d2688dd842363969f15e28141237335f05eff18db6f0d3c8094577f65066ab9,XantPhos Pd(allyl)Cl [catalyst]; XantPhos [ligand]; DBU [base]; Dioxane [solvent]; Sodium trifluoroacetate [additive],,,,,true,
Condensation,R–Cl,LG|Alkyl|Cl,,,,R–NH₂,XH|N|H2|Alkyl,primary,,,6.24,-1.15,RCR1:6b5ed8cae50038acd80b4aa5b872eeb8cc5f0c1a73e7490b3edfe6f1e44225f9,No ligand; K3PO4 [base]; MEK [solvent]; water [solvent],85,4,,,false,4 h at 85 °C
Condensation,R–Cl,LG|Alkyl|Cl,,,,R–NH₂,XH|N|H2|Alkyl,primary,,,49.66,0.65,RCR1:6ff4226e2a0aee162bbedb1adf8a2f23cc9e5ca896f655c91b349f53d3eac425,No ligand; DIPEA [base]; anisole [solvent]; water [additive],85,3,,,false,3 h at 85 °C
CH-Activation,Ar–H,CH|ArH,,,,Ar–I,LG|Ar|I,,,,0,-0.7,RCR1:bf58789d53bd9059decc6dced0ccb05c3428518222b35db99bfc49cda96e6b3a,P(tBu)(Cy)2)2PdCl2 [catalyst]; P(tBu)(Cy)2 [ligand]; Cs2CO3 [base]; DMI [solvent]; Sodium trifluoroacetate [additive],,,,,true,
Buchwald-Hartwig,R–NH₂ (α-C branched),XH|N|H2|Alkyl,primary,,true,Ar–Br,LG|Ar|Br,,,,16.18,-0.74,RCR1:6a8acbc02b4fd13562840dd958d58639ecc6f343f645c5a6a5520cb6fc68b947,XPhos Pd G2 [catalyst]; XPhos [ligand]; KOtPent [base]; tAmOH [solvent],80,3,,,true,3 h at 80 °C
CO-Coupling,Ar–OH,XH|O|H1|Ar,,,,Ar–Br,LG|Ar|Br,,,,62.03,4.15,RCR1:1d9718703881783c168961224a31f05f3ca68529a39574b5823a772ed165488c,"CuI [catalyst]; N,N-Dimethylglycine hydrochloride [ligand]; Cs2CO3 [base]; Dioxane [solvent]",80,15,,,true,15 h at 80 °C
Amide coupling,R¹R²–NH,"XH|N|H1|Alkyl,Alkyl",secondary,,,R–C(O)OH,EC|Acyl|Alkyl|OH|latent,,,,35.05,0.19,RCR1:0a5e7d20810ad1f60d67ae31c803f32981b3ce32c6294122d68754561703c9a5,No ligand; NMI [base]; MeCN [solvent]; HATU [coupling_reagent],,,,,false,"1 h at 20 °C, then 3 h at 40 °C, then 16 h at 60 °C"
CN-Coupling,AromN–H,XH|N_aromatic|H1|HeteroAr,,,,Ar–Br,LG|Ar|Br,,,,0,-0.5,RCR1:9d3cc0d4ef8eab9c9e1ce1bdcfeee721410b056063a704671ca7fadc1800503f,cBridP Pd(allyl)Cl [catalyst]; cBridP [ligand]; K2CO3 [base]; PhMe [solvent],,,,,true,
Condensation,Ar–NH₂,XH|N|H2|Ar,primary,,,R–S(O)₂Cl,EC|Sulfonyl|Alkyl|Cl|activated,,,,0,-0.74,RCR1:7578276116d994bb4854172b8b43614268a7c85b9f0c45f4dfc61c721ba05bff,No ligand; Dabco [base]; acetone [solvent],,,,,false,
Condensation,Ar–NH₂,XH|N|H2|Ar,primary,,,R–S(O)₂Cl,EC|Sulfonyl|Alkyl|Cl|activated,,,,2.28,-0.65,RCR1:13e13a256ed4a304f3735b7295c274c832f83618d2f783b65ebaa8bfb6b7b9bf,No ligand; Dabco [base]; THF [solvent],45,21,,,false,21 h at 45 °C
Condensation,Ar–NH₂,XH|N|H2|Ar,primary,,,R–S(O)₂Cl,EC|Sulfonyl|Alkyl|Cl|activated,,,,50.15,1.26,RCR1:34ccff0f997ee24c753eb895e69ab871fd783701dd82f6c82218f6bb742a2e3c,No ligand; TMP [base]; MeCN [solvent],45,4,,,true,4 h at 45 °C
CO-Coupling,Ar–Br,LG|Ar|Br,,,,R–OH (α-C branched),XH|O|H1|Alkyl,,,true,0,-0.3,RCR1:39f3063d2b12ee335e3bafcf549d8c2d93a3335b3644ee6bbd14298973f78ce6,RockPhos Pd G3 [catalyst]; RockPhos [ligand]; NaH [base]; Dioxane [solvent],,,,,false,
Buchwald-Hartwig,AromN–H,XH|N_aromatic|H1|HeteroAr,,,,Ar–Cl,LG|Ar|Cl,,,,4.48,-0.4,RCR1:39b2ecb12260b29bcdbc12c16237a83e108f5cb058cbdd6b48d9a6087bf91472,P(tBu)3 Pd(crotyl)Cl [catalyst]; P(tBu)3 [ligand]; K3PO4 [base]; Dioxane [solvent]; water [solvent],80,20,,,true,20 h at 80 °C
Buchwald-Hartwig,AromN–H,XH|N_aromatic|H1|HeteroAr,,,,Ar–Cl,LG|Ar|Cl,,,,41.47,0.81,RCR1:aada5c97919fa21ebd7b4427bbe219bd4f1f22f6ae09f79b9de8ee4eb06881e2,P(tBu)3 Pd(crotyl)Cl [catalyst]; P(tBu)3 [ligand]; K3PO4 [base]; Dioxane [solvent]; water [solvent],80,3,,,true,3 h at 80 °C
Buchwald-Hartwig,Ar–Cl,LG|Ar|Cl,,,,AromN–H,XH|N_aromatic|H1|HeteroAr,,,,6.4,0.88,RCR1:827e99e0808ae157ad507db249729845f06a2d3be19c73ba0f9301915ab0f533,BrettPhos Pd(crotyl)OTf [catalyst]; BrettPhos [ligand]; Cs2CO3 [base]; Dioxane [solvent],100,20,,,true,20 h at 100 °C
Buchwald-Hartwig,Ar–Br,LG|Ar|Br,,,,R–NH₂ (α-C branched),XH|N|H2|Alkyl,primary,,true,0,-1.9,RCR1:c1eb892cc145bed3a4fcc938a1e148f91f0a0cdc019bd86800b7624672a33060,CuI [catalyst]; No ligand; Na2CO3 [base]; NBP [solvent],,,,,true,
Buchwald-Hartwig,Ar–Br,LG|Ar|Br,,,,R–NH₂ (α-C branched),XH|N|H2|Alkyl,primary,,true,9.4,-1.58,RCR1:f6b497b1c6e9f5d3f0c1016a9c2dcd1adb20f2e7f6d687d499a401fa2e5abe32,Cu2O [catalyst]; No ligand; DIPEA [base]; EtOH [solvent]; water [additive],95,24,,,false,24 h at 95 °C
Buchwald-Hartwig,Ar–Br,LG|Ar|Br,,,,R–NH₂ (α-C branched),XH|N|H2|Alkyl,primary,,true,82.91,0.86,RCR1:99ef238192831379ac7ce7e8705140e69184803ff1cf04fed0225db9874d9f02,Cu2O [catalyst]; No ligand; DBU [base]; ethylene glycol [solvent],105,19,,,false,19 h at 105 °C
Buchwald-Hartwig,Ar–Br,LG|Ar|Br,,,,R–NH₂ (α-C branched),XH|N|H2|Alkyl,primary,,true,80.79,0.79,RCR1:77ac57743040d9eb9236f4860fa71ef0a245b0159eb88997edd783f0a48455c7,Cu2O [catalyst]; 8-Quinolol [ligand]; K3PO4 [base]; BuOH [solvent]; DMI [solvent],105,21.5,,,true,21.5 h at 105 °C
CN-Coupling,ROC(O)NR2,,,,,Ar–I,LG|Ar|I,,,,75.39,1.28,RCR1:31bf6f7afb7e0095ea9a26a1f37249694da44a78dab24be797cd285dfb50ffed,Copper(I) thiophene-2-carboxylate [catalyst]; trans-NN-Dimethylcyclohexane-12-diamine [ligand]; DBU [base]; PhMe [solvent],85,20,,,true,20 h at 85 °C
CN-Coupling,ROC(O)NR2,,,,,Ar–I,LG|Ar|I,,,,78.66,1.41,RCR1:2777c2aa4d0318a32b1873044ba8a556793ed172d2bc102914f8e7a664392929,CuI [catalyst]; trans-NN-Dimethylcyclohexane-12-diamine [ligand]; DBU [base]; tAmOH [solvent],85,15,,,true,15 h at 85 °C
Suzuki-Miyaura,Ar–Br,LG|Ar|Br,,,,R–B(OH)₂,TM|Alkyl|B(OH)2,,,,77.75,0.65,RCR1:9f1a9bba1ce3176465b5ab9a0ce9b80af4786a5b42ee7e2244e2b31a39372aa0,AlphosPd)2cod [catalyst]; AlPhos [ligand]; K3PO4 [base]; PhMe [solvent]; water [solvent],,,,,true,"1 h at 20 °C, then 5.5 h at 80 °C, then 17.5 h at 100 °C"
Suzuki-Miyaura,Ar–B(OH)₂,TM|Ar|B(OH)2,,,,Ar–Br,LG|Ar|Br,,,,10.76,0.48,RCR1:8fa373df95fc8cc996f3d99e5259868b6814e236667935b95f7019c1e5e4a412,cBridP Pd(allyl)Cl [catalyst]; cBridP [ligand]; K2CO3 [base]; THF [solvent],,,,,true,"3 h at 60 °C, then 26 h at 80 °C"
Suzuki-Miyaura,Ar–B(OH)₂,TM|Ar|B(OH)2,,,,Ar–Br,LG|Ar|Br,,,,7.94,0.07,RCR1:6f482401f25756a1a69db5b6bd36bb356d4b5a5afacac5ab4a64a1e5e4452086,DPEPhos Pd(allyl)Cl [catalyst]; DPEPhos [ligand]; Cs2CO3 [base]; iPrOAc [solvent],,,,,true,"7 h at 60 °C, then 15 h at 80 °C"
Amide coupling,R–C(O)OH,EC|Acyl|Alkyl|OH|latent,,,,Ar–NH₂,XH|N|H2|Ar,primary,,,38.89,1.2,RCR1:1e76ac00f2f21d768fec66416ac60fdb98ec8b5841c60be6a2dc1cd71d85a459,No ligand; lutidine [base]; THF [solvent]; MsCl [coupling_reagent],25,29,,,false,29 h at 25 °C
Amide coupling,R–C(O)OH,EC|Acyl|Alkyl|OH|latent,,,,Ar–NH₂,XH|N|H2|Ar,primary,,,3.69,-0.52,RCR1:6550d9c0c0b9b3cde1d963f3a4044680904e45414816625c9daa102da8bd724d,No ligand; KF [base]; acetone [solvent]; MsCl [coupling_reagent],,,,,false,"3 h at 0 °C, then 19 h at 25 °C"
Amide coupling,R–C(O)OH,EC|Acyl|Alkyl|OH|latent,,,,Ar–NH₂,XH|N|H2|Ar,primary,,,15.82,0.07,RCR1:e2267ab38c9d3f73fbc06a3861593a87027f5a8ef945321f6924d856146757d2,"No ligand; DIPEA, NEt3 [base]; THF [solvent]; PivCl [coupling_reagent]",,,,,true,"1 h at 25 °C, then 64 h at 35 °C"
SNAr,Ar–F,LG|Ar|F,,,,AromN–H,XH|N_aromatic|H1|HeteroAr,,,,33.14,0.79,RCR1:e75e1be88264a680e9f374ed1338fed7536d4673770c3bff59ff2253d5194d78,No ligand; NaH [base]; NMP [solvent],0,2,,,false,2 h at 0 °C
SNAr,Ar–F,LG|Ar|F,,,,AromN–H,XH|N_aromatic|H1|HeteroAr,,,,0,-1.29,RCR1:faea862c300f7ffef16cdf0508b07fb624687d63868ecf51d94103cc57b49389,No ligand; DIPEA [base]; MeTHF [solvent],,,,,false,
CN-Coupling,ROC(O)NR2,,,,,Ar–I,LG|Ar|I,,,,59.49,0.64,RCR1:fdcfc1926a3280d4916441c21e146696be01d2e88768acba66f1e27bac064633,CuI [catalyst]; trans-NN-Dimethylcyclohexane-12-diamine [ligand]; K2CO3 [base]; EtOH [solvent],85,40,,,true,40 h at 85 °C
CN-Coupling,ROC(O)NR2,,,,,Ar–I,LG|Ar|I,,,,25.22,-0.73,RCR1:c6ae72896c25c2c56f24f7584efc881c6c5bcb7ab2f2c12aadea64a1493cafaf,CuI [catalyst]; trans-NN-Dimethylcyclohexane-12-diamine [ligand]; K2CO3 [base]; NMI [solvent]; TBAB [additive],85,21,,,true,21 h at 85 °C
CN-Coupling,ROC(O)NR2,,,,,Ar–I,LG|Ar|I,,,,11.42,-1.29,RCR1:7d6bd17fab9c00f523875c0d87b3275afa8b3ca28c1f931c1ef2ee4aac39b32d,CuI [catalyst]; 8-Quinolol [ligand]; K2CO3 [base]; iPrOAc [solvent],85,22,,,true,22 h at 85 °C
CN-Coupling,ROC(O)NR2,,,,,Ar–I,LG|Ar|I,,,,48.14,0.18,RCR1:49b0b0e75f7f338bfa6f418b0f44bc2dd246047e738ae6da4ce1a6e9c3d4bd64,CuI [catalyst]; trans-NN-Dimethylcyclohexane-12-diamine [ligand]; DBU [base]; MeCN [solvent],75,16,,,true,16 h at 75 °C
CN-Coupling,ROC(O)NR2,,,,,Ar–I,LG|Ar|I,,,,58.22,0.59,RCR1:1b0c1a38fd230b9cda17c269cb84cbffe8b1035a5cc4e3fd29fb1e895f1734ae,Copper(I) thiophene-2-carboxylate [catalyst]; trans-NN-Dimethylcyclohexane-12-diamine [ligand]; Cs2CO3 [base]; MeCN [solvent],80,22,,,true,22 h at 80 °C
CN-Coupling,ROC(O)NR2,,,,,Ar–I,LG|Ar|I,,,,29.83,-0.55,RCR1:78db7f2497515e6319223b81dc50d300fac0f0ef714980b8ec69a65910555ba8,CuI [catalyst]; trans-NN-Dimethylcyclohexane-12-diamine [ligand]; DBU [base]; MeCN [solvent],75,21,,,true,21 h at 75 °C
Suzuki-Miyaura,Ar–Br,LG|Ar|Br,,,,Ar–B(OH)₂,TM|Ar|B(OH)2,,,,80.64,0.54,RCR1:bf839d6764a13a1830747e9a0d6f8588e12586bd1f7c2f54a854e42ebecea431,P(tBu)3 Pd(crotyl)Cl [catalyst]; P(tBu)3 [ligand]; K2CO3 [base]; MeCN [solvent],85,14,,,true,14 h at 85 °C
Suzuki-Miyaura,Ar–Br,LG|Ar|Br,,,,Ar–B(OH)₂,TM|Ar|B(OH)2,,,,95.01,0.8,RCR1:dd476e79092a3f511752c51f6fb0fb259ef8d90e309c67f9cd5a44370888eb5a,P(tBu)3 Pd(crotyl)Cl [catalyst]; P(tBu)3 [ligand]; K2CO3 [base]; MeCN [solvent]; water [solvent],85,24,,,true,24 h at 85 °C
Suzuki-Miyaura,Ar–Br,LG|Ar|Br,,,,Ar–B(OH)₂,TM|Ar|B(OH)2,,,,27.78,-0.77,RCR1:b2d9954e9d8f2b72a15c33ed17b31e347ef89c2dd85be3afcb5a192ec423f71e,P(tBu)3 Pd(crotyl)Cl [catalyst]; P(tBu)3 [ligand]; Na2CO3 [base]; MeCN [solvent]; water [solvent],85,20,,,true,20 h at 85 °C
Suzuki-Miyaura,Ar–Br,LG|Ar|Br,,,,Ar–B(OH)₂,TM|Ar|B(OH)2,,,,83.79,0.21,RCR1:b2d9954e9d8f2b72a15c33ed17b31e347ef89c2dd85be3afcb5a192ec423f71e,P(tBu)3 Pd(crotyl)Cl [catalyst]; P(tBu)3 [ligand]; Na2CO3 [base]; MeCN [solvent]; water [solvent],85,20,,,true,20 h at 85 °C
Buchwald-Hartwig,Ar–Br,LG|Ar|Br,,,,R¹R²–NH (≥1 α-C branched),"XH|N|H1|Alkyl,Alkyl",secondary,,true,0,-0.4,RCR1:6bb385f648f0c7db58020564326d3477d827dbcfad1d5c2d200060fd8291d225,XPhos Pd G4 [catalyst]; XPhos [ligand]; Cs2CO3 [base]; Dioxane [solvent]; water [additive],,,,,true,
