reaction_id,duplicate_reaction_ids,source_files,reaction_type,yield_pct,temperature_c,time_h,reactant_smiles,product_smiles,reaction_smiles,title,authors,citation,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,product_yields_json,reactants_json,products_json,reagents_json,catalysts_json,solvents_json,notes,structure_warnings
31-138-CAS-2914869,31-138-CAS-2914869,Reaction_20251106_1710.rdf,DIBAL‑H Partial reductions,71,,,CC(C)[CH2][AlH][CH2]C(C)C.COC(=O)[C@H](CO)NC(=O)OC(C)(C)C,CC(C)(C)OC(=O)N1[C@H](C=O)COC1(C)C,CC(C)[CH2][AlH][CH2]C(C)C.COC(=O)[C@H](CO)NC(=O)OC(C)(C)C>>CC(C)(C)OC(=O)N1[C@H](C=O)COC1(C)C,Caged Ceramide 1-Phosphate Analogs: Synthesis and Properties,"Lankalapalli, Ravi S.; Ouro, Alberto; Arana, Lide; Gomez-Munoz, Antonio; Bittman, Robert","Journal of Organic Chemistry (2009), 74(22), 8844-8847","Caged Ceramide 1-Phosphate Analogs: Synthesis and Properties | Lankalapalli, Ravi S.; Ouro, Alberto; Arana, Lide; Gomez-Munoz, Antonio; Bittman, Robert | Journal of Organic Chemistry (2009), 74(22), 8844-8847","1191-15-7, 2766-43-0",102308-32-7,7647-01-0,,"108-88-3, 67-56-1, 7732-18-5",,,,,,"(S)-tert-Butyl-4-formyl-2,2-dimethyloxazolidine-3-carboxylate (3). A solution of N-Boc-( S)-serine methyl ester (12.0 g, 46.3 mmol) in toluene (100 mL) was cooled to -78 °C under nitrogen. To the cooled solution was slowly added DIBAL-H (83 mL, a 1.5 M solution in toluene). The reaction mixture was stirred for 2 h at -78 °C, and the reaction was quenched by slowly adding 100 mL of cold MeOH. The resulting white emulsion was slowly poured into 200 mL of ice-cold 1 M HCl with swirling over 20 min, and the aqueous mixture was extracted with EtOAc (3 x 120 mL). The combined organic layers were washed with brine (150 mL), dried (Na2SO4), and concentrated to give the crude product as a colorless oil, which was vacuum distilled to provide aldehyde 3 (7.5 g, 71%) as a colorless liquid. bp 115-125 °C (9.0 mm Hg).",3,1,71,,,,,,,"{""1"": 71}","[{""index"": 1, ""cas_rn"": ""1191-15-7"", ""smiles"": ""CC(C)[CH2][AlH][CH2]C(C)C""}, {""index"": 2, ""cas_rn"": ""2766-43-0"", ""smiles"": ""COC(=O)[C@H](CO)NC(=O)OC(C)(C)C""}]","[{""index"": 1, ""cas_rn"": ""102308-32-7"", ""yield_pct"": ""71"", ""smiles"": ""CC(C)(C)OC(=O)N1[C@H](C=O)COC1(C)C""}]","[{""index"": 1, ""cas_rn"": ""7647-01-0""}]",[],"[{""index"": 1, ""cas_rn"": ""108-88-3""}, {""index"": 2, ""cas_rn"": ""67-56-1""}, {""index"": 3, ""cas_rn"": ""7732-18-5""}]",,
31-339-CAS-19299049,31-339-CAS-19299049,Reaction_20251106_1710.rdf,DIBAL‑H Partial reductions,54,,,CCOC(=O)/C=C(\C)CP(=O)(OCC)OCC.CC1=C(/C=C/C=C/C(C)=C/C=O)C(C)(C)CC=C1,CC1=C(/C=C/C=C/C(C)=C/C=C/C(C)=C/C=O)C(C)(C)CC=C1,CCOC(=O)/C=C(\C)CP(=O)(OCC)OCC.CC1=C(/C=C/C=C/C(C)=C/C=O)C(C)(C)CC=C1>>CC1=C(/C=C/C=C/C(C)=C/C=C/C(C)=C/C=O)C(C)(C)CC=C1,Production of a Light-Gated Proton Channel by Replacing the Retinal Chromophore with Its Synthetic Vinylene Derivative,"Takayama, Riho; Kaneko, Akimasa; Okitsu, Takashi; Tsunoda, Satoshi P.; Shimono, Kazumi; Mizuno, Misao; Kojima, Keiichi; Tsukamoto, Takashi; Kandori, Hideki; Mizutani, Yasuhisa; Wada, Akimori; Sudo, Yuki","Journal of Physical Chemistry Letters (2018), 9(11), 2857-2862","Production of a Light-Gated Proton Channel by Replacing the Retinal Chromophore with Its Synthetic Vinylene Derivative | Takayama, Riho; Kaneko, Akimasa; Okitsu, Takashi; Tsunoda, Satoshi P.; Shimono, Kazumi; Mizuno, Misao; Kojima, Keiichi; Tsukamoto, Takashi; Kandori, Hideki; Mizutani, Yasuhisa; Wada, Akimori; Sudo, Yuki | Journal of Physical Chemistry Letters (2018), 9(11), 2857-2862","39760-56-0, 2231040-67-6",2230606-67-2,"109-72-8, 7226-23-5, 1191-15-7, 1313-13-9",,"109-99-9, 60-29-7",,,,,,,3,1,54,,,,,,,"{""1"": 54}","[{""index"": 1, ""cas_rn"": ""39760-56-0"", ""smiles"": ""CCOC(=O)/C=C(\\C)CP(=O)(OCC)OCC""}, {""index"": 2, ""cas_rn"": ""2231040-67-6"", ""smiles"": ""CC1=C(/C=C/C=C/C(C)=C/C=O)C(C)(C)CC=C1""}]","[{""index"": 1, ""cas_rn"": ""2230606-67-2"", ""yield_pct"": ""54"", ""smiles"": ""CC1=C(/C=C/C=C/C(C)=C/C=C/C(C)=C/C=O)C(C)(C)CC=C1""}]","[{""index"": 1, ""cas_rn"": ""109-72-8""}, {""index"": 2, ""cas_rn"": ""7226-23-5""}, {""index"": 3, ""cas_rn"": ""1191-15-7""}, {""index"": 4, ""cas_rn"": ""1313-13-9""}]",[],"[{""index"": 1, ""cas_rn"": ""109-99-9""}, {""index"": 2, ""cas_rn"": ""60-29-7""}]","stereoselective, overall yield 12% from safranal, Wittig-Horner reaction (stage 1)",
31-339-CAS-19299050,31-339-CAS-19299050,Reaction_20251106_1710.rdf,DIBAL‑H Partial reductions,22,,,CCOC(=O)/C=C(\C)CP(=O)(OCC)OCC.CC1=C(/C=C/C(C)=C/C=C/C=O)C(C)(C)CC=C1,CC1=C(/C=C/C(C)=C/C=C/C=C/C(C)=C/C=O)C(C)(C)CC=C1,CCOC(=O)/C=C(\C)CP(=O)(OCC)OCC.CC1=C(/C=C/C(C)=C/C=C/C=O)C(C)(C)CC=C1>>CC1=C(/C=C/C(C)=C/C=C/C=C/C(C)=C/C=O)C(C)(C)CC=C1,Production of a Light-Gated Proton Channel by Replacing the Retinal Chromophore with Its Synthetic Vinylene Derivative,"Takayama, Riho; Kaneko, Akimasa; Okitsu, Takashi; Tsunoda, Satoshi P.; Shimono, Kazumi; Mizuno, Misao; Kojima, Keiichi; Tsukamoto, Takashi; Kandori, Hideki; Mizutani, Yasuhisa; Wada, Akimori; Sudo, Yuki","Journal of Physical Chemistry Letters (2018), 9(11), 2857-2862","Production of a Light-Gated Proton Channel by Replacing the Retinal Chromophore with Its Synthetic Vinylene Derivative | Takayama, Riho; Kaneko, Akimasa; Okitsu, Takashi; Tsunoda, Satoshi P.; Shimono, Kazumi; Mizuno, Misao; Kojima, Keiichi; Tsukamoto, Takashi; Kandori, Hideki; Mizutani, Yasuhisa; Wada, Akimori; Sudo, Yuki | Journal of Physical Chemistry Letters (2018), 9(11), 2857-2862","39760-56-0, 1935686-37-5",2230611-61-5,"109-72-8, 7226-23-5, 1191-15-7, 1313-13-9",,"109-99-9, 60-29-7",,,,,,,3,1,22,,,,,,,"{""1"": 22}","[{""index"": 1, ""cas_rn"": ""39760-56-0"", ""smiles"": ""CCOC(=O)/C=C(\\C)CP(=O)(OCC)OCC""}, {""index"": 2, ""cas_rn"": ""1935686-37-5"", ""smiles"": ""CC1=C(/C=C/C(C)=C/C=C/C=O)C(C)(C)CC=C1""}]","[{""index"": 1, ""cas_rn"": ""2230611-61-5"", ""yield_pct"": ""22"", ""smiles"": ""CC1=C(/C=C/C(C)=C/C=C/C=C/C(C)=C/C=O)C(C)(C)CC=C1""}]","[{""index"": 1, ""cas_rn"": ""109-72-8""}, {""index"": 2, ""cas_rn"": ""7226-23-5""}, {""index"": 3, ""cas_rn"": ""1191-15-7""}, {""index"": 4, ""cas_rn"": ""1313-13-9""}]",[],"[{""index"": 1, ""cas_rn"": ""109-99-9""}, {""index"": 2, ""cas_rn"": ""60-29-7""}]","stereoselective, overall yield 4% from safranal, Wittig-Horner reaction (stage 1)",
31-339-CAS-19299051,31-339-CAS-19299051,Reaction_20251106_1710.rdf,DIBAL‑H Partial reductions,54,,,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=O)C(C)(C)CC=C1.CCOC(=O)CP(=O)(OCC)OCC,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=O)C(C)(C)CC=C1,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=O)C(C)(C)CC=C1.CCOC(=O)CP(=O)(OCC)OCC>>CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=O)C(C)(C)CC=C1,Production of a Light-Gated Proton Channel by Replacing the Retinal Chromophore with Its Synthetic Vinylene Derivative,"Takayama, Riho; Kaneko, Akimasa; Okitsu, Takashi; Tsunoda, Satoshi P.; Shimono, Kazumi; Mizuno, Misao; Kojima, Keiichi; Tsukamoto, Takashi; Kandori, Hideki; Mizutani, Yasuhisa; Wada, Akimori; Sudo, Yuki","Journal of Physical Chemistry Letters (2018), 9(11), 2857-2862","Production of a Light-Gated Proton Channel by Replacing the Retinal Chromophore with Its Synthetic Vinylene Derivative | Takayama, Riho; Kaneko, Akimasa; Okitsu, Takashi; Tsunoda, Satoshi P.; Shimono, Kazumi; Mizuno, Misao; Kojima, Keiichi; Tsukamoto, Takashi; Kandori, Hideki; Mizutani, Yasuhisa; Wada, Akimori; Sudo, Yuki | Journal of Physical Chemistry Letters (2018), 9(11), 2857-2862","472-87-7, 867-13-0",2230608-52-1,"7646-69-7, 1191-15-7, 1313-13-9",,"109-99-9, 60-29-7",,,,,,,3,1,54,,,,,,,"{""1"": 54}","[{""index"": 1, ""cas_rn"": ""472-87-7"", ""smiles"": ""CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=O)C(C)(C)CC=C1""}, {""index"": 2, ""cas_rn"": ""867-13-0"", ""smiles"": ""CCOC(=O)CP(=O)(OCC)OCC""}]","[{""index"": 1, ""cas_rn"": ""2230608-52-1"", ""yield_pct"": ""54"", ""smiles"": ""CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=O)C(C)(C)CC=C1""}]","[{""index"": 1, ""cas_rn"": ""7646-69-7""}, {""index"": 2, ""cas_rn"": ""1191-15-7""}, {""index"": 3, ""cas_rn"": ""1313-13-9""}]",[],"[{""index"": 1, ""cas_rn"": ""109-99-9""}, {""index"": 2, ""cas_rn"": ""60-29-7""}]","stereoselective, overall yield 9% from safranal, Wittig-Horner reaction (stage 1)",
31-491-CAS-10868480,31-491-CAS-10868480,Reaction_20251106_1710.rdf,DIBAL‑H Partial reductions,45,,,O=C1CCCCCO1,CC(O)CCCC=O,O=C1CCCCCO1>>CC(O)CCCC=O,Ate complex from diisobutylaluminum hydride and n-butyllithium as a powerful and selective reducing agent for the reduction of selected organic compounds containing various functional groups,"Kim, Sunggak; Ahn, Kyo Han","Journal of Organic Chemistry (1984), 49(10), 1717-24","Ate complex from diisobutylaluminum hydride and n-butyllithium as a powerful and selective reducing agent for the reduction of selected organic compounds containing various functional groups | Kim, Sunggak; Ahn, Kyo Han | Journal of Organic Chemistry (1984), 49(10), 1717-24",502-44-3,143956-84-7,,,,,,,,,,1,1,45,,,,,,,"{""1"": 45}","[{""index"": 1, ""cas_rn"": ""502-44-3"", ""smiles"": ""O=C1CCCCCO1""}]","[{""index"": 1, ""cas_rn"": ""143956-84-7"", ""yield_pct"": ""45"", ""smiles"": ""CC(O)CCCC=O""}]",[],[],[],,
31-513-CAS-11480402,31-513-CAS-11480402,Reaction_20251106_1710.rdf,DIBAL‑H Partial reductions,43,,,CC(C)[C@@H]1CC[C@@H](C)CC(=O)O1,CC(C)[C@@H]1CC[C@@H](C)C[C@@H](O)O1.CC(C)[C@@H](O)CC[C@@H](C)CC=O,CC(C)[C@@H]1CC[C@@H](C)CC(=O)O1>>CC(C)[C@@H]1CC[C@@H](C)C[C@@H](O)O1.CC(C)[C@@H](O)CC[C@@H](C)CC=O,Investigation of low temperature reduction of the (-)-mentholactone in determined synthesis of insect pheromones,"Ishmuratov, G. Yu.; Yakovleva, M. P.; Vydrina, V. A.; Khasanova, E. F.; Muslukhov, R. R.; Ishmuratova, N. M.; Tolstikov, G. A.","Khimiya Rastitel'nogo Syr'ya (2007), (3), 23-32","Investigation of low temperature reduction of the (-)-mentholactone in determined synthesis of insect pheromones | Ishmuratov, G. Yu.; Yakovleva, M. P.; Vydrina, V. A.; Khasanova, E. F.; Muslukhov, R. R.; Ishmuratova, N. M.; Tolstikov, G. A. | Khimiya Rastitel'nogo Syr'ya (2007), (3), 23-32",68330-67-6,"1111101-42-8, 1111101-49-5",1191-15-7,,"75-09-2, 108-88-3, 109-99-9, 7732-18-5",,,,,,,3,1,43,43,,,,,,"{""1"": 43, ""2"": 43}","[{""index"": 1, ""cas_rn"": ""68330-67-6"", ""smiles"": ""CC(C)[C@@H]1CC[C@@H](C)CC(=O)O1""}]","[{""index"": 1, ""cas_rn"": ""1111101-42-8"", ""yield_pct"": ""43"", ""smiles"": ""CC(C)[C@@H]1CC[C@@H](C)C[C@@H](O)O1""}, {""index"": 2, ""cas_rn"": ""1111101-49-5"", ""yield_pct"": ""43"", ""smiles"": ""CC(C)[C@@H](O)CC[C@@H](C)CC=O""}]","[{""index"": 1, ""cas_rn"": ""1191-15-7""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}, {""index"": 2, ""cas_rn"": ""108-88-3""}, {""index"": 3, ""cas_rn"": ""109-99-9""}, {""index"": 4, ""cas_rn"": ""7732-18-5""}]",1 equiv. Dibal-H; reaction followed by TLC; third stage 3ml:10mL THF:water,
31-513-CAS-11888126,31-513-CAS-11888126,Reaction_20251106_1710.rdf,DIBAL‑H Partial reductions,,,,C=C1C(=O)O[C@H](c2ccc3c(c2)OCO3)[C@@H]1C,C=C1C(O)O[C@H](c2ccc3c(c2)OCO3)[C@@H]1C.C=C(C=O)[C@@H](C)[C@H](O)c1ccc2c(c1)OCO2,C=C1C(=O)O[C@H](c2ccc3c(c2)OCO3)[C@@H]1C>>C=C1C(O)O[C@H](c2ccc3c(c2)OCO3)[C@@H]1C.C=C(C=O)[C@@H](C)[C@H](O)c1ccc2c(c1)OCO2,Manipulating JNK signaling with (-)-zuonin A,"Kaoud, Tamer S.; Park, Heekwang; Mitra, Shreya; Yan, Chunli; Tseng, Chun-Chia; Shi, Yue; Jose, Jiney; Taliaferro, Juliana M.; Lee, Kiyoun; Ren, Pengyu; Hong, Jiyong; Dalby, Kevin N.","ACS Chemical Biology (2012), 7(11), 1873-1883","Manipulating JNK signaling with (-)-zuonin A | Kaoud, Tamer S.; Park, Heekwang; Mitra, Shreya; Yan, Chunli; Tseng, Chun-Chia; Shi, Yue; Jose, Jiney; Taliaferro, Juliana M.; Lee, Kiyoun; Ren, Pengyu; Hong, Jiyong; Dalby, Kevin N. | ACS Chemical Biology (2012), 7(11), 1873-1883",1396247-70-3,"1396247-75-8, 1396247-80-5","1191-15-7, 67-56-1, 1310-73-2",,"75-09-2, 108-88-3, 7732-18-5",,,,,,"To a cooled (-78 °C) solution of α,β-unsaturated lactone 8 (15 mg, 0.064 mmol) in CH2Cl2 (2 mL) was added DIBALH (65 μL, 1.0 M in toluene, 0.064 mmol). After stirring for 10 min at -78 °C, the reaction mixture was quenched by addition of MeOH. 1N-NaOH and H2O were added and the resulting mixture was stirred for 1 h at 25 °C. The layers were separated, and the aqueous layer was extracted with CH2Cl2. The combined organic layers were dried over anhydrous Na2SO4 and concentrated in vacuo. The residue was purified by column chromatography (silica gel, EtOAc/hexanes, 1/4) to afford a mixture of lactol 9 and aldehyde. Yield 13 mg, 87%.",3,1,,,,,,,,{},"[{""index"": 1, ""cas_rn"": ""1396247-70-3"", ""smiles"": ""C=C1C(=O)O[C@H](c2ccc3c(c2)OCO3)[C@@H]1C""}]","[{""index"": 1, ""cas_rn"": ""1396247-75-8"", ""smiles"": ""C=C1C(O)O[C@H](c2ccc3c(c2)OCO3)[C@@H]1C""}, {""index"": 2, ""cas_rn"": ""1396247-80-5"", ""smiles"": ""C=C(C=O)[C@@H](C)[C@H](O)c1ccc2c(c1)OCO2""}]","[{""index"": 1, ""cas_rn"": ""1191-15-7""}, {""index"": 2, ""cas_rn"": ""67-56-1""}, {""index"": 3, ""cas_rn"": ""1310-73-2""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}, {""index"": 2, ""cas_rn"": ""108-88-3""}, {""index"": 3, ""cas_rn"": ""7732-18-5""}]",87% combined yield,
31-513-CAS-12117307,31-513-CAS-12117307,Reaction_20251106_1710.rdf,DIBAL‑H Partial reductions,,,,O=C1OCc2ccccc21,O=Cc1ccccc1CO.OC1OCc2ccccc21,O=C1OCc2ccccc21>>O=Cc1ccccc1CO.OC1OCc2ccccc21,Aluminum-Catalyzed Hydroalkoxylation at Elevated Temperatures: Fast and Simple Access to Coumarans and Other Oxygen Heterocycles,"Schlueter, Johannes; Blazejak, Max; Hintermann, Lukas","ChemCatChem (2013), 5(11), 3309-3315","Aluminum-Catalyzed Hydroalkoxylation at Elevated Temperatures: Fast and Simple Access to Coumarans and Other Oxygen Heterocycles | Schlueter, Johannes; Blazejak, Max; Hintermann, Lukas | ChemCatChem (2013), 5(11), 3309-3315",87-41-2,"55479-94-2, 59868-79-0","1191-15-7, 7757-82-6",,"75-09-2, 7732-18-5",,,,,,,2,1,,,,,,,,{},"[{""index"": 1, ""cas_rn"": ""87-41-2"", ""smiles"": ""O=C1OCc2ccccc21""}]","[{""index"": 1, ""cas_rn"": ""55479-94-2"", ""smiles"": ""O=Cc1ccccc1CO""}, {""index"": 2, ""cas_rn"": ""59868-79-0"", ""smiles"": ""OC1OCc2ccccc21""}]","[{""index"": 1, ""cas_rn"": ""1191-15-7""}, {""index"": 2, ""cas_rn"": ""7757-82-6""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]","incremental addition of Na2SO4 in stage 2, 78% overall yield",
31-513-CAS-18912208,31-513-CAS-18912208,Reaction_20251106_1710.rdf,DIBAL‑H Partial reductions,99,,,CC(=O)c1ccccc1.CCOC(=O)c1cccc(C)c1,CC(O)c1ccccc1.Cc1cccc(C=O)c1,CC(=O)c1ccccc1.CCOC(=O)c1cccc(C)c1>>CC(O)c1ccccc1.Cc1cccc(C=O)c1,Chemoselective reduction of aldehydes and ketones by potassium diisobutyl-t-butoxy aluminum hydride (PDBBA),"Kim, Joo Yeon; Shin, Won Kyu; Jaladi, Ashok Kumar; An, Duk Keun","Tetrahedron (2018), 74(31), 4236-4241","Chemoselective reduction of aldehydes and ketones by potassium diisobutyl-t-butoxy aluminum hydride (PDBBA) | Kim, Joo Yeon; Shin, Won Kyu; Jaladi, Ashok Kumar; An, Duk Keun | Tetrahedron (2018), 74(31), 4236-4241","98-86-2, 120-33-2","98-85-1, 620-23-5","1191-15-7, 7647-01-0",,"109-99-9, 7732-18-5",,,,,,,2,1,99,2,,,,,,"{""1"": 99, ""2"": 2}","[{""index"": 1, ""cas_rn"": ""98-86-2"", ""smiles"": ""CC(=O)c1ccccc1""}, {""index"": 2, ""cas_rn"": ""120-33-2"", ""smiles"": ""CCOC(=O)c1cccc(C)c1""}]","[{""index"": 1, ""cas_rn"": ""98-85-1"", ""yield_pct"": ""99"", ""smiles"": ""CC(O)c1ccccc1""}, {""index"": 2, ""cas_rn"": ""620-23-5"", ""yield_pct"": ""2"", ""smiles"": ""Cc1cccc(C=O)c1""}]","[{""index"": 1, ""cas_rn"": ""1191-15-7""}, {""index"": 2, ""cas_rn"": ""7647-01-0""}]",[],"[{""index"": 1, ""cas_rn"": ""109-99-9""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]","chemoselective, reactant also recovered in 92% yield",
31-513-CAS-22769968,31-513-CAS-22769968,Reaction_20251106_1710.rdf,DIBAL‑H Partial reductions,65,,,O=C1CCCCO1,OC1CCCCO1.O=CCCCCO,O=C1CCCCO1>>OC1CCCCO1.O=CCCCCO,Influence of Some Factors on the Progress of a New Reaction in the Chemistry of Organoaluminum Compounds,"Yakovleva, M. P.; Vydrina, V. A.; Ishmuratov, G. Yu.","Russian Journal of Organic Chemistry (2020), 56(8), 1353-1358","Influence of Some Factors on the Progress of a New Reaction in the Chemistry of Organoaluminum Compounds | Yakovleva, M. P.; Vydrina, V. A.; Ishmuratov, G. Yu. | Russian Journal of Organic Chemistry (2020), 56(8), 1353-1358",542-28-9,"694-54-2, 4221-03-8",1191-15-7,,"75-09-2, 108-88-3, 109-99-9, 7732-18-5",,,,,,,1,1,65,25,,,,,,"{""1"": 65, ""2"": 25}","[{""index"": 1, ""cas_rn"": ""542-28-9"", ""smiles"": ""O=C1CCCCO1""}]","[{""index"": 1, ""cas_rn"": ""694-54-2"", ""yield_pct"": ""65"", ""smiles"": ""OC1CCCCO1""}, {""index"": 2, ""cas_rn"": ""4221-03-8"", ""yield_pct"": ""25"", ""smiles"": ""O=CCCCCO""}]","[{""index"": 1, ""cas_rn"": ""1191-15-7""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}, {""index"": 2, ""cas_rn"": ""108-88-3""}, {""index"": 3, ""cas_rn"": ""109-99-9""}, {""index"": 4, ""cas_rn"": ""7732-18-5""}]",,
31-513-CAS-22769969,31-513-CAS-22769969,Reaction_20251106_1710.rdf,DIBAL‑H Partial reductions,15,,,O=C1CCCCCCO1,O=CCCCCCCO.OC1CCCCCCO1,O=C1CCCCCCO1>>O=CCCCCCCO.OC1CCCCCCO1,Influence of Some Factors on the Progress of a New Reaction in the Chemistry of Organoaluminum Compounds,"Yakovleva, M. P.; Vydrina, V. A.; Ishmuratov, G. Yu.","Russian Journal of Organic Chemistry (2020), 56(8), 1353-1358","Influence of Some Factors on the Progress of a New Reaction in the Chemistry of Organoaluminum Compounds | Yakovleva, M. P.; Vydrina, V. A.; Ishmuratov, G. Yu. | Russian Journal of Organic Chemistry (2020), 56(8), 1353-1358",539-87-7,"22054-13-3, 72488-05-2",1191-15-7,,"75-09-2, 108-88-3, 109-99-9, 7732-18-5",,,,,,,1,1,15,37,,,,,,"{""1"": 15, ""2"": 37}","[{""index"": 1, ""cas_rn"": ""539-87-7"", ""smiles"": ""O=C1CCCCCCO1""}]","[{""index"": 1, ""cas_rn"": ""22054-13-3"", ""yield_pct"": ""15"", ""smiles"": ""O=CCCCCCCO""}, {""index"": 2, ""cas_rn"": ""72488-05-2"", ""yield_pct"": ""37"", ""smiles"": ""OC1CCCCCCO1""}]","[{""index"": 1, ""cas_rn"": ""1191-15-7""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}, {""index"": 2, ""cas_rn"": ""108-88-3""}, {""index"": 3, ""cas_rn"": ""109-99-9""}, {""index"": 4, ""cas_rn"": ""7732-18-5""}]",,
31-513-CAS-4521643,31-513-CAS-4521643,Reaction_20251106_1710.rdf,DIBAL‑H Partial reductions,49,,,CC(C)[C@@H]1CC[C@@H](C)CC(=O)O1,CC(C)[C@@H]1CC[C@@H](C)C[C@@H](O)O1.CC(C)[C@@H](O)CC[C@@H](C)CC=O,CC(C)[C@@H]1CC[C@@H](C)CC(=O)O1>>CC(C)[C@@H]1CC[C@@H](C)C[C@@H](O)O1.CC(C)[C@@H](O)CC[C@@H](C)CC=O,Wittig Olefination of Menthone Lactol and Its Aluminate,"Ishmuratov, G. Yu.; Vydrina, V. A.; Nazarov, I. S.; Galkina, Yu. A.; Yakovleva, M. P.; Lobko, I. F.; Muslukhov, R. R.; Tolstikov, A. G.","Chemistry of Natural Compounds (2013), 48(6), 981-984","Wittig Olefination of Menthone Lactol and Its Aluminate | Ishmuratov, G. Yu.; Vydrina, V. A.; Nazarov, I. S.; Galkina, Yu. A.; Yakovleva, M. P.; Lobko, I. F.; Muslukhov, R. R.; Tolstikov, A. G. | Chemistry of Natural Compounds (2013), 48(6), 981-984",68330-67-6,"1111101-42-8, 1111101-49-5","1191-15-7, 7732-18-5",,"108-88-3, 109-99-9, 7732-18-5",,,,,,"7S-Isopropyl-4R-methyloxepan-2S-ol (5a) and 6S-Hydroxy-3R,7-dimethyloctanal (5b). A solution of (-)-menthone lactone (1, 2.00 g, 11.8 mmol) that was prepared from l-menthol according to the literature [2] in anhydrous THF (40 mL) at 70°C was treated dropwise with a solution (73%) of DIBAH (3.0 mL, 12.0 mmol) in toluene. After the lactone was fully converted (15 min, TLC), the mixture was poured onto ice (10 mL), diluted with t-BuOMe (50 mL), filtered through a layer of Al2O3 (5 cm), dried over MgSO4, and evaporated to afford a 1:1 mixture of lactol (5a) and hydroxyaldehyde (5b). The PMR and 13C NMR parameters of 5a and 5b were identical to those reported previously [4]. Yield 1.93 g, 98%",2,1,49,49,,,,,,"{""1"": 49, ""2"": 49}","[{""index"": 1, ""cas_rn"": ""68330-67-6"", ""smiles"": ""CC(C)[C@@H]1CC[C@@H](C)CC(=O)O1""}]","[{""index"": 1, ""cas_rn"": ""1111101-42-8"", ""yield_pct"": ""49"", ""smiles"": ""CC(C)[C@@H]1CC[C@@H](C)C[C@@H](O)O1""}, {""index"": 2, ""cas_rn"": ""1111101-49-5"", ""yield_pct"": ""49"", ""smiles"": ""CC(C)[C@@H](O)CC[C@@H](C)CC=O""}]","[{""index"": 1, ""cas_rn"": ""1191-15-7""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]",[],"[{""index"": 1, ""cas_rn"": ""108-88-3""}, {""index"": 2, ""cas_rn"": ""109-99-9""}, {""index"": 3, ""cas_rn"": ""7732-18-5""}]",,
