reaction_id,duplicate_reaction_ids,source_files,reaction_type,yield_pct,temperature_c,time_h,reactant_smiles,product_smiles,reaction_smiles,title,authors,citation,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,product_yields_json,reactants_json,products_json,reagents_json,catalysts_json,solvents_json,notes,structure_warnings
31-001-CAS-14203887,31-001-CAS-14203887,Reaction_20251106_1107.rdf,Anhydride coupling,70,,,CCCCN.O=C1CC(CC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)O1,CCCCN1C(=O)CC(CC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C1=O,CCCCN.O=C1CC(CC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)O1>>CCCCN1C(=O)CC(CC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C1=O,"New succinamic acids, -γ-lactones, and -succinimides from (3-perfluoroalkyl-2-iodoalkyl)succinic acid anhydrides and amines","Brace, Neal O.; Mull, Steven G.","Journal of Fluorine Chemistry (2006), 127(1), 108-125","New succinamic acids, -γ-lactones, and -succinimides from (3-perfluoroalkyl-2-iodoalkyl)succinic acid anhydrides and amines | Brace, Neal O.; Mull, Steven G. | Journal of Fluorine Chemistry (2006), 127(1), 108-125","109-73-9, 674786-55-1",915798-04-8,,,"67-66-3, 108-88-3",,,,,,,2,1,70,,,,,,,"{""1"": 70}","[{""index"": 1, ""cas_rn"": ""109-73-9"", ""smiles"": ""CCCCN""}, {""index"": 2, ""cas_rn"": ""674786-55-1"", ""smiles"": ""O=C1CC(CC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)O1""}]","[{""index"": 1, ""cas_rn"": ""915798-04-8"", ""yield_pct"": ""70"", ""smiles"": ""CCCCN1C(=O)CC(CC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C1=O""}]",[],[],"[{""index"": 1, ""cas_rn"": ""67-66-3""}, {""index"": 2, ""cas_rn"": ""108-88-3""}]","Dean-Stark trap used in stage 2, other product also detected",
31-012-CAS-16839167,31-012-CAS-16839167,Reaction_20251106_1106 (2).rdf,Anhydride coupling,78,,,Nc1ccc(Br)cc1.C=CCO.CC(=O)OC(C)=O.OC1CCCCC1,CC(=O)N1c2ccc(Br)cc2CCC1OC1CCCCC1,Nc1ccc(Br)cc1.C=CCO.CC(=O)OC(C)=O.OC1CCCCC1>>CC(=O)N1c2ccc(Br)cc2CCC1OC1CCCCC1,A Four-Component Cascade C-H Functionalization/Cyclization/Nucleophilic Substitution Reaction To Construct α-Functionalized Tetrahydroquinolines by the Strategy of in Situ Directing Group Formation,"Bai, Peng; Li, Ya-Qiong; Huang, Zhi-Zhen","Organic Letters (2017), 19(6), 1374-1377","A Four-Component Cascade C-H Functionalization/Cyclization/Nucleophilic Substitution Reaction To Construct α-Functionalized Tetrahydroquinolines by the Strategy of in Situ Directing Group Formation | Bai, Peng; Li, Ya-Qiong; Huang, Zhi-Zhen | Organic Letters (2017), 19(6), 1374-1377","106-40-1, 107-18-6, 108-24-7, 108-93-0",2085263-24-5,"75-98-9, 142-71-2","12354-85-7, 14104-20-2",108-93-0,,,,,,,1,1,78,,,,,,,"{""1"": 78}","[{""index"": 1, ""cas_rn"": ""106-40-1"", ""smiles"": ""Nc1ccc(Br)cc1""}, {""index"": 2, ""cas_rn"": ""107-18-6"", ""smiles"": ""C=CCO""}, {""index"": 3, ""cas_rn"": ""108-24-7"", ""smiles"": ""CC(=O)OC(C)=O""}, {""index"": 4, ""cas_rn"": ""108-93-0"", ""smiles"": ""OC1CCCCC1""}]","[{""index"": 1, ""cas_rn"": ""2085263-24-5"", ""yield_pct"": ""78"", ""smiles"": ""CC(=O)N1c2ccc(Br)cc2CCC1OC1CCCCC1""}]","[{""index"": 1, ""cas_rn"": ""75-98-9""}, {""index"": 2, ""cas_rn"": ""142-71-2""}]","[{""index"": 1, ""cas_rn"": ""12354-85-7""}, {""index"": 2, ""cas_rn"": ""14104-20-2""}]","[{""index"": 1, ""cas_rn"": ""108-93-0""}]",,
31-012-CAS-16976580,31-012-CAS-16976580,Reaction_20251106_1106 (1).rdf,Anhydride coupling,86,,,CC(C)CO.Cc1ccc(N)cc1.C=CCO.CC(=O)OC(C)=O,CC(=O)N1c2ccc(C)cc2CCC1OCC(C)C,CC(C)CO.Cc1ccc(N)cc1.C=CCO.CC(=O)OC(C)=O>>CC(=O)N1c2ccc(C)cc2CCC1OCC(C)C,A Four-Component Cascade C-H Functionalization/Cyclization/Nucleophilic Substitution Reaction To Construct α-Functionalized Tetrahydroquinolines by the Strategy of in Situ Directing Group Formation,"Bai, Peng; Li, Ya-Qiong; Huang, Zhi-Zhen","Organic Letters (2017), 19(6), 1374-1377","A Four-Component Cascade C-H Functionalization/Cyclization/Nucleophilic Substitution Reaction To Construct α-Functionalized Tetrahydroquinolines by the Strategy of in Situ Directing Group Formation | Bai, Peng; Li, Ya-Qiong; Huang, Zhi-Zhen | Organic Letters (2017), 19(6), 1374-1377","78-83-1, 106-49-0, 107-18-6, 108-24-7",2085263-16-5,"75-98-9, 142-71-2","12354-85-7, 14104-20-2",78-83-1,,,,,,,1,1,86,,,,,,,"{""1"": 86}","[{""index"": 1, ""cas_rn"": ""78-83-1"", ""smiles"": ""CC(C)CO""}, {""index"": 2, ""cas_rn"": ""106-49-0"", ""smiles"": ""Cc1ccc(N)cc1""}, {""index"": 3, ""cas_rn"": ""107-18-6"", ""smiles"": ""C=CCO""}, {""index"": 4, ""cas_rn"": ""108-24-7"", ""smiles"": ""CC(=O)OC(C)=O""}]","[{""index"": 1, ""cas_rn"": ""2085263-16-5"", ""yield_pct"": ""86"", ""smiles"": ""CC(=O)N1c2ccc(C)cc2CCC1OCC(C)C""}]","[{""index"": 1, ""cas_rn"": ""75-98-9""}, {""index"": 2, ""cas_rn"": ""142-71-2""}]","[{""index"": 1, ""cas_rn"": ""12354-85-7""}, {""index"": 2, ""cas_rn"": ""14104-20-2""}]","[{""index"": 1, ""cas_rn"": ""78-83-1""}]",,
31-046-CAS-4927027,31-046-CAS-4927027,Reaction_20251106_1106 (2).rdf,Anhydride coupling,76,,,O=C1OC(=O)C(Br)=C1Br.c1ccc(NCc2ccco2)cc1,O=C1N(c2ccccc2)C[C@@]23C=C[C@@H](O2)[C@@](Br)(C(=O)O)[C@@]13Cl,O=C1OC(=O)C(Br)=C1Br.c1ccc(NCc2ccco2)cc1>>O=C1N(c2ccccc2)C[C@@]23C=C[C@@H](O2)[C@@](Br)(C(=O)O)[C@@]13Cl,Cycloaddition of furfurylamines to maleic anhydride and its substituted derivatives,"Zaytsev, V. P.; Mikhailova, N. M.; Airiyan, I. K.; Galkina, E. V.; Golubev, V. D.; Nikitina, E. V.; Zubkov, F. I.; Varlamov, A. V.","Chemistry of Heterocyclic Compounds (New York, NY, United States) (2012), 48(3), 505-513","Cycloaddition of furfurylamines to maleic anhydride and its substituted derivatives | Zaytsev, V. P.; Mikhailova, N. M.; Airiyan, I. K.; Galkina, E. V.; Golubev, V. D.; Nikitina, E. V.; Zubkov, F. I.; Varlamov, A. V. | Chemistry of Heterocyclic Compounds (New York, NY, United States) (2012), 48(3), 505-513","1122-12-9, 4439-56-9",1392469-91-8,,,71-43-2,,,,,,"General/Typical Procedure: (3aR*,6R*,7R*,7aS*)-7,7a-Dichloro-1-oxo-2-phenyl-1,2,3,6,7,7a-hexahydro-3a,6-epoxyisoindole-7-carboxylic Acid (6a). (General Method). A solution of amine 1e,g,h (0.011 mol) and dichloro- (1.8 g, 0.011 mol) (for 6a-c) or dibromomaleic anhydride (2.8 g, 0.011 mol) (for 6d) in benzene (20 ml) was stirred for 72 h at 20°C with monitoring by thin-layer chromatography. The crystalline precipitate was filtered off and washed with ether (2×15 ml). Recrystallization from 2-propanol-DMF gave the corresponding acids. (3aR*,6R*,7R*,7aS*)-7,7a-Dibromo-1-oxo-2-phenyl-1,2,3,6,7,7a-hexahydro-3a,6-epoxyisoindole-7-carboxylic acid (6d); Colorless crystals, yield 76%. Empirical formula: C15H11Br2NO4; Found, %: C, 42.33; H, 2.13; N, 3.48; Calculated, %: C, 41.99; H, 2.58; N, 3.26; Mp: 175-176°CС; IR spectrum, ν, cm-1: 1700 (NCO), 1739 (CO2H); 1Н NMR spectrum, δ, ppm (J, Hz): 4.22 (1Н, d, J = 12.5) and 4.58 (1Н, d, J = 12.5, 3-CН2); 5.56 (1Н, d, J = 1.9, Н; 6.73 (1Н, dd, J = 1.9, J = 5.6, Н; 6.77 (1Н, d, J = 5.6, Н; 7.21 (1Н, t, J = 7.5, Н); 7.42 (2Н, br. t, J = 7.5, Н); 7.63 (2Н, br. d, J = 7.5, Н); 13C NMR, δ, ppm: 47.8 (C-3); 65.8 (Са); 68.0 (C-7); 85.1 (C-6); 90.2 (C-3a); 120.0 (C-2',6'); 125.1 (C-4'); 128.9 (C-3',5'); 133.1 (C-5); 138.5 (C-1'); 139.7 (C-4); 165.8 (C-1); 167.5 (CO2H); MS m/z (Irel, %): 427 [М]+ (for 79Br) (2), 348 (4), 303 (7), 255 (13), 223 (24), 195 (28), 172 (34), 143 (16), 130 (81), 104 (49), 80 (100), 65 (22), 53 (74), 43 (67).",1,1,76,,,,,,,"{""1"": 76}","[{""index"": 1, ""cas_rn"": ""1122-12-9"", ""smiles"": ""O=C1OC(=O)C(Br)=C1Br""}, {""index"": 2, ""cas_rn"": ""4439-56-9"", ""smiles"": ""c1ccc(NCc2ccco2)cc1""}]","[{""index"": 1, ""cas_rn"": ""1392469-91-8"", ""yield_pct"": ""76"", ""smiles"": ""O=C1N(c2ccccc2)C[C@@]23C=C[C@@H](O2)[C@@](Br)(C(=O)O)[C@@]13Cl""}]",[],[],"[{""index"": 1, ""cas_rn"": ""71-43-2""}]","stereoselective, Diels-Alder reaction",
31-085-CAS-16839143,31-085-CAS-16839143,Reaction_20251106_1107.rdf,Anhydride coupling,70,,,OCC(F)(F)F.C=CCO.CC(=O)OC(C)=O.Nc1ccc(OC(F)(F)F)cc1,CC(=O)N1c2ccc(OC(F)(F)F)cc2CCC1OCC(F)(F)F,OCC(F)(F)F.C=CCO.CC(=O)OC(C)=O.Nc1ccc(OC(F)(F)F)cc1>>CC(=O)N1c2ccc(OC(F)(F)F)cc2CCC1OCC(F)(F)F,A Four-Component Cascade C-H Functionalization/Cyclization/Nucleophilic Substitution Reaction To Construct α-Functionalized Tetrahydroquinolines by the Strategy of in Situ Directing Group Formation,"Bai, Peng; Li, Ya-Qiong; Huang, Zhi-Zhen","Organic Letters (2017), 19(6), 1374-1377","A Four-Component Cascade C-H Functionalization/Cyclization/Nucleophilic Substitution Reaction To Construct α-Functionalized Tetrahydroquinolines by the Strategy of in Situ Directing Group Formation | Bai, Peng; Li, Ya-Qiong; Huang, Zhi-Zhen | Organic Letters (2017), 19(6), 1374-1377","75-89-8, 107-18-6, 108-24-7, 461-82-5",2085262-99-1,"75-98-9, 142-71-2","12354-85-7, 14104-20-2",75-89-8,,,,,,,1,1,70,,,,,,,"{""1"": 70}","[{""index"": 1, ""cas_rn"": ""75-89-8"", ""smiles"": ""OCC(F)(F)F""}, {""index"": 2, ""cas_rn"": ""107-18-6"", ""smiles"": ""C=CCO""}, {""index"": 3, ""cas_rn"": ""108-24-7"", ""smiles"": ""CC(=O)OC(C)=O""}, {""index"": 4, ""cas_rn"": ""461-82-5"", ""smiles"": ""Nc1ccc(OC(F)(F)F)cc1""}]","[{""index"": 1, ""cas_rn"": ""2085262-99-1"", ""yield_pct"": ""70"", ""smiles"": ""CC(=O)N1c2ccc(OC(F)(F)F)cc2CCC1OCC(F)(F)F""}]","[{""index"": 1, ""cas_rn"": ""75-98-9""}, {""index"": 2, ""cas_rn"": ""142-71-2""}]","[{""index"": 1, ""cas_rn"": ""12354-85-7""}, {""index"": 2, ""cas_rn"": ""14104-20-2""}]","[{""index"": 1, ""cas_rn"": ""75-89-8""}]",,
31-091-CAS-10653704,31-091-CAS-10653704,Reaction_20251106_1107.rdf,Anhydride coupling,89,,3.0,c1ccc2[nH]ccc2c1.CC(C)(C)C(=O)OC(=O)C(C)(C)C,CC(C)(C)C(=O)c1c[nH]c2ccccc12.CC(C)(C)C(=O)n1ccc2ccccc21.CC(C)(C)C(=O)c1cc2ccccc2[nH]1,c1ccc2[nH]ccc2c1.CC(C)(C)C(=O)OC(=O)C(C)(C)C>>CC(C)(C)C(=O)c1c[nH]c2ccccc12.CC(C)(C)C(=O)n1ccc2ccccc21.CC(C)(C)C(=O)c1cc2ccccc2[nH]1,"A simple, effective, green method for the regioselective 3-acylation of unprotected indoles","Tran, Phuong Hoang; Tran, Hai Ngoc; Hansen, Poul Erik; Do, Mai Hoang Ngoc; Le, Thach Ngoc","Molecules (2015), 20(10), 19605-19619","A simple, effective, green method for the regioselective 3-acylation of unprotected indoles | Tran, Phuong Hoang; Tran, Hai Ngoc; Hansen, Poul Erik; Do, Mai Hoang Ngoc; Le, Thach Ngoc | Molecules (2015), 20(10), 19605-19619","120-72-9, 1538-75-6","69622-35-1, 70957-04-9, 154379-80-3",,54761-04-5,174501-65-6,,,,,,,1,1,89,,,,,,,"{""1"": 89}","[{""index"": 1, ""cas_rn"": ""120-72-9"", ""smiles"": ""c1ccc2[nH]ccc2c1""}, {""index"": 2, ""cas_rn"": ""1538-75-6"", ""smiles"": ""CC(C)(C)C(=O)OC(=O)C(C)(C)C""}]","[{""index"": 1, ""cas_rn"": ""69622-35-1"", ""yield_pct"": ""89"", ""smiles"": ""CC(C)(C)C(=O)c1c[nH]c2ccccc12""}, {""index"": 2, ""cas_rn"": ""70957-04-9"", ""smiles"": ""CC(C)(C)C(=O)n1ccc2ccccc21""}, {""index"": 3, ""cas_rn"": ""154379-80-3"", ""smiles"": ""CC(C)(C)C(=O)c1cc2ccccc2[nH]1""}]",[],"[{""index"": 1, ""cas_rn"": ""54761-04-5""}]","[{""index"": 1, ""cas_rn"": ""174501-65-6""}]","green chemistry, microwave irradiation, regioselective, sealed vessel used, Friedel-Crafts acylation, ionic liquid used as solvent, selectivity of 1- (1H-indol-3-yl) -2,2-dimethylpropan-1-one (89%), 1- (1H-indol-2-yl) -2,2-dimethylpropan-1-one (4%) and 1- (1H-indol-1-yl) -2,2-dimethylpropan-1-one (1%)",
31-091-CAS-10772981,31-091-CAS-10772981,Reaction_20251106_1106 (2).rdf,Anhydride coupling,79,,,CCC(=O)OC(=O)CC.O=c1[nH]c2cc(F)ccc2o1,CCC(=O)n1c(=O)oc2ccc(F)cc21,CCC(=O)OC(=O)CC.O=c1[nH]c2cc(F)ccc2o1>>CCC(=O)n1c(=O)oc2ccc(F)cc21,Electrogenerated N-heterocyclic carbenes: N-functionalization of benzoxazolones,"Chiarotto, I.; Feroci, M.; Orsini, M.; Sotgiu, G.; Inesi, A.","Tetrahedron (2009), 65(18), 3704-3710","Electrogenerated N-heterocyclic carbenes: N-functionalization of benzoxazolones | Chiarotto, I.; Feroci, M.; Orsini, M.; Sotgiu, G.; Inesi, A. | Tetrahedron (2009), 65(18), 3704-3710","123-62-6, 13451-79-1",1158182-73-0,174501-65-6,,,,,,,,,1,1,79,,,,,,,"{""1"": 79}","[{""index"": 1, ""cas_rn"": ""123-62-6"", ""smiles"": ""CCC(=O)OC(=O)CC""}, {""index"": 2, ""cas_rn"": ""13451-79-1"", ""smiles"": ""O=c1[nH]c2cc(F)ccc2o1""}]","[{""index"": 1, ""cas_rn"": ""1158182-73-0"", ""yield_pct"": ""79"", ""smiles"": ""CCC(=O)n1c(=O)oc2ccc(F)cc21""}]","[{""index"": 1, ""cas_rn"": ""174501-65-6""}]",[],[],"electrochemical, ionic liquid used",
31-091-CAS-11057653,31-091-CAS-11057653,Reaction_20251106_1107.rdf,Anhydride coupling,70,,,CCC(=O)OC(=O)CC.O=c1[nH]c2ccccc2[nH]1,CCC(=O)n1c(=O)[nH]c2ccccc21,CCC(=O)OC(=O)CC.O=c1[nH]c2ccccc2[nH]1>>CCC(=O)n1c(=O)[nH]c2ccccc21,Electrogenerated N-heterocyclic carbenes: N-functionalization of benzoxazolones,"Chiarotto, I.; Feroci, M.; Orsini, M.; Sotgiu, G.; Inesi, A.","Tetrahedron (2009), 65(18), 3704-3710","Electrogenerated N-heterocyclic carbenes: N-functionalization of benzoxazolones | Chiarotto, I.; Feroci, M.; Orsini, M.; Sotgiu, G.; Inesi, A. | Tetrahedron (2009), 65(18), 3704-3710","123-62-6, 615-16-7",14394-93-5,174501-65-6,,,,,,,,,1,1,70,,,,,,,"{""1"": 70}","[{""index"": 1, ""cas_rn"": ""123-62-6"", ""smiles"": ""CCC(=O)OC(=O)CC""}, {""index"": 2, ""cas_rn"": ""615-16-7"", ""smiles"": ""O=c1[nH]c2ccccc2[nH]1""}]","[{""index"": 1, ""cas_rn"": ""14394-93-5"", ""yield_pct"": ""70"", ""smiles"": ""CCC(=O)n1c(=O)[nH]c2ccccc21""}]","[{""index"": 1, ""cas_rn"": ""174501-65-6""}]",[],[],"electrochemical, ionic liquid used",
31-091-CAS-11106738,31-091-CAS-11106738,Reaction_20251106_1106.rdf,Anhydride coupling,97,,,O=c1[nH]c2ccccc2o1.CC(=O)OC(C)=O,CC(=O)n1c(=O)oc2ccccc21,O=c1[nH]c2ccccc2o1.CC(=O)OC(C)=O>>CC(=O)n1c(=O)oc2ccccc21,Electrogenerated N-heterocyclic carbenes: N-functionalization of benzoxazolones,"Chiarotto, I.; Feroci, M.; Orsini, M.; Sotgiu, G.; Inesi, A.","Tetrahedron (2009), 65(18), 3704-3710","Electrogenerated N-heterocyclic carbenes: N-functionalization of benzoxazolones | Chiarotto, I.; Feroci, M.; Orsini, M.; Sotgiu, G.; Inesi, A. | Tetrahedron (2009), 65(18), 3704-3710","59-49-4, 108-24-7",24963-28-8,174501-65-6,,,,,,,,,1,1,97,,,,,,,"{""1"": 97}","[{""index"": 1, ""cas_rn"": ""59-49-4"", ""smiles"": ""O=c1[nH]c2ccccc2o1""}, {""index"": 2, ""cas_rn"": ""108-24-7"", ""smiles"": ""CC(=O)OC(C)=O""}]","[{""index"": 1, ""cas_rn"": ""24963-28-8"", ""yield_pct"": ""97"", ""smiles"": ""CC(=O)n1c(=O)oc2ccccc21""}]","[{""index"": 1, ""cas_rn"": ""174501-65-6""}]",[],[],"electrochemical, ionic liquid used",
31-091-CAS-11140805,31-091-CAS-11140805,Reaction_20251106_1106.rdf,Anhydride coupling,94,,,CC(=O)OC(C)=O.c1c[nH]cn1,CC(=O)n1ccnc1,CC(=O)OC(C)=O.c1c[nH]cn1>>CC(=O)n1ccnc1,Additive-free chemoselective acylation of amines,"Temperini, Andrea; Terlizzi, Raffaella; Testaferri, Lorenzo; Tiecco, Marcello","Synthetic Communications (2010), 40(2), 295-302","Additive-free chemoselective acylation of amines | Temperini, Andrea; Terlizzi, Raffaella; Testaferri, Lorenzo; Tiecco, Marcello | Synthetic Communications (2010), 40(2), 295-302","108-24-7, 288-32-4",2466-76-4,,,141-78-6,,,,,,"General/Typical Procedure: Acetylation Acetic anhydride (0.20 mL, 2.2 mmol) was added to a solution of 2-amino-2-methylpropan-1-ol (0.18 g, 2.0 mmol) in 4 mL of EtOAc. The resulting mixture was stirred, under nitrogen, for 18 h. Anhydrous potassium carbonate (0.55 g, 4.0 mmol) was added, and stirring was continued for few minutes (method B). The reaction mixture was then filtered through a celite path and the filtrate was concentrated. N-(2-Hydroxy-1,1-dimethyl)acetamide[3b] was obtained in 98% isolated yield (Table 1, entry 14). Table 1. Entry 15, yield 94%.",1,1,94,,,,,,,"{""1"": 94}","[{""index"": 1, ""cas_rn"": ""108-24-7"", ""smiles"": ""CC(=O)OC(C)=O""}, {""index"": 2, ""cas_rn"": ""288-32-4"", ""smiles"": ""c1c[nH]cn1""}]","[{""index"": 1, ""cas_rn"": ""2466-76-4"", ""yield_pct"": ""94"", ""smiles"": ""CC(=O)n1ccnc1""}]",[],[],"[{""index"": 1, ""cas_rn"": ""141-78-6""}]",chemoselective,
31-091-CAS-12721855,31-091-CAS-12721855,Reaction_20251106_1107.rdf,Anhydride coupling,80,,3.0,CC(C)C(=O)OC(=O)C(C)C.Cc1ccc2[nH]ccc2c1,Cc1ccc2[nH]cc(C(=O)C(C)C)c2c1.Cc1ccc2[nH]c(C(=O)C(C)C)cc2c1.Cc1ccc2c(ccn2C(=O)C(C)C)c1,CC(C)C(=O)OC(=O)C(C)C.Cc1ccc2[nH]ccc2c1>>Cc1ccc2[nH]cc(C(=O)C(C)C)c2c1.Cc1ccc2[nH]c(C(=O)C(C)C)cc2c1.Cc1ccc2c(ccn2C(=O)C(C)C)c1,"A simple, effective, green method for the regioselective 3-acylation of unprotected indoles","Tran, Phuong Hoang; Tran, Hai Ngoc; Hansen, Poul Erik; Do, Mai Hoang Ngoc; Le, Thach Ngoc","Molecules (2015), 20(10), 19605-19619","A simple, effective, green method for the regioselective 3-acylation of unprotected indoles | Tran, Phuong Hoang; Tran, Hai Ngoc; Hansen, Poul Erik; Do, Mai Hoang Ngoc; Le, Thach Ngoc | Molecules (2015), 20(10), 19605-19619","97-72-3, 614-96-0","1275351-50-2, 1499361-36-2, 1855896-67-1",,54761-04-5,174501-65-6,,,,,,,1,1,80,,,,,,,"{""1"": 80}","[{""index"": 1, ""cas_rn"": ""97-72-3"", ""smiles"": ""CC(C)C(=O)OC(=O)C(C)C""}, {""index"": 2, ""cas_rn"": ""614-96-0"", ""smiles"": ""Cc1ccc2[nH]ccc2c1""}]","[{""index"": 1, ""cas_rn"": ""1275351-50-2"", ""yield_pct"": ""80"", ""smiles"": ""Cc1ccc2[nH]cc(C(=O)C(C)C)c2c1""}, {""index"": 2, ""cas_rn"": ""1499361-36-2"", ""smiles"": ""Cc1ccc2[nH]c(C(=O)C(C)C)cc2c1""}, {""index"": 3, ""cas_rn"": ""1855896-67-1"", ""smiles"": ""Cc1ccc2c(ccn2C(=O)C(C)C)c1""}]",[],"[{""index"": 1, ""cas_rn"": ""54761-04-5""}]","[{""index"": 1, ""cas_rn"": ""174501-65-6""}]","green chemistry, microwave irradiation, regioselective, sealed vessel used, Friedel-Crafts acylation, ionic liquid used as solvent, selectivity of 2-methyl-1- (5-methyl-1H-indol-3-yl) propan-1-one (91%), 2-methyl-1- (5-methyl-1H-indol-2-yl) propan-1-one (8%) and 2-methyl-1- (5-methyl-1H-indol-1-yl) propan-1-one (1%)",
31-091-CAS-12897052,31-091-CAS-12897052,Reaction_20251106_1106 (2).rdf,Anhydride coupling,81,,,O=c1[nH]c2cc(Cl)ccc2o1.CCC(=O)OC(=O)CC,CCC(=O)n1c(=O)oc2ccc(Cl)cc21,O=c1[nH]c2cc(Cl)ccc2o1.CCC(=O)OC(=O)CC>>CCC(=O)n1c(=O)oc2ccc(Cl)cc21,Electrogenerated N-heterocyclic carbenes: N-functionalization of benzoxazolones,"Chiarotto, I.; Feroci, M.; Orsini, M.; Sotgiu, G.; Inesi, A.","Tetrahedron (2009), 65(18), 3704-3710","Electrogenerated N-heterocyclic carbenes: N-functionalization of benzoxazolones | Chiarotto, I.; Feroci, M.; Orsini, M.; Sotgiu, G.; Inesi, A. | Tetrahedron (2009), 65(18), 3704-3710","95-25-0, 123-62-6",115444-28-5,174501-65-6,,,,,,,,,1,1,81,,,,,,,"{""1"": 81}","[{""index"": 1, ""cas_rn"": ""95-25-0"", ""smiles"": ""O=c1[nH]c2cc(Cl)ccc2o1""}, {""index"": 2, ""cas_rn"": ""123-62-6"", ""smiles"": ""CCC(=O)OC(=O)CC""}]","[{""index"": 1, ""cas_rn"": ""115444-28-5"", ""yield_pct"": ""81"", ""smiles"": ""CCC(=O)n1c(=O)oc2ccc(Cl)cc21""}]","[{""index"": 1, ""cas_rn"": ""174501-65-6""}]",[],[],"electrochemical, ionic liquid used",
31-091-CAS-129691,31-091-CAS-129691,Reaction_20251106_1106 (2).rdf,Anhydride coupling,75,,,c1ccc2[nH]nnc2c1.CC(C)(C)C(=O)OC(=O)C(C)(C)C,CC(C)(C)C(=O)n1nnc2ccccc21,c1ccc2[nH]nnc2c1.CC(C)(C)C(=O)OC(=O)C(C)(C)C>>CC(C)(C)C(=O)n1nnc2ccccc21,Additive-free chemoselective acylation of amines,"Temperini, Andrea; Terlizzi, Raffaella; Testaferri, Lorenzo; Tiecco, Marcello","Synthetic Communications (2010), 40(2), 295-302","Additive-free chemoselective acylation of amines | Temperini, Andrea; Terlizzi, Raffaella; Testaferri, Lorenzo; Tiecco, Marcello | Synthetic Communications (2010), 40(2), 295-302","95-14-7, 1538-75-6",26179-83-9,,,141-78-6,,,,,,"Pivalation Pivalic anhydride (0.40mL, 2.2 mmol) was added to a solution of 1H-1,2,3-benzotriazole (0.24 g, 2.0 mmol) in 4mL of EtOAc. The resulting mixture was stirred, under nitrogen, for 8 h. The reaction was then quenched by addition of 10% aq potassium carbonate solution (10 mL). The reaction mixture was then extracted with ethyl acetate (3 x 6 mL), and the combined organic layers were dried over anhydrous sodium sulfate and then evaporated (method C). 1-(2,2-Dimethylpropanoyl)-1H-1,2,3-benzotriazole[9] was obtained in 75% isolated yield (Table 2, entry 5). 1-(2,2-Dimethylpropanoyl)-1H-1,2,3-benzotriazole, yield 75%.",1,1,75,,,,,,,"{""1"": 75}","[{""index"": 1, ""cas_rn"": ""95-14-7"", ""smiles"": ""c1ccc2[nH]nnc2c1""}, {""index"": 2, ""cas_rn"": ""1538-75-6"", ""smiles"": ""CC(C)(C)C(=O)OC(=O)C(C)(C)C""}]","[{""index"": 1, ""cas_rn"": ""26179-83-9"", ""yield_pct"": ""75"", ""smiles"": ""CC(C)(C)C(=O)n1nnc2ccccc21""}]",[],[],"[{""index"": 1, ""cas_rn"": ""141-78-6""}]",,
31-091-CAS-13238254,31-091-CAS-13238254,Reaction_20251106_1106 (1).rdf,Anhydride coupling,85,,,O=c1[nH]c2ccccc2o1.CCCC(=O)OC(=O)CCC,CCCC(=O)n1c(=O)oc2ccccc21,O=c1[nH]c2ccccc2o1.CCCC(=O)OC(=O)CCC>>CCCC(=O)n1c(=O)oc2ccccc21,Electrogenerated N-heterocyclic carbenes: N-functionalization of benzoxazolones,"Chiarotto, I.; Feroci, M.; Orsini, M.; Sotgiu, G.; Inesi, A.","Tetrahedron (2009), 65(18), 3704-3710","Electrogenerated N-heterocyclic carbenes: N-functionalization of benzoxazolones | Chiarotto, I.; Feroci, M.; Orsini, M.; Sotgiu, G.; Inesi, A. | Tetrahedron (2009), 65(18), 3704-3710","59-49-4, 106-31-0",40054-28-2,174501-65-6,,,,,,,,,1,1,85,,,,,,,"{""1"": 85}","[{""index"": 1, ""cas_rn"": ""59-49-4"", ""smiles"": ""O=c1[nH]c2ccccc2o1""}, {""index"": 2, ""cas_rn"": ""106-31-0"", ""smiles"": ""CCCC(=O)OC(=O)CCC""}]","[{""index"": 1, ""cas_rn"": ""40054-28-2"", ""yield_pct"": ""85"", ""smiles"": ""CCCC(=O)n1c(=O)oc2ccccc21""}]","[{""index"": 1, ""cas_rn"": ""174501-65-6""}]",[],[],"electrochemical, ionic liquid used",
