name,abbreviation,cas,smiles,formula,type,density,mw,bp,mp,volatile,viscose,role_1,family_1,tag_1,role_2,family_2,tag_2,role_1_original,qc_flags
"15,26-diazahexacyclo[12.12.0.02,?.0?,13.01?,2?.01?,22]hexacosa-1,3,5,7,9,11,13,17,19,21,23-undecaene",,216018,,C24H14N2,liquid,,330.3814,,,0.0,0.0,organic_compound,,,,,,,cas_bad_format;cas_checksum_invalid;smiles_missing
Sodium oxalate,,62-76-0,,C2Na2O4,powder,2.34,133.9985,365.1,250.0,0.0,0.0,organic_compound,,,,,,,smiles_missing
lead zirconate titanate wafer,,12626-81-2,[Pb+2].[Ti+4].[Zr+4],O5PbTiZr,liquid,7.0,426.3,,,0.0,0.0,metal_catalyst,,,,,,,density_outlier_for_liquid
Zeolite3A,,308080-99-1,O=[Si]([O-])[O-].O=[Si]([O-])[O-].[Al+3],KnNa12-n[(AlO2)12(SiO2)12]xH2O,liquid,,0.0,,,0.0,0.0,other_reagent,,,,,,,formula_suspect;mw_zero
"8-octadecenoic acid, 10-hydroxy-, (8Z)-",,927388,,C18H34O3,liquid,,298.4608,,,0.0,0.0,organic_compound,,,,,,,cas_bad_format;cas_checksum_invalid;smiles_missing
Magnesium chloride hexahydrate,,7791-18-6,,Cl2H12MgO6,powder,1.569,203.303,,117.0,0.0,0.0,organic_compound,,,,,,,smiles_missing
Ammonium magnesium phosphate hydrate,,7785-21-9,,H4MgNO4P,liquid,,137.315,158.0,,0.0,0.0,other_reagent,,,,,,,smiles_missing
4-Aminobutyric acid,,20791,,C4H9NO2,liquid,,103.1198,,,0.0,0.0,organic_compound,,,,,,,cas_bad_format;cas_checksum_invalid;smiles_missing
magnesium(2+) ion sulfate,,22189-08-8,,MgO4S,powder,2.66,120.368,,1124.0,0.0,0.0,other_reagent,,,,,,,smiles_missing
L-(-)-Malic acid,malic acid,97-67-6,O=C(O)CC(O)C(=O)O,C4H6O5,powder,1.2,134.0874,306.4,101.0,0.0,0.0,organic_compound,,,,,,,abbreviation_duplicate
"2,6-Di-tert-butyl-4-ethylphenol",,4130-42-1,CCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,C16H26O,liquid,0.922,234.377,272.0,44.0,0.0,0.0,organic_compound,,,,,,,type_mp_inconsistent
Cadmium chloride hydrate,,654054-66-7,[Cd+2],CdCl2H2O,liquid,3.327,201.332,,,0.0,0.0,metal_catalyst,,,,,,,density_outlier_for_liquid
Tungstosilicic acid hydrate,,12027-43-9,O[Si](O)(O)O.[W+6].[W+6].[W+6].[W+6].[W+6].[W+6].[W+6].[W+6].[W+6].[W+6].[W+6].[W+6],H4[Si(W3O10)4] · xH2O,liquid,,2878.17,,,0.0,0.0,metal_catalyst,,,,,,,formula_suspect
Potassium chloride,,7447-40-7,,ClK,powder,1.984,74.551,1420.0,770.0,0.0,0.0,organic_compound,,,,,,,smiles_missing
Aminomethyl Polystyrene Resin,,89551-24-6,NCc1ccccc1,C7H9N,liquid,0.29,107.1531,,,0.0,0.0,organic_compound,,,,,,,density_outlier_for_liquid
Titanium carbide,,12070-08-5,C.[Ti],CTi,liquid,4.9,59.878,,,0.0,0.0,metal_catalyst,,,,,,,density_outlier_for_liquid
pheniprazine,,55527,,C9H14N2,liquid,,150.2209,287.1,,0.0,0.0,organic_compound,,,,,,,cas_bad_format;cas_checksum_invalid;smiles_missing
"2,4,5,6-Tetraaminopyrimidine sulfate",,5392-28-9,Nc1nc(N)c(N)c(N)n1,C4H10N6O4S,liquid,,238.225,563.9,300.0,0.0,0.0,organic_compound,,,,,,,type_mp_inconsistent
Cadmium sulfide,,1306-23-6,[Cd+2].[S-2],CdS,liquid,4.82,144.476,,,0.0,0.0,metal_catalyst,,,,,,,density_outlier_for_liquid
"2-bromo-3,5-diiodopyridine",,885952-14-7,Brc1ncc(I)cc1I,C5H2BrI2N,liquid,2.865,409.789,371.3,,0.0,0.0,organic_compound,,,,,,,density_outlier_for_liquid
diphenylpyraline,,147200,,C19H23NO,liquid,1.08,281.392,378.7,,0.0,0.0,organic_compound,,,,,,,cas_bad_format;cas_checksum_invalid;smiles_missing
Ferrous sulfide,,1317-37-9,[Fe+2].[S-2],FeS,liquid,4.84,87.91,,,0.0,0.0,metal_catalyst,,,,,,,density_outlier_for_liquid
sodium iodate,,7681-55-2,[O-][I+2]([O-])[O-],INaO3,liquid,4.28,197.8924,,,0.0,0.0,other_reagent,,,,,,,density_outlier_for_liquid
Sodium Acetate Trihydrate,,6131-90-4,,C2H9NaO5,powder,,136.0796,,58.0,0.0,0.0,organic_compound,,,,,,,smiles_missing
Iodine monobromide,,7789-33-5,BrI,BrI,liquid,3.415,206.808,119.0,,0.0,0.0,other_reagent,,,,,,,density_outlier_for_liquid
5-Aminoisophthalic Acid,,99-31-0,Nc1cc(C(=O)O)cc(C(=O)O)c1,C8H7NO4,liquid,,181.1455,514.9,300.0,0.0,0.0,organic_compound,,,,,,,type_mp_inconsistent
6-Aminouracil,,873-83-6,Nc1cc(=O)[nH]c(=O)[nH]1,C4H5N3O2,liquid,,127.1014,,300.0,0.0,0.0,organic_compound,,,,,,,type_mp_inconsistent
Oxalic acid,,144-62-7,,C2H2O4,powder,,90.0349,365.1,189.0,0.0,0.0,organic_compound,,,,,,,smiles_missing
5-Fluoro-2-methylbenzenesulfonyl chloride,,445-05-6,Cc1ccc(F)cc1S(=O)(=O)Cl,C7H6ClFO2S,liquid,130.0,208.638,131.0,,0.0,0.0,organic_compound,,,,,,,density_outlier_for_liquid
"2-chloro-3,5-diiodopyridine",,856169-60-3,Clc1ncc(I)cc1I,C5H2ClI2N,liquid,2.633,365.338,351.3,,0.0,0.0,organic_compound,,,,,,,density_outlier_for_liquid
basic yellow 2,,2465-27-2,CN(C)c1ccc(C(=N)c2ccc(N(C)C)cc2)cc1,C17H22ClN3,liquid,,303.83,406.2,250.0,0.0,0.0,organic_compound,,,,,,,type_mp_inconsistent
4-aminobenzamidine dihydrochloride,,2498-50-2,N=C(N)c1ccc(N)cc1,C7H11Cl2N3,liquid,,208.088,289.8,300.0,0.0,0.0,organic_compound,,,,,,,type_mp_inconsistent
Methanesulfonic acid,,75-75-2,,CH4O3S,liquid,,96.106,,-60.0,0.0,0.0,organic_compound,,,,,,,smiles_missing
"[(1,1'-binaphthalene-2,2'-diyl-kappaC~2~)bis(diphenylphosphine)]palladium(2+) dichloride",,253157-79-8,[Pd+2].c1ccc(P(c2ccccc2)c2ccc3ccccc3c2-c2c(P(c3ccccc3)c3ccccc3)ccc3ccccc23)cc1,,liquid,,0.0,,,0.0,0.0,metal_catalyst,,,,,,,formula_missing;mw_zero
"1,1,1-trifluoropropan-2-amine",,421492,,C3H6F3N,liquid,,113.0816,,,0.0,0.0,organic_compound,,,,,,,cas_bad_format;cas_checksum_invalid;smiles_missing
sodium phosphomolybdate,,1313-30-0,[Mo+6].[Mo+6].[Mo+6].[Mo+6].[Mo+6].[Mo+6].[Mo+6].[Mo+6].[Mo+6].[Mo+6].[Mo+6].[Mo+6],,liquid,,0.0,,,0.0,0.0,metal_catalyst,,,,,,,formula_missing;mw_zero
"3,9-divinyl-2,4,8,10-tetraoxaspiro[5.5]undecane",,78199,C(=C)O[C@@]12OC(OC2)O[C@@]1(O)C=C,C11H16O4,powder,1.11,212.2423,284.4,43.0,0.0,0.0,organic_compound,,,,,,,cas_bad_format;cas_checksum_invalid
fullerene-C70,,115383-22-7,c12c3c4c5c1c1c6c7c2c2c8c3c3c9c4c4c%10c5c5c1c1c6c6c%11c%12c%13c%14c%15c%16c%17c%14c%14c%18c%13c%11c1c1c5c%10c5c(c%14c%10c%17c%11c%13c%16c%14c%16c%15c%12c%12c%16c(c2c7c%126)c2c8c3c(c%13c%142)c2c9c4c5c%10c%112)c%181,C70,liquid,3.51,840.749,,280.0,0.0,0.0,organic_compound,,,,,,,density_outlier_for_liquid;type_mp_inconsistent
"Methyl 2,6-difluorobenzoate",,13671-00-6,COC(=O)c1c(F)cccc1F,C8H6F2O2,liquid,80.0,172.1288,80.0,,0.0,0.0,organic_compound,,,,,,,density_outlier_for_liquid
p-Phenylenediamine dihydrochloride,,624-18-0,Nc1ccc(N)cc1,C6H10Cl2N2,liquid,,181.063,267.4,200.0,0.0,0.0,organic_compound,,,,,,,type_mp_inconsistent
fluoropropanedioic acid,,473878,,C3H3FO4,liquid,1.668,122.0519,375.7,,0.0,0.0,organic_compound,,,,,,,cas_bad_format;cas_checksum_invalid;smiles_missing
"1,4-Diiodooctafluorobutane",,375-50-8,FC(F)(I)C(F)(F)C(F)(F)C(F)(F)I,C4F8I2,liquid,2.578,453.839,145.9,-9.0,0.0,0.0,organic_compound,,,,,,,density_outlier_for_liquid
"(R)-RuCl[(p-cymene)(DM-BINAP)]Cl Chloro{(R)-(+)-2,2'-bis[di(3,5-xylyl)phosphino]-1,1'-binaphthyl}(p-cymene)ruthenium(II) chloride [RuCl(p-cymene)((R)-xylbinap}]Cl",BINAP)]Cl,944451-12-1,C1CCC2=C(C1)C=CC(=C2C3=C(C=CC4=C3CCCC4)P(C5=CC=CC=C5)C6=CC=CC=C6)P(C7=CC=CC=C7)C8=CC=CC=C8,C90H91Cl5NP4Ru2,powder,,1690.0,,,0.0,0.0,organic_compound,,,,,,,abbreviation_duplicate
"Ru(OCOCH3)2((S)-2,2'-bis(diphenylphosphino)-1,1'-binaphthyl)",,261948-85-0,,C48H38O4P2Ru,powder,,841.83,,,,,metal_catalyst,,,,,,,smiles_missing
"(R)-RuCl[(p-cymene)(DM-BINAP)]Cl Chloro{(R)-(+)-2,2'-bis[di(3,5-xylyl)phosphino]-1,1'-binaphthyl}(p-cymene)ruthenium(II) chloride [RuCl(p-cymene)((R)-xylbinap}]Cl",BINAP)]Cl,944451-24-5,CC1=CC=C(C=C1)C(C)C.CC1=CC(=CC(=C1)P(C2=C(C3=CC=CC=C3C=C2)C4=C(C=CC5=CC=CC=C54)P(C6=CC(=CC(=C6)C)C)C7=CC(=CC(=C7)C)C)C8=CC(=CC(=C8)C)C)C.[Cl-].Cl[Ru+],C62H62Cl2P2Ru,powder,,1041.08,,,0.0,0.0,metal_catalyst,,,,,,,abbreviation_duplicate
(S)-2-[(SP)-2-(Diphenylphosphino)ferrocenyl]-4-isopropyl-2-oxazoline triphenylphosphine ruthenium(II) dichloride Complex,,212133-11-4,CC(C)C1COC([C]2[CH][CH][CH][C]2P(c2ccccc2)c2ccccc2)=N1.[CH]1[CH][CH][CH][CH]1.[Fe].[Ru+2].c1ccc(P(c2ccccc2)c2ccccc2)cc1,,powder,,,,,0.0,0.0,metal_catalyst,,,,,,,formula_missing
[NH2ME2][(RuCl((R)-tolbinap))2(μ-Cl)3],,749935-02-2,Cl[Ru]12(Cl[Ru]34(Cl2)(Cl)[P](C5=CC=C(C)C=C5)(C6=CC=C(C)C=C6)C7=C(C8=C(C=CC=C9)C9=CC=C8[P](C%10=CC=C(C)C=C%10)3C%11=CC=C(C)C=C%11)C%12=C(C=CC=C%12)C=C7)(Cl4)[P](C%13=CC=C(C)C=C%13)(C%14=CC=C(C)C=C%14)C%15=C(C%16=C(C=CC=C%17)C%17=CC=C%16[P](C%18=CC=C(C)C=C%18)1C%19=CC=C(C)C=C%19)C%20=C(C=CC=C%20)C=C%15.[H][N](C)([H])C,C98H87Cl5NP4Ru2,powder,,1783.0,,,0.0,0.0,metal_catalyst,,,,,,,smiles_invalid
"(4S)-2-chloro-3,4-dimethyl-2,5-diphenyl-1,3,2-oxazasilolidine",,680592-40-9,CC1C(O[Si](N1C)(C2=CC=CC=C2)Cl)C3=CC=CC=C3,C16H18ClNOSi,liquid,10.49,303.859,,,0.0,0.0,organic_compound,,,,,,,density_outlier_for_liquid
Tetrabutylammonium Hydrogen Sulfate,Bu4N-HSO4,251-068-5,CCCC[N+](CCCC)(CCCC)CCCC,,powder,,339.53,,,0.0,0.0,organic_compound,,,,,,,cas_bad_format;cas_checksum_invalid;formula_missing;abbreviation_duplicate
CuTC-0.23M-Toluene,CuTC-0.23M,68986-76-5,O=C([O-])c1cccs1.[Cu+],,liquid,0.87,191.0,115.0,,0.0,0.0,metal_catalyst,,,,,,,formula_missing
Calcium hydroxide,Ca(OH)2,1305-62-0,,CaH2O2,powder,1.0,74.093,2850.0,580.0,0.0,0.0,other_reagent,,,,,,,smiles_missing
ZSM-5,ZSM-5,308081-08-5,CCC1(c2c[nH]cn2)Cc2ccccc2C1,,powder,1.0,100.0,,,0.0,0.0,organic_compound,,,,,,,formula_missing
CF3-ON,CF3-ON,1592629-86-1,O=C(CC(F)(F)F)ON1C(=O)c2ccccc2C1=O,,powder,1.0,273.0,,,0.0,0.0,organic_compound,,,,,,,formula_missing
3'-Chloroacetophenone,3-氯苯乙酮,99-02-5,CC(=O)c1cccc(Cl)c1,,liquid,1.191,154.59,,,1.0,0.0,organic_compound,,,,,,,formula_missing
BOC-L-CYCLOPROPYLALANINE-DCHA,,89483-06-7,CC(C)(C)OC(=O)NC(CC1CC1)C(=O)O,,powder,,229.28,,,0.0,0.0,organic_compound,,,,,,,formula_missing
Dimethyl peroxide,,690-02-8,COOC,,liquid,,62.0678,,,0.0,0.0,organic_compound,,,,,,,formula_missing
"4',6-Dimethoxy-4,5'-bipyrimidine",,595-49-3,CC(C)([N+](=O)[O-])[N+](=O)[O-],,liquid,,,,,0.0,0.0,organic_compound,,,,,,,formula_missing
Methylamine hydrochloride,,593-51-1,CN,CH5N.HCl;CH6ClN,powder,,67.52,225.0,228.0,0.0,0.0,organic_compound,,,,,,,formula_suspect
trans-β-Hydromuconic acid,,4436-74-2,O=C(O)CC=CCC(=O)O,HO2CCH2CH=CHCH2CO2H,liquid,,144.13,,,0.0,0.0,organic_compound,,,,,,,formula_suspect
Maleic acid,,110-16-7,,C4H4O4,powder,1.59,116.07,,134.0,0.0,0.0,organic_compound,,,,,,,smiles_missing
3-Chloro-4-methoxyphenethylamine hydrochloride,,7569-60-0,COc1ccc(CCN)cc1Cl,C6H12ClNO · HCl,liquid,,186.08,,,0.0,0.0,organic_compound,,,,,,,formula_suspect
"4-(acetylamino)-2,2,6,6-tetramethyl-1-Piperidinyloxy",,14691-89-5,CC(=O)NC1CC(C)(C)N([O])C(C)(C)C1,C11H21N2O2*,powder,,213.3,,142.0,0.0,0.0,organic_compound,,,,,,,formula_suspect
"9,10-dimethoxy-2,3-(methylenedioxy)-7,8,13,13a-tetrahydroberbinium",,2086-83-1,COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2,[C20H18NO4]4,liquid,,336.37,,,0.0,0.0,organic_compound,,,,,,,formula_suspect
biliverdin,,114-25-0,C=Cc1c(O)[nH]c(C=c2[nH]c(C=c3[nH]c(=Cc4[nH]c(O)c(C)c4C=C)c(C)c3C=CC(=O)O)c(CCC(=O)O)c2=C)c1C,C33H34N4O6,liquid,,582.6463,,2000.0,0.0,0.0,organic_compound,,,,,,,type_mp_inconsistent
"2,6-Di-tert-butylpyridine, polymer-bound",,107054-29-5,CC(CC(CCc1cc(C(C)(C)C)nc(C(C)(C)C)c1)c1cc(C(C)(C)C)nc(C(C)(C)C)c1)c1cc(C(C)(C)C)nc(C(C)(C)C)c1,,liquid,,,,,0.0,0.0,organic_compound,,,,,,,formula_missing
D2PM (hydrochloride),,172152-19-1,OC(c1ccccc1)(c1ccccc1)C1CCCN1,,liquid,,,,,0.0,0.0,organic_compound,,,,,,,formula_missing
EMETINE DIHYDROCHLORIDE,,316-42-7,CCC1CN2CCc3cc(OC)c(OC)cc3C2CC1CC1NCCc2cc(OC)c(OC)cc21,,liquid,,553.56,,,0.0,0.0,organic_compound,,,,,,,formula_missing
Hexamethylenetetramine tribromide,,149261-40-5,BrBr.C1N2CN3CN1CN(C2)C3,C6H12N4 · HBr · Br2,liquid,,380.91,,,0.0,0.0,organic_compound,,,,,,,formula_suspect
4-Morpholineethanesulfonic acid,,4432-31-9,O=S(=O)(O)CCN1CCOCC1,C6H13NO4S,liquid,,195.24,,300.0,0.0,0.0,organic_compound,,,,,,,type_mp_inconsistent
Piperazine dihydrochloride hydrate,,207605-49-0,C1CNCCN1,C4H10N2 · 2HCl · xH2O,liquid,,159.06,,,0.0,0.0,organic_compound,,,,,,,formula_suspect
(2E)-3-(1H-Imidazole-4-yl)propenoic acid,,3465-72-3,O=C(O)C=Cc1c[nH]cn1,,liquid,,,,,0.0,0.0,organic_compound,,,,,,,formula_missing
[BIS(TRIMETHYLSILYL)]SELENIDE,,4099-46-1,C[Si](C)(C)[Se][Si](C)(C)C,C6H18SeSi2,liquid,0.0,225.33812,58.0,-7.0,0.0,0.0,organic_compound,,,,,,,density_outlier_for_liquid
Dibutylboryl trifluoromethanesulfonate solution,,60669-69-4,CCCCB(CCCC)OS(=O)(=O)C(F)(F)F,CF3SO3B[(CH2)3CH3]2,liquid,0.815,274.11,,,0.0,0.0,organic_compound,,,,,,,formula_suspect
"2-hydroxy-3-methyl-1,4-naphthoquinone",,483-55-6,CC1C(=O)C(=O)c2ccccc2C1=O,,liquid,,188.1794,,,0.0,0.0,organic_compound,,,,,,,formula_missing
"2,8,9-Trimethyl-2,5,8,9-tetraaza-1-phosphabicyclo[3.3.3]undecane hydrochloride",,138800-17-6,CN1CCN2CCN(C)P1N(C)CC2,C9H21N4P · HCl,liquid,,252.72,,,0.0,0.0,organic_compound,,,,,,,formula_suspect
Iron chloride hexahydrate,FeCl3,10025-77-1,[Fe+3],,powder,,,,,0.0,0.0,metal_catalyst,,,,,,,formula_missing;abbreviation_duplicate
"N,N,N',N'-Tetramethylchloroformamidinium hexafluorophosphate",TcFH,94790-35-9,CN(C)C(Cl)=[N+](C)C,C5H12ClF6N2P,powder,,280.58,,,0.0,0.0,organic_compound,,,,,,,abbreviation_duplicate
Zinc(II) pivalate,,15827-10-8,CC(C)(C)C(=O)[O-].CC(C)(C)C(=O)[O-].[Zn+2],,powder,,267.63,,,0.0,0.0,metal_catalyst,,,,,,,formula_missing
ZINC TRIFLUOROACETATE,,21907-47-1,C(F)(F)(F)C(=O)O.[Zn],,powder,,179.4,,,0.0,0.0,metal_catalyst,,,,,,,formula_missing
"Thieno[3,2-f]benzothiazole (8CI,9CI)",,267-63-0,,C9H5NS2,liquid,,,,,0.0,0.0,organic_compound,,,,,,,smiles_missing
(Hydroxymethyl)tetrahydropyran,,100-72-1,C1CCOC(C1)CO,C6H12O2,liquid,1.1,116.158,183.9,187.0,,,organic_compound,,,,,,,type_mp_inconsistent
Selenium(I)chloride,,10025-68-0,Cl[Se][Se]Cl,Cl2Se2,liquid,2.73,228.826,127.0,-85.0,,,other_reagent,,,,,,,density_outlier_for_liquid
Bromo-4-fluoroaniline,,1003-98-1,C(CCCCCO)CCCCCBr,C6H5BrFN,liquid,1.8,190.013,221.0,41.0,,,organic_compound,,,,,,,type_mp_inconsistent
"Strontiumnitrate,anhydrous",,10042-76-9,CC(C)CCCCCCO,,powder,,,,,,,organic_compound,,,,,,,formula_missing
'-Bromo-4'-fluoroacetophenone,,1006-39-9,C1=CC(=CN=C1)CCO,C8H6BrFO,liquid,1.6,217.035,258.4,48.0,,,organic_compound,,,,,,,type_mp_inconsistent
N-[4-(2-Methoxyphenoxy)phenylsulfonyl]-S-methyl-DL-,,1008965-37-4,,C18H21NO6S2,powder,,411.492,,,,,organic_compound,,,,,,,smiles_missing
Lead(II)nitrate,,10099-74-8,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Pb+2],,powder,,,,,,,other_reagent,,,,,,,formula_missing
(3-Chlorophenoxy)propionicacid,,101-10-0,,C9H9ClO3,powder,1.4,200.619,318.5,113.0,,,organic_compound,,,,,,,smiles_missing
Resorcinoldiglycidylether,,101-90-6,C1C(O1)COC2=CC(=CC=C2)OCC3CO3,C12H14O4,liquid,1.3,222.237,364.3,33.0,,,organic_compound,,,,,,,type_mp_inconsistent
"N,N,N',N'-Tetraethylmethylenediamine",,102-53-4,CCN(CC)CN(CC)CC,C9H22N2,liquid,0.826,158.284,169.2,37.5,,,organic_compound,,,,,,,type_mp_inconsistent
"Bromo-2',4'-difluoroacetophenone",,102429-07-2,C1C2CC3CC1CC(C2)(C3)CO,C8H5BrF2O,liquid,1.7,235.025,246.1,31.0,,,organic_compound,,,,,,,type_mp_inconsistent
g/100g/500g,,103-47-9,C1CCC(CC1)NCCS(=O)(=O)O,C8H17NO3S,powder,1.3,207.29,,,,,organic_compound,,,,,,,name_packaging_corruption
Cyclohexylacetone,,103-78-6,CC(=O)CC1CCCCC1,C9H16O,liquid,1.0,140.223,188.1,116.0,,,organic_compound,,,,,,,type_mp_inconsistent
Phenylaceticacid,,103-82-2,C1=CC=C(C=C1)CC(=O)O,,powder,,,,,,,organic_compound,,,,,,,formula_missing
Methyl-2-pentenoicacid,,10321-71-8,CC(C)C=CC(=O)O,C6H10O2,liquid,0.0,114.142,108.0,,,,organic_compound,,,,,,,density_outlier_for_liquid
"Magnesiumnitratehydrate,Puratronic®,(metals",,10377-60-3,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Mg+2],,powder,,,,,,,other_reagent,,,,,,,formula_missing
Amberlite®XAD-16,,104219-63-8,,N,powder,,,,,,,other_reagent,,,,,,,smiles_missing
Methyl-2-(tri-n-butylstannyl)imidazole,,105494-69-7,CCCC[Sn](CCCC)(CCCC)C1=NC=CN1C,C16H32N2Sn,liquid,12.81,371.149,379.7,,,,organic_compound,,,,,,,density_outlier_for_liquid
ml/500ml,,106-25-2,CC(=CCCC(=CCO)C)C,C10H18O,liquid,1.0,154.249,229.5,,,,organic_compound,,,,,,,name_packaging_corruption
Propargylalcohol,,107-19-7,C#CCO,,powder,,,,,,,organic_compound,,,,,,,formula_missing
g/500g/2.5kg,,107-35-7,C(CS(=O)(=O)O)N,C2H7NO3S,powder,1.6,125.147,,273.0,,,organic_compound,,,,,,,name_packaging_corruption
Allyltrichlorosilane,,107-37-9,C=CC[Si](Cl)(Cl)Cl,C3H5Cl3Si,liquid,1.3,175.516,115.2,35.0,,,organic_compound,,,,,,,type_mp_inconsistent
Methoxy-4-methyl-2-pentanone,,107-70-0,CC(=O)CC(C)(C)OC,C7H14O2,liquid,0.0,130.185,156.0,,,,organic_compound,,,,,,,density_outlier_for_liquid
"Phenylesteracetate,epoxycurative,EC-861",,1071523-12-0,,C55H84O8,powder,,873.251,,,,,organic_compound,,,,,,,smiles_missing
"Palladiumanchoredhomogeneouscatalyst,FibreCatÑ1037",,1073551-12-8,,N,powder,,,,,,,other_reagent,,,,,,,smiles_missing
3-Diacetoxybenzene,,108-58-7,CC(=O)OC1=CC(=CC=C1)OC(=O)C,C10H10O4,liquid,1.3,194.184,278.6,142.0,,,organic_compound,,,,,,,type_mp_inconsistent
g/2.5kg/10kg,,108-78-1,C1(=NC(=NC(=N1)N)N)N,C3H6N6,powder,1.8,126.12,557.5,354.0,,,organic_compound,,,,,,,name_packaging_corruption
g/50g/250g/1kg,,108-98-5,C1=CC=C(C=C1)S,,powder,,,,,,,organic_compound,,,,,,,name_packaging_corruption;formula_missing
ml/500ml/2.5L,,109-52-4,CSCCC(=O)O,C5H10O2,liquid,1.1,102.132,185.3,,,,organic_compound,,,,,,,name_packaging_corruption
5-Hexanedione,,110-13-4,CC(=O)CCC(=O)C,C6H10O2,liquid,1.0,114.142,188.8,78.0,,,organic_compound,,,,,,,type_mp_inconsistent
N-Ethylethylenediamine,,110-72-5,CCNCCN,C4H12N2,liquid,0.9,88.151,129.0,128.0,,,organic_compound,,,,,,,type_mp_inconsistent
g/500g/1kg/2.5kg/5x500g,,110-85-0,C1CNCCN1,C4H10N2,powder,1.0,86.136,149.3,109.0,,,organic_compound,,,,,,,name_packaging_corruption
Glutaricacid,,110-94-1,C(CC(=O)O)CC(=O)O,C5H8O4,liquid,1.4,132.115,302.9,95.0,,,organic_compound,,,,,,,type_mp_inconsistent
ml/500ml/2.5L,,111-65-9,CCCCCCCC,C8H18,liquid,0.8,114.229,126.4,,,,organic_compound,,,,,,,name_packaging_corruption
Chloro-6-methylpyridazine,,1121-79-5,CC1=NN=C(C=C1)Cl,C5H5ClN2,liquid,1.3,128.56,257.9,50.0,,,organic_compound,,,,,,,type_mp_inconsistent
5-Dimethyl-1-phenyl-1H-pyrazole,,1131-16-4,CC1=CC(=NN1C2=CC=CC=C2)C,C11H12N2,liquid,1.1,172.226,272.5,144.0,,,organic_compound,,,,,,,type_mp_inconsistent
"Amino-2-ethyl-1,3-propanediol",,115-70-8,CCC(CO)(CO)N,C5H13NO2,liquid,1.2,119.162,273.4,35.0,,,organic_compound,,,,,,,type_mp_inconsistent
Pentaerythritol,,115-77-5,C(C(CO)(CO)CO)O,,powder,,,,,,,organic_compound,,,,,,,formula_missing
Cyclopentyl-1-propyne,,116279-08-4,C#CCC1CCCC1,C8H12,liquid,0.827,108.181,132.0,132.0,,,organic_compound,,,,,,,type_mp_inconsistent
(Trifluoromethoxy)benzylchloride,,116827-40-8,C1=CC=C(C(=C1)C(=O)Cl)OC(F)(F)F,C8H6ClF3O,liquid,1.4,210.581,178.2,255.04,,,organic_compound,,,,,,,type_mp_inconsistent
Chloro-6-methoxypyridine-4-carbonylchloride,,116853-97-5,COC1=NC(=CC(=C1)C(=O)Cl)Cl,C7H5Cl2NO2,liquid,1.5,206.026,279.1,60.0,,,organic_compound,,,,,,,type_mp_inconsistent
Diethyl(2-pentyl)malonate,,117-47-5,CCCC(C)C(C(=O)OCC)C(=O)OCC,C12H22O4,liquid,0.0,230.301,118.0,,,,organic_compound,,,,,,,density_outlier_for_liquid
Methylpyrrole-2-carboxaldehyde,,1192-58-1,CN1C=CC=C1C=O,C6H7NO,liquid,1.07,109.126,87.0,58.0,,,organic_compound,,,,,,,type_mp_inconsistent
Methyl-2-cyclohexen-1-one,,1193-18-6,CC1=CC(=O)CCC1,C7H10O,liquid,1.1,110.154,201.0,198.0,,,organic_compound,,,,,,,type_mp_inconsistent
3-Cycloheptanedione,,1194-18-9,C1CC(=O)CC(=O)C1,,powder,,,,,,,organic_compound,,,,,,,formula_missing
"Hafniumboride,(metalsbasisexcludingZr),Zr",,12007-23-7,[B].[B].[Hf],B2H4Hf,liquid,10.5,204.144,,3250.0,,,metal_catalyst,,,,,,,density_outlier_for_liquid;type_mp_inconsistent
Triisopropanolamine,,122-20-3,CC(CN(CC(C)O)CC(C)O)O,C9H21NO3,liquid,1.2,191.268,296.4,48.0,,,organic_compound,,,,,,,type_mp_inconsistent
"6,8-Trimethyl-4-nonanol,erythro+threo",,123-17-1,CC(C)CC(C)CC(CC(C)C)O,C12H26O,liquid,0.0,186.334,225.0,,,,organic_compound,,,,,,,density_outlier_for_liquid
g/250g/500g/1kg/2.5kg/5kg,,123-62-6,CCC(=O)OC(=O)CC,C6H10O3,liquid,1.1,130.142,168.4,-42.0,,,organic_compound,,,,,,,name_packaging_corruption
g/250g/1kg,,124-13-0,CCCCCCCC=O,C8H16O,liquid,0.9,128.212,163.4,12.0,,,organic_compound,,,,,,,name_packaging_corruption
ml/500ml/2.5L,,124-18-5,CCCCCCCCCC,C10H22,liquid,0.8,142.282,174.9,-30.0,,,organic_compound,,,,,,,name_packaging_corruption
(Tri-n-butylstannyl)pyridine,,124252-41-1,CCCC[Sn](CCCC)(CCCC)C1=CC=NC=C1,C17H31NSn,liquid,,368.145,377.8,243.0,,,organic_compound,,,,,,,type_mp_inconsistent
LeishmanStain,,12627-53-1,,n,powder,,,,,,,other_reagent,,,,,,,smiles_missing
"Imide-extendedbismaleimide,BMI-1500",,1290041-56-3,,N,liquid,,,,,,,other_reagent,,,,,,,smiles_missing
"Arsenic(V)oxide,(metalsbasis)",,1303-28-2,O=[As](=O)O[As](=O)=O,,powder,,,,,,,other_reagent,,,,,,,formula_missing
