name,smiles,role,reaction_types,notes,rt_schema_version,rt_valid,rt_canonical_smiles,rt_component_count,rt_site_count,rt_site_types,rt_signatures,rt_chemist_labels,rt_availability,rt_pattern_ids,rt_contexts_json,rt_warnings,rt_error
4-Chloro-N-Fmoc-aniline,Clc1ccc(NC(=O)OCC2c3ccccc3-c3ccccc32)cc1,electrophile,Suzuki-Miyaura,FMOC-protected aniline with fluorenyl group,1.0,true,O=C(Nc1ccc(Cl)cc1)OCC1c2ccccc2-c2ccccc21,1,3,leaving_group; pronucleophile_XH; electrophilic_center,"LG|Ar|Cl; XH|N|H1|C(O)OR,Ar; EC|Acyl|N|OR|ester",Ar–Cl; RO–C(O)–NHR; N–C(O)OR,available; deactivated; conditional,terminal_carbon_halogen; neutral_nh; acyl_oxygen_or_halide,"[[{""token"":""Ar"",""attachment_atom_index"":1,""fragment_atom_indices"":[1,2,3,4,23,24],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}],[{""token"":""C(O)OR"",""attachment_atom_index"":6,""fragment_atom_indices"":[6,7,8],""classification_method"":""mapped_smarts"",""subtype"":null,""matched_pattern"":""C(O)OR"",""features"":{""excluded_atom_indices"":[5]}},{""token"":""Ar"",""attachment_atom_index"":4,""fragment_atom_indices"":[1,2,3,4,23,24],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}],[{""token"":""N"",""attachment_atom_index"":5,""fragment_atom_indices"":[5],""classification_method"":""element"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""N"",""hybridization"":""SP2"",""aromatic"":false}}]]",,
4-Bromo-TBS-phenol,Brc1ccc(O[Si](C)(C)C(C)(C)C)cc1,electrophile,Suzuki-Miyaura,TBS-protected phenol,1.0,true,CC(C)(C)[Si](C)(C)Oc1ccc(Br)cc1,1,1,leaving_group,LG|Ar|Br,Ar–Br,available,terminal_carbon_halogen,"[[{""token"":""Ar"",""attachment_atom_index"":1,""fragment_atom_indices"":[1,2,3,4,13,14],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}]]",,
4-Iodo-TIPS-phenol,Ic1ccc(O[Si](C(C)C)(C(C)C)C(C)C)cc1,electrophile,Suzuki-Miyaura,TIPS-protected phenol,1.0,true,CC(C)[Si](Oc1ccc(I)cc1)(C(C)C)C(C)C,1,1,leaving_group,LG|Ar|I,Ar–I,available,terminal_carbon_halogen,"[[{""token"":""Ar"",""attachment_atom_index"":1,""fragment_atom_indices"":[1,2,3,4,16,17],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}]]",,
4-Bromonitrobenzene,Brc1ccc([N+](=O)[O-])cc1,electrophile,Suzuki-Miyaura; Buchwald-Hartwig,Strong electron-withdrawing nitro group,1.0,true,O=[N+]([O-])c1ccc(Br)cc1,1,1,leaving_group,LG|Ar|Br,Ar–Br,available,terminal_carbon_halogen,"[[{""token"":""Ar"",""attachment_atom_index"":1,""fragment_atom_indices"":[1,2,3,4,8,9],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}]]",,
4-Chlorobenzonitrile,Clc1ccc(C#N)cc1,electrophile,Suzuki-Miyaura; Buchwald-Hartwig,Strong electron-withdrawing nitrile group,1.0,true,N#Cc1ccc(Cl)cc1,1,1,leaving_group,LG|Ar|Cl,Ar–Cl,available,terminal_carbon_halogen,"[[{""token"":""Ar"",""attachment_atom_index"":1,""fragment_atom_indices"":[1,2,3,4,7,8],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}]]",,
"4-Bromo-N,N-dimethylaniline",Brc1ccc(N(C)C)cc1,electrophile,Suzuki-Miyaura,Strong electron-donating dialkylamino group,1.0,true,CN(C)c1ccc(Br)cc1,1,1,leaving_group,LG|Ar|Br,Ar–Br,available,terminal_carbon_halogen,"[[{""token"":""Ar"",""attachment_atom_index"":1,""fragment_atom_indices"":[1,2,3,4,8,9],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}]]",,
4-Iodoanisole,Ic1ccc(OC)cc1,electrophile,Suzuki-Miyaura,Strong electron-donating methoxy group,1.0,true,COc1ccc(I)cc1,1,1,leaving_group,LG|Ar|I,Ar–I,available,terminal_carbon_halogen,"[[{""token"":""Ar"",""attachment_atom_index"":1,""fragment_atom_indices"":[1,2,3,4,7,8],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}]]",,
2-Bromophenyl diphenylphosphine,Brc1ccccc1P(c2ccccc2)c2ccccc2,bifunctional,Suzuki-Miyaura,Ortho-phosphine for ligand synthesis; note: not itself a bidentate chelator,1.0,true,Brc1ccccc1P(c1ccccc1)c1ccccc1,1,1,leaving_group,LG|Ar|Br,Ar–Br,available,terminal_carbon_halogen,"[[{""token"":""Ar"",""attachment_atom_index"":1,""fragment_atom_indices"":[1,2,3,4,5,6],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}]]",,
Phenylalanine,NC(Cc1ccccc1)C(=O)O,nucleophile,Peptide coupling,Amino acid with bidentate chelating ability; chiral_center_count=1,1.0,true,NC(Cc1ccccc1)C(=O)O,1,3,pronucleophile_XH; electrophilic_center; pronucleophile_XH,XH|N|H2|Alkyl; EC|Acyl|Alkyl|OH|latent; XH|O|H1|C(O)R,R–NH2; R–C(O)OH; R–C(O)–OH,free; latent; deactivated,neutral_nh; acyl_oxygen_or_halide; neutral_oh,"[[{""token"":""Alkyl"",""attachment_atom_index"":1,""fragment_atom_indices"":[1],""classification_method"":""atom_property"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""C"",""hybridization"":""SP3"",""aromatic"":false}}],[{""token"":""Alkyl"",""attachment_atom_index"":1,""fragment_atom_indices"":[1],""classification_method"":""atom_property"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""C"",""hybridization"":""SP3"",""aromatic"":false}}],[{""token"":""C(O)R"",""attachment_atom_index"":9,""fragment_atom_indices"":[9,10],""classification_method"":""mapped_smarts"",""subtype"":null,""matched_pattern"":""C(O)R"",""features"":{""excluded_atom_indices"":[11]}}]]",,
Triphenylphosphine,c1ccc(P(c2ccccc2)c2ccccc2)cc1,ligand,Various cross-couplings,Common phosphine ligand,1.0,true,c1ccc(P(c2ccccc2)c2ccccc2)cc1,1,0,,,,,,[],,
"1,8-Bis(dimethylphosphino)naphthalene",c1ccc2c(c1)c(P(C)C)ccc2P(C)C,ligand,Various cross-couplings,Bidentate phosphine ligand (note: current SMARTS doesn't capture P-P bidentate pattern),1.0,true,CP(C)c1ccc(P(C)C)c2ccccc12,1,0,,,,,,[],,
Ethane,CC,reference,,MW=30; low molecular weight test,1.0,true,CC,1,0,,,,,,[],,
Anthracene,c1ccc2cc3ccccc3cc2c1,reference,,MW=178; medium molecular weight; fused rings,1.0,true,c1ccc2cc3ccccc3cc2c1,1,0,,,,,,[],,
Coronene,c1ccc2cc3ccc4ccc5ccc6ccc1c7c2c3c4c5c67,reference,,MW=300; large polycyclic aromatic (note: not high_molecular_weight which requires MW>500),1.0,true,c1cc2cc3ccc4ccc5ccc6ccc(c1)c1c-2c3c4c5c61,1,0,,,,,,[],,
2-Bromonaphthalene,Brc1ccc2ccccc2c1,electrophile,Suzuki-Miyaura; Buchwald-Hartwig,Fused bicyclic aromatic system,1.0,true,Brc1ccc2ccccc2c1,1,1,leaving_group,LG|Ar|Br,Ar–Br,available,terminal_carbon_halogen,"[[{""token"":""Ar"",""attachment_atom_index"":1,""fragment_atom_indices"":[1,2,3,4,9,10],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}]]",,
9-Chloroanthracene,Clc1ccc2c3ccccc3ccc2c1,electrophile,Suzuki-Miyaura,Tricyclic fused aromatic system,1.0,true,Clc1ccc2c(ccc3ccccc32)c1,1,1,leaving_group,LG|Ar|Cl,Ar–Cl,available,terminal_carbon_halogen,"[[{""token"":""Ar"",""attachment_atom_index"":1,""fragment_atom_indices"":[1,2,3,4,13,14],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}]]",,
Spiro[5.5]undecane,C1CCC2(CC1)CCCC2,reference,,Spirocyclic aliphatic system,1.0,true,C1CCC2(CC1)CCCC2,1,0,,,,,,[],,
"6-Bromo-spiro[chroman-2,1'-cyclohexane]",Brc1ccc2c(c1)C1(CCCC1)CCCC2,electrophile,Suzuki-Miyaura,Spirocyclic with aryl bromide,1.0,true,Brc1ccc2c(c1)C1(CCCC2)CCCC1,1,1,leaving_group,LG|Ar|Br,Ar–Br,available,terminal_carbon_halogen,"[[{""token"":""Ar"",""attachment_atom_index"":1,""fragment_atom_indices"":[1,2,3,4,5,6],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}]]",,
(S)-Alanine,C[C@H](N)C(=O)O,nucleophile,Peptide coupling,Chiral amino acid; chiral_center_count=1,1.0,true,C[C@H](N)C(=O)O,1,3,electrophilic_center; pronucleophile_XH; pronucleophile_XH,EC|Acyl|Alkyl|OH|latent; XH|N|H2|Alkyl; XH|O|H1|C(O)R,R–C(O)OH; R–NH2; R–C(O)–OH,latent; free; deactivated,acyl_oxygen_or_halide; neutral_nh; neutral_oh,"[[{""token"":""Alkyl"",""attachment_atom_index"":1,""fragment_atom_indices"":[1],""classification_method"":""atom_property"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""C"",""hybridization"":""SP3"",""aromatic"":false}}],[{""token"":""Alkyl"",""attachment_atom_index"":1,""fragment_atom_indices"":[1],""classification_method"":""atom_property"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""C"",""hybridization"":""SP3"",""aromatic"":false}}],[{""token"":""C(O)R"",""attachment_atom_index"":3,""fragment_atom_indices"":[3,4],""classification_method"":""mapped_smarts"",""subtype"":null,""matched_pattern"":""C(O)R"",""features"":{""excluded_atom_indices"":[5]}}]]",,
"(2R,3R)-Butane-2,3-diol",C[C@H](O)[C@H](C)O,reference,,Two chiral centers; chiral_center_count=2,1.0,true,C[C@H](O)[C@H](C)O,1,2,pronucleophile_XH; pronucleophile_XH,XH|O|H1|Alkyl; XH|O|H1|Alkyl,R–OH; R–OH,free; free,neutral_oh; neutral_oh,"[[{""token"":""Alkyl"",""attachment_atom_index"":1,""fragment_atom_indices"":[1],""classification_method"":""atom_property"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""C"",""hybridization"":""SP3"",""aromatic"":false}}],[{""token"":""Alkyl"",""attachment_atom_index"":3,""fragment_atom_indices"":[3],""classification_method"":""atom_property"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""C"",""hybridization"":""SP3"",""aromatic"":false}}]]",,
"(1R,3R,5S)-1,3,5-Trimethylcyclohexane",C[C@H]1CC[C@@H](C)C[C@H]1C,reference,,Three chiral centers; chiral_center_count=3,1.0,true,C[C@@H]1CC[C@H](C)[C@H](C)C1,1,0,,,,,,[],,
(R)-Bromochlorofluoromethane,Br[C@H](Cl)F,reference,,Chiral halomethane; chiral_center_count=1; halogen_count=3,1.0,true,F[C@@H](Cl)Br,1,2,leaving_group; leaving_group,LG|Alkyl|Br; LG|Alkyl|Cl,R–Br; R–Cl,available; available,terminal_carbon_halogen; terminal_carbon_halogen,"[[{""token"":""Alkyl"",""attachment_atom_index"":1,""fragment_atom_indices"":[1],""classification_method"":""atom_property"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""C"",""hybridization"":""SP3"",""aromatic"":false}}],[{""token"":""Alkyl"",""attachment_atom_index"":1,""fragment_atom_indices"":[1],""classification_method"":""atom_property"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""C"",""hybridization"":""SP3"",""aromatic"":false}}]]",,
"2,4,5,6-Tetrachlorobromobenzene",Clc1cc(Cl)c(Br)c(Cl)c1,electrophile,Suzuki-Miyaura,Highly polyhalogenated; halogen_count=5,1.0,true,Clc1cc(Cl)c(Br)c(Cl)c1,1,4,leaving_group; leaving_group; leaving_group; leaving_group,LG|Ar|Cl; LG|Ar|Cl; LG|Ar|Br; LG|Ar|Cl,Ar–Cl; Ar–Cl; Ar–Br; Ar–Cl,available; available; available; available,terminal_carbon_halogen; terminal_carbon_halogen; terminal_carbon_halogen; terminal_carbon_halogen,"[[{""token"":""Ar"",""attachment_atom_index"":1,""fragment_atom_indices"":[1,2,3,5,7,9],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}],[{""token"":""Ar"",""attachment_atom_index"":3,""fragment_atom_indices"":[1,2,3,5,7,9],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}],[{""token"":""Ar"",""attachment_atom_index"":5,""fragment_atom_indices"":[1,2,3,5,7,9],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}],[{""token"":""Ar"",""attachment_atom_index"":7,""fragment_atom_indices"":[1,2,3,5,7,9],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}]]",,
4-Bromo-N-benzoylaniline,Brc1ccc(NC(=O)c2ccccc2)cc1,electrophile,Suzuki-Miyaura,Amide-protected aniline derivative,1.0,true,O=C(Nc1ccc(Br)cc1)c1ccccc1,1,2,leaving_group; pronucleophile_XH,"LG|Ar|Br; XH|N|H1|C(O)R,Ar",Ar–Br; R–C(O)–NHR,available; deactivated,terminal_carbon_halogen; neutral_nh,"[[{""token"":""Ar"",""attachment_atom_index"":1,""fragment_atom_indices"":[1,2,3,4,14,15],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}],[{""token"":""C(O)R"",""attachment_atom_index"":6,""fragment_atom_indices"":[6,7],""classification_method"":""mapped_smarts"",""subtype"":null,""matched_pattern"":""C(O)R"",""features"":{""excluded_atom_indices"":[5]}},{""token"":""Ar"",""attachment_atom_index"":4,""fragment_atom_indices"":[1,2,3,4,14,15],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}]]",,
"(1S,2R,5S)-1,2,5-Trimethylcyclohexane",C[C@@H]1CCC[C@@H](C)[C@@H]1C,reference,,Multiple stereogenic centers; chiral_center_count=3,1.0,true,CC1[C@H](C)CCC[C@H]1C,1,0,,,,,,[],,
Acetic acid,CC(=O)O,electrophile,Amide formation; Esterification,Simple aliphatic carboxylic acid,1.0,true,CC(=O)O,1,2,electrophilic_center; pronucleophile_XH,EC|Acyl|Alkyl|OH|latent; XH|O|H1|C(O)R,R–C(O)OH; R–C(O)–OH,latent; deactivated,acyl_oxygen_or_halide; neutral_oh,"[[{""token"":""Alkyl"",""attachment_atom_index"":0,""fragment_atom_indices"":[0],""classification_method"":""atom_property"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""C"",""hybridization"":""SP3"",""aromatic"":false}}],[{""token"":""C(O)R"",""attachment_atom_index"":1,""fragment_atom_indices"":[1,2],""classification_method"":""mapped_smarts"",""subtype"":null,""matched_pattern"":""C(O)R"",""features"":{""excluded_atom_indices"":[3]}}]]",,
Benzoic acid,O=C(O)c1ccccc1,electrophile,Amide formation; Esterification,Aromatic carboxylic acid,1.0,true,O=C(O)c1ccccc1,1,2,electrophilic_center; pronucleophile_XH,EC|Acyl|Ar|OH|latent; XH|O|H1|C(O)R,Ar–C(O)OH; R–C(O)–OH,latent; deactivated,acyl_oxygen_or_halide; neutral_oh,"[[{""token"":""Ar"",""attachment_atom_index"":3,""fragment_atom_indices"":[3,4,5,6,7,8],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}],[{""token"":""C(O)R"",""attachment_atom_index"":1,""fragment_atom_indices"":[0,1],""classification_method"":""mapped_smarts"",""subtype"":null,""matched_pattern"":""C(O)R"",""features"":{""excluded_atom_indices"":[2]}}]]",,
Picolinic acid,O=C(O)c1ccccn1,electrophile,Amide formation; Esterification,Heteroaromatic carboxylic acid with coordinating nitrogen,1.0,true,O=C(O)c1ccccn1,1,2,electrophilic_center; pronucleophile_XH,EC|Acyl|HeteroAr|OH|latent; XH|O|H1|C(O)R,HeteroAr–C(O)OH; R–C(O)–OH,latent; deactivated,acyl_oxygen_or_halide; neutral_oh,"[[{""token"":""HeteroAr"",""attachment_atom_index"":3,""fragment_atom_indices"":[3,4,5,6,7,8],""classification_method"":""aromatic_ring_system"",""subtype"":""heteroaromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[""N""],""ring_sizes"":[6],""fused"":false}}],[{""token"":""C(O)R"",""attachment_atom_index"":1,""fragment_atom_indices"":[0,1],""classification_method"":""mapped_smarts"",""subtype"":null,""matched_pattern"":""C(O)R"",""features"":{""excluded_atom_indices"":[2]}}]]",,
Acrylic acid,C=CC(=O)O,electrophile,Amide formation; Esterification,Unsaturated carboxylic acid,1.0,true,C=CC(=O)O,1,2,electrophilic_center; pronucleophile_XH,EC|Acyl|Alkenyl|OH|latent; XH|O|H1|C(O)R,Alkenyl–C(O)OH; R–C(O)–OH,latent; deactivated,acyl_oxygen_or_halide; neutral_oh,"[[{""token"":""Alkenyl"",""attachment_atom_index"":1,""fragment_atom_indices"":[1],""classification_method"":""atom_property"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""C"",""hybridization"":""SP2"",""aromatic"":false}}],[{""token"":""C(O)R"",""attachment_atom_index"":2,""fragment_atom_indices"":[2,3],""classification_method"":""mapped_smarts"",""subtype"":null,""matched_pattern"":""C(O)R"",""features"":{""excluded_atom_indices"":[4]}}]]",,
Cyclohexanecarboxylic acid,O=C(O)C1CCCCC1,electrophile,Amide formation; Esterification,Cycloalkyl carboxylic acid,1.0,true,O=C(O)C1CCCCC1,1,2,electrophilic_center; pronucleophile_XH,EC|Acyl|Alkyl|OH|latent; XH|O|H1|C(O)R,R–C(O)OH; R–C(O)–OH,latent; deactivated,acyl_oxygen_or_halide; neutral_oh,"[[{""token"":""Alkyl"",""attachment_atom_index"":3,""fragment_atom_indices"":[3],""classification_method"":""atom_property"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""C"",""hybridization"":""SP3"",""aromatic"":false}}],[{""token"":""C(O)R"",""attachment_atom_index"":1,""fragment_atom_indices"":[0,1],""classification_method"":""mapped_smarts"",""subtype"":null,""matched_pattern"":""C(O)R"",""features"":{""excluded_atom_indices"":[2]}}]]",,
Oxalic acid,O=C(O)C(=O)O,di-electrophile,Amide formation; Esterification,Dicarboxylic acid with two acyl centers,1.0,true,O=C(O)C(=O)O,1,4,electrophilic_center; electrophilic_center; pronucleophile_XH; pronucleophile_XH,EC|Acyl|C(O)OR|OH|latent; EC|Acyl|C(O)OR|OH|latent; XH|O|H1|C(O)R; XH|O|H1|C(O)R,RO–C(O)–C(O)OH; RO–C(O)–C(O)OH; R–C(O)–OH; R–C(O)–OH,latent; latent; deactivated; deactivated,acyl_oxygen_or_halide; acyl_oxygen_or_halide; neutral_oh; neutral_oh,"[[{""token"":""C(O)OR"",""attachment_atom_index"":3,""fragment_atom_indices"":[3,4,5],""classification_method"":""mapped_smarts"",""subtype"":null,""matched_pattern"":""C(O)OR"",""features"":{""excluded_atom_indices"":[1]}}],[{""token"":""C(O)OR"",""attachment_atom_index"":1,""fragment_atom_indices"":[0,1,2],""classification_method"":""mapped_smarts"",""subtype"":null,""matched_pattern"":""C(O)OR"",""features"":{""excluded_atom_indices"":[3]}}],[{""token"":""C(O)R"",""attachment_atom_index"":1,""fragment_atom_indices"":[0,1],""classification_method"":""mapped_smarts"",""subtype"":null,""matched_pattern"":""C(O)R"",""features"":{""excluded_atom_indices"":[2]}}],[{""token"":""C(O)R"",""attachment_atom_index"":3,""fragment_atom_indices"":[3,4],""classification_method"":""mapped_smarts"",""subtype"":null,""matched_pattern"":""C(O)R"",""features"":{""excluded_atom_indices"":[5]}}]]",,
Succinic acid,O=C(O)CCC(=O)O,di-electrophile,Amide formation; Esterification,Aliphatic dicarboxylic acid,1.0,true,O=C(O)CCC(=O)O,1,4,electrophilic_center; pronucleophile_XH; electrophilic_center; pronucleophile_XH,EC|Acyl|Alkyl|OH|latent; XH|O|H1|C(O)R; EC|Acyl|Alkyl|OH|latent; XH|O|H1|C(O)R,R–C(O)OH; R–C(O)–OH; R–C(O)OH; R–C(O)–OH,latent; deactivated; latent; deactivated,acyl_oxygen_or_halide; neutral_oh; acyl_oxygen_or_halide; neutral_oh,"[[{""token"":""Alkyl"",""attachment_atom_index"":3,""fragment_atom_indices"":[3],""classification_method"":""atom_property"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""C"",""hybridization"":""SP3"",""aromatic"":false}}],[{""token"":""C(O)R"",""attachment_atom_index"":1,""fragment_atom_indices"":[0,1],""classification_method"":""mapped_smarts"",""subtype"":null,""matched_pattern"":""C(O)R"",""features"":{""excluded_atom_indices"":[2]}}],[{""token"":""Alkyl"",""attachment_atom_index"":4,""fragment_atom_indices"":[4],""classification_method"":""atom_property"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""C"",""hybridization"":""SP3"",""aromatic"":false}}],[{""token"":""C(O)R"",""attachment_atom_index"":5,""fragment_atom_indices"":[5,6],""classification_method"":""mapped_smarts"",""subtype"":null,""matched_pattern"":""C(O)R"",""features"":{""excluded_atom_indices"":[7]}}]]",,
Acetyl chloride,CC(=O)Cl,electrophile,Acylation; Amide formation; Ester formation,Simple aliphatic acyl chloride,1.0,true,CC(=O)Cl,1,1,electrophilic_center,EC|Acyl|Alkyl|Cl|activated,R–C(O)Cl,activated,acyl_oxygen_or_halide,"[[{""token"":""Alkyl"",""attachment_atom_index"":0,""fragment_atom_indices"":[0],""classification_method"":""atom_property"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""C"",""hybridization"":""SP3"",""aromatic"":false}}]]",,
Benzoyl chloride,O=C(Cl)c1ccccc1,electrophile,Acylation; Amide formation; Ester formation,Aromatic acyl chloride,1.0,true,O=C(Cl)c1ccccc1,1,1,electrophilic_center,EC|Acyl|Ar|Cl|activated,Ar–C(O)Cl,activated,acyl_oxygen_or_halide,"[[{""token"":""Ar"",""attachment_atom_index"":3,""fragment_atom_indices"":[3,4,5,6,7,8],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}]]",,
Nicotinoyl chloride,O=C(Cl)c1cccnc1,electrophile,Acylation; Amide formation,Heteroaromatic acyl chloride,1.0,true,O=C(Cl)c1cccnc1,1,1,electrophilic_center,EC|Acyl|HeteroAr|Cl|activated,HeteroAr–C(O)Cl,activated,acyl_oxygen_or_halide,"[[{""token"":""HeteroAr"",""attachment_atom_index"":3,""fragment_atom_indices"":[3,4,5,6,7,8],""classification_method"":""aromatic_ring_system"",""subtype"":""heteroaromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[""N""],""ring_sizes"":[6],""fused"":false}}]]",,
Acetyl bromide,CC(=O)Br,electrophile,Acylation; Amide formation,Acyl bromide example,1.0,true,CC(=O)Br,1,1,electrophilic_center,EC|Acyl|Alkyl|Br|activated,R–C(O)Br,activated,acyl_oxygen_or_halide,"[[{""token"":""Alkyl"",""attachment_atom_index"":0,""fragment_atom_indices"":[0],""classification_method"":""atom_property"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""C"",""hybridization"":""SP3"",""aromatic"":false}}]]",,
Acetyl fluoride,CC(=O)F,electrophile,Acylation; Amide formation,Acyl fluoride example,1.0,true,CC(=O)F,1,1,electrophilic_center,EC|Acyl|Alkyl|F|activated,R–C(O)F,activated,acyl_oxygen_or_halide,"[[{""token"":""Alkyl"",""attachment_atom_index"":0,""fragment_atom_indices"":[0],""classification_method"":""atom_property"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""C"",""hybridization"":""SP3"",""aromatic"":false}}]]",,
Methyl chloroformate,COC(=O)Cl,electrophile,Carbamoylation; Acylation,Carbonochloridate electrophile,1.0,true,COC(=O)Cl,1,1,electrophilic_center,EC|Acyl|O|Cl|activated,O–C(O)Cl,activated,acyl_oxygen_or_halide,"[[{""token"":""O"",""attachment_atom_index"":1,""fragment_atom_indices"":[1],""classification_method"":""element"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""O"",""hybridization"":""SP2"",""aromatic"":false}}]]",,
Methanesulfonyl chloride,CS(=O)(=O)Cl,electrophile,Sulfonamide formation; Mesylation,Alkyl sulfonyl chloride,1.0,true,CS(=O)(=O)Cl,1,1,electrophilic_center,EC|Sulfonyl|Alkyl|Cl|activated,R–S(O)2Cl,activated,sulfonyl_halide,"[[{""token"":""Alkyl"",""attachment_atom_index"":0,""fragment_atom_indices"":[0],""classification_method"":""atom_property"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""C"",""hybridization"":""SP3"",""aromatic"":false}}]]",,
Benzenesulfonyl chloride,O=S(=O)(Cl)c1ccccc1,electrophile,Sulfonamide formation; Sulfonylation,Aryl sulfonyl chloride,1.0,true,O=S(=O)(Cl)c1ccccc1,1,1,electrophilic_center,EC|Sulfonyl|Ar|Cl|activated,Ar–S(O)2Cl,activated,sulfonyl_halide,"[[{""token"":""Ar"",""attachment_atom_index"":4,""fragment_atom_indices"":[4,5,6,7,8,9],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}]]",,
