source_row,reaction_type,example,rxn_smiles_clean,reactants_smiles,products_smiles,conditions,valid,evidence_quality,transformation_class,named_family,reaction_label,reaction_label_status,candidate_count,warnings,error
237,Oxidation,Ethanol to acetaldehyde,CCO.[O]>>CC=O,CCO.[O],CC=O,,True,unresolved,,,,unavailable,0,,
238,PCC Oxidation,,c1ccc(CO)cc1.Cl[Cr](=O)(=O)OC(C)(C)C>>c1ccc(C=O)cc1,c1ccc(CO)cc1.Cl[Cr](=O)(=O)OC(C)(C)C,c1ccc(C=O)cc1,,True,unresolved,,,,unavailable,0,,
239,Swern-type oxidation,,CCO.OS(=O)(=O)O>>CC=O,CCO.OS(=O)(=O)O,CC=O,,True,unresolved,,,,unavailable,0,,
240,MnO2,Benzyl alcohol oxidation,c1ccc(CO)cc1>>c1ccc(C=O)cc1,c1ccc(CO)cc1,c1ccc(C=O)cc1,MnO2,True,unresolved,,,,unavailable,0,,
241,Jones Oxidation,Acetone,CC(O)C>>CC(=O)C,CC(O)C,CC(=O)C,CrO3,True,unresolved,,,,unavailable,0,,
242,Dess-Martin,Acetophenone,c1ccc(C(O)C)cc1>>c1ccc(C(=O)C)cc1,c1ccc(C(O)C)cc1,c1ccc(C(=O)C)cc1,Dess-Martin,True,unresolved,,,,unavailable,0,,
243,IBX,Diol to diketone,CC(O)CCO>>CC(=O)CC=O,CC(O)CCO,CC(=O)CC=O,IBX,True,unresolved,,,,unavailable,0,,
244,TEMPO,Alcohol to acid,c1ccc(CO)cc1>>c1ccc(C(=O)O)cc1,c1ccc(CO)cc1,c1ccc(C(=O)O)cc1,TEMPO; NaOCl,True,unresolved,,,,unavailable,0,,
245,PCC,Cyclohexylmethanol,C1CCC(CO)CC1>>C1CCC(C=O)CC1,C1CCC(CO)CC1,C1CCC(C=O)CC1,PCC,True,unresolved,,,,unavailable,0,,
246,mCPBA,Styrene epoxidation,C=Cc1ccccc1.[O]>>C1OC1c1ccccc1,C=Cc1ccccc1.[O],C1OC1c1ccccc1,,True,unresolved,,,,unavailable,0,,
247,mCPBA,Isobutylene oxide,C=C(C)C.[O]>>CC1(C)CO1,C=C(C)C.[O],CC1(C)CO1,,True,unresolved,,,,unavailable,0,,
248,mCPBA,Diepoxide,C=CCCCCC=C.[O]>>C1OC1CCCCC1CO1,C=CCCCCC=C.[O],C1OC1CCCCC1CO1,,True,unresolved,,,,unavailable,0,,
249,Baeyer-Villiger,Phenyl acetate,CC(=O)c1ccccc1.[O]>>CC(=O)Oc1ccccc1,CC(=O)c1ccccc1.[O],CC(=O)Oc1ccccc1,,True,unresolved,,,,unavailable,0,,
250,Baeyer-Villiger,Caprolactone,O=C1CCCCC1.[O]>>O=C1OCCCC1,O=C1CCCCC1.[O],O=C1OCCCC1,,True,unresolved,,,,unavailable,0,,
251,Sulfide to sulfoxide,,CSc1ccccc1.[O]>>CS(=O)c1ccccc1,CSc1ccccc1.[O],CS(=O)c1ccccc1,,True,unresolved,,,,unavailable,0,,
252,Sulfide to sulfone,,CSc1ccccc1.[O]>>CS(=O)(=O)c1ccccc1,CSc1ccccc1.[O],CS(=O)(=O)c1ccccc1,mCPBA,True,unresolved,,,,unavailable,0,,
253,DielsAlder,Simple,C=CC=C.C=C>>C1C=CCC1,C=CC=C.C=C,C1C=CCC1,,True,unresolved,,,,unavailable,0,,
254,DielsAlder,Substituted,C=CC(=C)C.C=CC(=O)OCC>>CC1=CC(C(=O)OCC)CC(C)=C1,C=CC(=C)C.C=CC(=O)OCC,CC1=CC(C(=O)OCC)CC(C)=C1,,True,unresolved,,,,unavailable,0,,
255,DielsAlder,Naphthyl,c1ccc2ccccc2c1C=CC=C.C=CC(=O)C>>O=C1CCc2c(ccc3ccccc23)C1,c1ccc2ccccc2c1C=CC=C.C=CC(=O)C,O=C1CCc2c(ccc3ccccc23)C1,,True,unresolved,,,,unavailable,0,,
256,CuAAC Click,Triazole,C#CCO.c1ccc([N-][N+]#N)cc1>>c1ccccc1n1cc(CO)nn1,C#CCO.c1ccc([N-][N+]#N)cc1,c1ccccc1n1cc(CO)nn1,,True,unresolved,,,,unavailable,0,,
257,Click,Phenyl triazole,C#Cc1ccccc1.C[N-][N+]#N>>Cc1nnn(-c2ccccc2)c1,C#Cc1ccccc1.C[N-][N+]#N,Cc1nnn(-c2ccccc2)c1,,True,unresolved,,,,unavailable,0,,
258,Click,Ether-substituted triazole,C#CCCOC.CC[N-][N+]#N>>CCn1ncc(CCOC)n1,C#CCCOC.CC[N-][N+]#N,CCn1ncc(CCOC)n1,,True,unresolved,,,,unavailable,0,,
259,Click,Benzyl azide + propargyl alcohol,C#CC(C)(C)O.c1ccc(C[N-][N+]#N)cc1>>CC(C)(O)Cn1cc(Cc2ccccc2)nn1,C#CC(C)(C)O.c1ccc(C[N-][N+]#N)cc1,CC(C)(O)Cn1cc(Cc2ccccc2)nn1,,True,unresolved,,,,unavailable,0,,
260,SN2,Primary alcohol,CCCCBr>>CCCCO,CCCCBr,CCCCO,OH-,True,unresolved,,,,unavailable,0,,
261,SN2,isopropyl alcohol,CC(Br)C>>CC(O)C,CC(Br)C,CC(O)C,OH-,True,unresolved,,,,unavailable,0,,
262,SN2,Nitrile formation,CCBr.N#C>>CCC#N,CCBr.N#C,CCC#N,,True,unresolved,,,,unavailable,0,,
263,SN2,Phenoxide,CCCCBr.Oc1ccccc1>>CCCCOc1ccccc1,CCCCBr.Oc1ccccc1,CCCCOc1ccccc1,,True,unresolved,,,,unavailable,0,,
264,SN2,Thioether formation,CI.SC>>CSC,CI.SC,CSC,,True,unresolved,,,,unavailable,0,,
265,SN2,Finkelstein halide exchange,CCCBr.[I-]>>CCCI,CCCBr.[I-],CCCI,,True,unresolved,,,,unavailable,0,,
266,SN2,Dinitrile,BrCCCCCl.[C-]#N>>N#CCCCCCN,BrCCCCCl.[C-]#N,N#CCCCCCN,,True,unresolved,,,,unavailable,0,,
267,SN2,Benzyl alcohol,ICc1ccccc1>>OCc1ccccc1,ICc1ccccc1,OCc1ccccc1,OH-,True,unresolved,,,,unavailable,0,,
268,SN2,Azide substitution,BrCC(=O)OC.[N-]=[N+]=[N-]>>[N-]=[N+]=[N-]CC(=O)OC,BrCC(=O)OC.[N-]=[N+]=[N-],[N-]=[N+]=[N-]CC(=O)OC,,False,unresolved,,,,unavailable,0,INVALID_PRODUCT_COMPONENT:0,INVALID_COMPONENT
269,CS coupling,Thioether Formation,Brc1ccccc1.Sc1ccccc1>>c1ccccc1Sc1ccccc1,Brc1ccccc1.Sc1ccccc1,c1ccccc1Sc1ccccc1,,True,exact_product_reconstruction,sp2_c_s_substitution,c_s_coupling,Ar–Br + Ar–SH → Ar–S–Ar,exact_product,1,,
270,CS coupling,Thioether Formation,Clc1ccc(C)cc1.Sc1ccccc1>>Cc1ccc(Sc2ccccc2)cc1,Clc1ccc(C)cc1.Sc1ccccc1,Cc1ccc(Sc2ccccc2)cc1,,True,exact_product_reconstruction,sp2_c_s_substitution,c_s_coupling,Ar–Cl + Ar–SH → Ar–S–Ar,exact_product,1,,
271,CS coupling,Pyridine thioether,Brc1ccncc1.SCC>>CCSc1ccncc1,Brc1ccncc1.SCC,CCSc1ccncc1,,True,exact_product_reconstruction,sp2_c_s_substitution,c_s_coupling,HeteroAr–Br + R–SH → HeteroAr–S–R,exact_product,1,,
272,CS coupling,Benzyl thioether,Ic1ccc(C(F)(F)F)cc1.SCc1ccccc1>>FC(F)(F)c1ccc(SCc2ccccc2)cc1,Ic1ccc(C(F)(F)F)cc1.SCc1ccccc1,FC(F)(F)c1ccc(SCc2ccccc2)cc1,,True,exact_product_reconstruction,sp2_c_s_substitution,c_s_coupling,Ar–I + R–SH → Ar–S–R,exact_product,1,,
273,CS coupling,Methyl thioether,Brc1ccc(OC)cc1.SC>>CSc1ccc(OC)cc1,Brc1ccc(OC)cc1.SC,CSc1ccc(OC)cc1,,True,exact_product_reconstruction,sp2_c_s_substitution,c_s_coupling,Ar–Br + R–SH → Ar–S–R,exact_product,1,,
274,SN1,tert-Butyl,CC(C)(C)Br.O>>CC(C)(C)O,CC(C)(C)Br.O,CC(C)(C)O,,True,unresolved,,,,unavailable,0,,
275,SN1,Benzyl tertiary,c1ccc(C(C)(C)Cl)cc1.O>>c1ccc(C(C)(C)O)cc1,c1ccc(C(C)(C)Cl)cc1.O,c1ccc(C(C)(C)O)cc1,,True,unresolved,,,,unavailable,0,,
276,SNAr,Nitrofluorobenzene,Fc1ccc([N+](=O)[O-])cc1>>[O-][N+](=O)c1ccc(O)cc1,Fc1ccc([N+](=O)[O-])cc1,[O-][N+](=O)c1ccc(O)cc1,OH-,True,unresolved,,,,unavailable,0,,
277,SNAr,Cyanuric chloride,Clc1nc(Cl)nc(Cl)n1.OC>>COc1nc(Cl)nc(Cl)n1,Clc1nc(Cl)nc(Cl)n1.OC,COc1nc(Cl)nc(Cl)n1,,True,exact_product_reconstruction,sp2_c_o_substitution,,HeteroAr–Cl + R–OH → HeteroAr–O–R,exact_product,3,SYMMETRY_EQUIVALENT_ASSIGNMENTS,
278,SNAr,Dinitrofluorobenzene,Fc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1.NC>>[O-][N+](=O)c1cc([N+](=O)[O-])cc(NC)c1,Fc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1.NC,[O-][N+](=O)c1cc([N+](=O)[O-])cc(NC)c1,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–F + R–NH2 → Ar–NH–R,exact_product,1,,
279,SNAr,Trifluoromethyl activation,Fc1ccc(C(F)(F)F)cc1.Oc1ccccc1>>FC(F)(F)c1ccc(Oc2ccccc2)cc1,Fc1ccc(C(F)(F)F)cc1.Oc1ccccc1,FC(F)(F)c1ccc(Oc2ccccc2)cc1,,True,exact_product_reconstruction,sp2_c_o_substitution,,Ar–F + Ar–OH → Ar–O–Ar,exact_product,1,,
280,SNAr,Pyridine,Clc1ccncc1.OC>>COc1ccncc1,Clc1ccncc1.OC,COc1ccncc1,,True,exact_product_reconstruction,sp2_c_o_substitution,,HeteroAr–Cl + R–OH → HeteroAr–O–R,exact_product,1,,
281,Allylic SN2,,C=CCC(Br)C>>C=CCC(C)O,C=CCC(Br)C,C=CCC(C)O,OH-,True,unresolved,,,,unavailable,0,,
282,Allylic substitution,Thiol,C=CCCC(Cl)C.SC>>C=CCCC(C)SC,C=CCCC(Cl)C.SC,C=CCCC(C)SC,,True,unresolved,,,,unavailable,0,,
283,Finkelstein,Iodide exchange,CCCCBr.[I-]>>CCCCI,CCCCBr.[I-],CCCCI,,True,unresolved,,,,unavailable,0,,
284,Finkelstein,Benzyl,c1ccc(CCl)cc1.[I-]>>c1ccc(CI)cc1,c1ccc(CCl)cc1.[I-],c1ccc(CI)cc1,,True,unresolved,,,,unavailable,0,,
285,Appel,Alcohol to chloride,c1ccc(CO)cc1.ClP(c1ccccc1)(c1ccccc1)c1ccccc1.C(Cl)(Cl)(Cl)Cl>>c1ccc(CCl)cc1,c1ccc(CO)cc1.ClP(c1ccccc1)(c1ccccc1)c1ccccc1.C(Cl)(Cl)(Cl)Cl,c1ccc(CCl)cc1,,True,unresolved,,,,unavailable,0,,
286,Appel,Alcohol to bromide,CCCCO.BrP(c1ccccc1)(c1ccccc1)c1ccccc1>>CCCCBr,CCCCO.BrP(c1ccccc1)(c1ccccc1)c1ccccc1,CCCCBr,,True,unresolved,,,,unavailable,0,,
287,Mitsunobu,Ether,c1ccc(CO)cc1.Oc1ccccc1.N=NC(C(=O)OCC)C(=O)OCC.P(c1ccccc1)(c1ccccc1)c1ccccc1>>c1ccc(COc2ccccc2)cc1,c1ccc(CO)cc1.Oc1ccccc1.N=NC(C(=O)OCC)C(=O)OCC.P(c1ccccc1)(c1ccccc1)c1ccccc1,c1ccc(COc2ccccc2)cc1,,True,unresolved,,,,unavailable,0,,
288,Mitsunobu,Amide,CCCO.NC(=O)c1ccccc1.N=NC(C(=O)OCC)C(=O)OCC.P(c1ccccc1)(c1ccccc1)c1ccccc1>>CCCNC(=O)c1ccccc1,CCCO.NC(=O)c1ccccc1.N=NC(C(=O)OCC)C(=O)OCC.P(c1ccccc1)(c1ccccc1)c1ccccc1,CCCNC(=O)c1ccccc1,,True,unresolved,,,,unavailable,0,,
289,E2,Propene from 2-bromopropane,CC(Br)C>>CC=C,CC(Br)C,CC=C,,True,unresolved,,,,unavailable,0,,
290,E2,Zaitsev product,CC(Br)C(C)C>>CC=C(C)C,CC(Br)C(C)C,CC=C(C)C,,True,unresolved,,,,unavailable,0,,
291,E2,Styrene formation,c1ccc(C(C)Br)cc1>>C=Cc1ccccc1,c1ccc(C(C)Br)cc1,C=Cc1ccccc1,,True,unresolved,,,,unavailable,0,,
292,E2,Propene,CCCBr>>CC=C,CCCBr,CC=C,,True,unresolved,,,,unavailable,0,,
293,E1,tert-Butyl,CC(C)(C)Br>>CC(C)=C,CC(C)(C)Br,CC(C)=C,,True,unresolved,,,,unavailable,0,,
294,Aldol,Aldol product,CC=O.CC=O>>CC(O)CC=O,CC=O.CC=O,CC(O)CC=O,,True,unresolved,,,,unavailable,0,,
295,Aldol,Mixed aldol,CC(=O)C.CC=O>>CC(O)C(C)C=O,CC(=O)C.CC=O,CC(O)C(C)C=O,,True,unresolved,,,,unavailable,0,,
296,Aldol,Benzaldehyde,c1ccc(C=O)cc1.CC(=O)C>>c1ccc(C(O)C(C)C=O)cc1,c1ccc(C=O)cc1.CC(=O)C,c1ccc(C(O)C(C)C=O)cc1,,True,unresolved,,,,unavailable,0,,
297,Aldol,Propionaldehyde,CCC=O.CC(=O)C>>CCC(O)C(C)C=O,CCC=O.CC(=O)C,CCC(O)C(C)C=O,,True,unresolved,,,,unavailable,0,,
298,Aldol,Dehydration to cinnamaldehyde,c1ccc(C=O)cc1.CC=O>>c1ccc(/C=C/C=O)cc1,c1ccc(C=O)cc1.CC=O,c1ccc(/C=C/C=O)cc1,,True,unresolved,,,,unavailable,0,,
299,Wittig,Propene,CC=O.C[P+](c1ccccc1)(c1ccccc1)c1ccccc1>>C=CC,CC=O.C[P+](c1ccccc1)(c1ccccc1)c1ccccc1,C=CC,base,True,unresolved,,,,unavailable,0,,
300,Wittig,Diene,c1ccc(C=O)cc1.C=C[P+](c1ccccc1)(c1ccccc1)c1ccccc1>>c1ccc(/C=C/C=C)cc1,c1ccc(C=O)cc1.C=C[P+](c1ccccc1)(c1ccccc1)c1ccccc1,c1ccc(/C=C/C=C)cc1,,True,unresolved,,,,unavailable,0,,
301,Wittig,"脦卤,脦虏-Unsaturated ester",CC(=O)C.CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1>>CCOC(=O)C=C(C)C,CC(=O)C.CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1,CCOC(=O)C=C(C)C,,True,unresolved,,,,unavailable,0,,
302,Wittig,Propiophenone,c1ccc(C=O)cc1.C=P(c1ccccc1)(c1ccccc1)c1ccccc1>>c1ccc(C=CC)cc1,c1ccc(C=O)cc1.C=P(c1ccccc1)(c1ccccc1)c1ccccc1,c1ccc(C=CC)cc1,,True,unresolved,,,,unavailable,0,,
303,Mannich,Simple,CC=O.NC.C=O>>CC(=O)CN,CC=O.NC.C=O,CC(=O)CN,,True,unresolved,,,,unavailable,0,,
304,Mannich,Pyrrolidine,c1ccc(C=O)cc1.C1CCNC1.C=O>>c1ccc(C(=O)CN1CCCC1)cc1,c1ccc(C=O)cc1.C1CCNC1.C=O,c1ccc(C(=O)CN1CCCC1)cc1,,True,unresolved,,,,unavailable,0,,
305,Reductive Amination,"Benzaldehyde + aniline, secondary amine",O=Cc1ccccc1.Nc1ccccc1>>c1ccc(CNc2ccccc2)cc1,O=Cc1ccccc1.Nc1ccccc1,c1ccc(CNc2ccccc2)cc1,,True,unresolved,,,,unavailable,0,,
306,Reductive Amination,"Acetaldehyde + methylamine, primary to secondary",CC=O.NC>>CCNC,CC=O.NC,CCNC,,True,unresolved,,,,unavailable,0,,
307,Reductive Amination,Benzaldehyde + ethylamine,c1ccc(C=O)cc1.NCC>>c1ccc(CNCC)cc1,c1ccc(C=O)cc1.NCC,c1ccc(CNCC)cc1,,True,unresolved,,,,unavailable,0,,
308,Reductive Amination,p-Anisaldehyde + methylamine,O=Cc1ccc(OC)cc1.NC>>COc1ccc(CNC)cc1,O=Cc1ccc(OC)cc1.NC,COc1ccc(CNC)cc1,,True,unresolved,,,,unavailable,0,,
309,Reductive Amination,Benzaldehyde + butylamine,O=Cc1ccccc1.NCCCC>>c1ccc(CNCCCC)cc1,O=Cc1ccccc1.NCCCC,c1ccc(CNCCCC)cc1,,True,unresolved,,,,unavailable,0,,
310,Reductive Amination,"Acetophenone + aniline, ketone substrate",CC(=O)c1ccccc1.Nc1ccccc1>>c1ccc(NC(C)c2ccccc2)cc1,CC(=O)c1ccccc1.Nc1ccccc1,c1ccc(NC(C)c2ccccc2)cc1,,True,unresolved,,,,unavailable,0,,
311,Reductive Amination,"Acetone + methylamine, ketone to sec-amine",CC(=O)C.NC>>CC(C)NC,CC(=O)C.NC,CC(C)NC,,True,unresolved,,,,unavailable,0,,
312,Reductive Amination,Cyclohexanone + aniline,O=C1CCCCC1.Nc1ccccc1>>C1CCC(Nc2ccccc2)CC1,O=C1CCCCC1.Nc1ccccc1,C1CCC(Nc2ccccc2)CC1,,True,unresolved,,,,unavailable,0,,
313,Reductive Amination,"p-Nitrobenzaldehyde, EWG substrate",O=Cc1ccc([N+](=O)[O-])cc1.Nc1ccccc1>>[O-][N+](=O)c1ccc(CNc2ccccc2)cc1,O=Cc1ccc([N+](=O)[O-])cc1.Nc1ccccc1,[O-][N+](=O)c1ccc(CNc2ccccc2)cc1,,True,unresolved,,,,unavailable,0,,
314,Reductive Amination,p-Chlorobenzaldehyde + propylamine,O=Cc1ccc(Cl)cc1.NCCC>>Clc1ccc(CNCCC)cc1,O=Cc1ccc(Cl)cc1.NCCC,Clc1ccc(CNCCC)cc1,,True,reactant_grammar_only,,,Ar–Cl + R–NH2 →,reactant_only,1,,
315,Reductive Amination,"Pyridine-4-carbaldehyde, heteroaryl aldehyde",O=Cc1ccncc1.Nc1ccccc1>>c1ccc(NCc2ccncc2)cc1,O=Cc1ccncc1.Nc1ccccc1,c1ccc(NCc2ccncc2)cc1,,True,unresolved,,,,unavailable,0,,
316,Reductive Amination,"Pyrimidine-5-carbaldehyde, diazine substrate",O=Cc1cnccn1.NC>>CNc1cnccn1,O=Cc1cnccn1.NC,CNc1cnccn1,,True,unresolved,,,,unavailable,0,,
317,Reductive Amination,"Benzaldehyde + glycine, amino acid",c1ccc(C=O)cc1.NCC(=O)O>>O=C(O)CNCc1ccccc1,c1ccc(C=O)cc1.NCC(=O)O,O=C(O)CNCc1ccccc1,,True,unresolved,,,,unavailable,0,,
318,Reductive Amination,"Benzaldehyde + isopropylamine, branched",O=Cc1ccccc1.NC(C)C>>c1ccc(CNC(C)C)cc1,O=Cc1ccccc1.NC(C)C,c1ccc(CNC(C)C)cc1,,True,unresolved,,,,unavailable,0,,
319,Reductive Amination,"Acetaldehyde + piperidine, cyclic sec-amine",CC=O.C1CCNCC1>>CCN1CCCCC1,CC=O.C1CCNCC1,CCN1CCCCC1,,True,unresolved,,,,unavailable,0,,
320,Reductive Amination,"Benzaldehyde + p-anisidine, EDG amine",c1ccc(C=O)cc1.Nc1ccc(OC)cc1>>COc1ccc(NCc2ccccc2)cc1,c1ccc(C=O)cc1.Nc1ccc(OC)cc1,COc1ccc(NCc2ccccc2)cc1,,True,unresolved,,,,unavailable,0,,
321,Reductive Amination,"Trifluoromethyl benzaldehyde, EWG",O=Cc1ccc(C(F)(F)F)cc1.Nc1ccccc1>>FC(F)(F)c1ccc(CNc2ccccc2)cc1,O=Cc1ccc(C(F)(F)F)cc1.Nc1ccccc1,FC(F)(F)c1ccc(CNc2ccccc2)cc1,,True,unresolved,,,,unavailable,0,,
322,Reductive Amination,Butanone + aniline,CC(=O)CC.Nc1ccccc1>>CCC(C)Nc1ccccc1,CC(=O)CC.Nc1ccccc1,CCC(C)Nc1ccccc1,,True,unresolved,,,,unavailable,0,,
323,Reductive Amination,Cyclopentanone + methylamine,O=C1CCCC1.NC>>CC1CCCNC1,O=C1CCCC1.NC,CC1CCCNC1,,True,unresolved,,,,unavailable,0,,
324,Reductive Amination,Indole-3-carbaldehyde,O=Cc1c[nH]c2ccccc12.Nc1ccccc1>>c1ccc(NCc2c[nH]c3ccccc23)cc1,O=Cc1c[nH]c2ccccc12.Nc1ccccc1,c1ccc(NCc2c[nH]c3ccccc23)cc1,,True,unresolved,,,,unavailable,0,,
325,Reductive Amination,Benzofuran-2-carbaldehyde,O=Cc1coc2ccccc12.NC>>CNc1coc2ccccc12,O=Cc1coc2ccccc12.NC,CNc1coc2ccccc12,,True,unresolved,,,,unavailable,0,,
326,Reductive Amination,Benzothiophene-2-carbaldehyde,O=Cc1csc2ccccc12.Nc1ccccc1>>c1ccc(NCc2csc3ccccc23)cc1,O=Cc1csc2ccccc12.Nc1ccccc1,c1ccc(NCc2csc3ccccc23)cc1,,True,unresolved,,,,unavailable,0,,
327,Reductive Amination,Isobutyraldehyde + aniline,CC(C)C=O.Nc1ccccc1>>CC(C)CNc1ccccc1,CC(C)C=O.Nc1ccccc1,CC(C)CNc1ccccc1,,True,unresolved,,,,unavailable,0,,
328,Reductive Amination,Benzaldehyde + benzylamine,c1ccc(C=O)cc1.NCc1ccccc1>>c1ccc(CNCc2ccccc2)cc1,c1ccc(C=O)cc1.NCc1ccccc1,c1ccc(CNCc2ccccc2)cc1,,True,unresolved,,,,unavailable,0,,
329,Reductive Amination,Phenylacetaldehyde + aniline,O=CCc1ccccc1.Nc1ccccc1>>c1ccc(CCCNc2ccccc2)cc1,O=CCc1ccccc1.Nc1ccccc1,c1ccc(CCCNc2ccccc2)cc1,,True,unresolved,,,,unavailable,0,,
330,Reductive Amination,"Butyraldehyde + alanine, chiral amino acid",CCCC=O.NC(C)C(=O)O>>CCCCNC(C)C(=O)O,CCCC=O.NC(C)C(=O)O,CCCCNC(C)C(=O)O,,True,unresolved,,,,unavailable,0,,
331,Reductive Amination,2-Naphthaldehyde + aniline,O=Cc1ccc2ccccc2c1.Nc1ccccc1>>c1ccc(NCc2ccc3ccccc3c2)cc1,O=Cc1ccc2ccccc2c1.Nc1ccccc1,c1ccc(NCc2ccc3ccccc3c2)cc1,,True,unresolved,,,,unavailable,0,,
332,Reductive Amination,p-Methoxyacetophenone + methylamine,CC(=O)c1ccc(OC)cc1.NC>>COc1ccc(C(C)NC)cc1,CC(=O)c1ccc(OC)cc1.NC,COc1ccc(C(C)NC)cc1,,True,unresolved,,,,unavailable,0,,
333,Reductive Amination,"Dimethylamino benzaldehyde, EDG",O=Cc1ccc(N(C)C)cc1.Nc1ccccc1>>CN(C)c1ccc(CNc2ccccc2)cc1,O=Cc1ccc(N(C)C)cc1.Nc1ccccc1,CN(C)c1ccc(CNc2ccccc2)cc1,,True,unresolved,,,,unavailable,0,,
334,Michael,"1,5-diketone",C=CC(=O)C.CC(=O)CC(=O)C>>CC(=O)C(CC(=O)C)CC(=O)C,C=CC(=O)C.CC(=O)CC(=O)C,CC(=O)C(CC(=O)C)CC(=O)C,,True,unresolved,,,,unavailable,0,,
335,Michael,Malonate,C=CC(=O)OCC.CC(=O)CC(=O)OCC>>CCOC(=O)C(CC(=O)OCC)CC(=O)OCC,C=CC(=O)OCC.CC(=O)CC(=O)OCC,CCOC(=O)C(CC(=O)OCC)CC(=O)OCC,,True,unresolved,,,,unavailable,0,,
336,Michael,Chalcone,c1ccc(C=CC(=O)C)cc1.CC(=O)CC>>c1ccc(C(CC(C)=O)CC(=O)CC)cc1,c1ccc(C=CC(=O)C)cc1.CC(=O)CC,c1ccc(C(CC(C)=O)CC(=O)CC)cc1,,True,unresolved,,,,unavailable,0,,
337,Claisen,Acetoacetate,CC(=O)OCC.CC(=O)OCC>>CC(=O)CC(=O)OCC,CC(=O)OCC.CC(=O)OCC,CC(=O)CC(=O)OCC,,True,unresolved,,,,unavailable,0,,
338,Claisen,Benzoylacetate,c1ccc(C(=O)OC)cc1.CC(=O)OC>>c1ccc(C(=O)CC(=O)OC)cc1,c1ccc(C(=O)OC)cc1.CC(=O)OC,c1ccc(C(=O)CC(=O)OC)cc1,,True,unresolved,,,,unavailable,0,,
339,Knoevenagel,Malononitrile,c1ccc(C=O)cc1.CC(C#N)C#N>>c1ccc(/C=C(C#N)C#N)cc1,c1ccc(C=O)cc1.CC(C#N)C#N,c1ccc(/C=C(C#N)C#N)cc1,,True,unresolved,,,,unavailable,0,,
340,Knoevenagel,Malonate,CC=O.CC(C(=O)OCC)C(=O)OCC>>C/C=C(C(=O)OCC)C(=O)OCC,CC=O.CC(C(=O)OCC)C(=O)OCC,C/C=C(C(=O)OCC)C(=O)OCC,,True,unresolved,,,,unavailable,0,,
341,Henry,Nitroaldol,c1ccc(C=O)cc1.C[N+](=O)[O-]>>c1ccc(C(O)C[N+](=O)[O-])cc1,c1ccc(C=O)cc1.C[N+](=O)[O-],c1ccc(C(O)C[N+](=O)[O-])cc1,,True,unresolved,,,,unavailable,0,,
342,Henry,Nitropropanol,CC=O.CC[N+](=O)[O-]>>CC(O)CC[N+](=O)[O-],CC=O.CC[N+](=O)[O-],CC(O)CC[N+](=O)[O-],,True,unresolved,,,,unavailable,0,,
343,Reformatsky,,c1ccc(C=O)cc1.BrCC(=O)OCC.[Zn]>>c1ccc(C(O)CC(=O)OCC)cc1,c1ccc(C=O)cc1.BrCC(=O)OCC.[Zn],c1ccc(C(O)CC(=O)OCC)cc1,,True,unresolved,,,,unavailable,0,,
344,Reformatsky,Acetaldehyde,CC=O.BrCC(=O)OCC.[Zn]>>CC(O)CC(=O)OCC,CC=O.BrCC(=O)OCC.[Zn],CC(O)CC(=O)OCC,,True,unresolved,,,,unavailable,0,,
345,HWE,Cinnamate,c1ccc(C=O)cc1.CCOP(=O)(OCC)CC(=O)OCC>>c1ccc(/C=C/C(=O)OCC)cc1,c1ccc(C=O)cc1.CCOP(=O)(OCC)CC(=O)OCC,c1ccc(/C=C/C(=O)OCC)cc1,,True,unresolved,,,,unavailable,0,,
346,HWE,Crotonate,CC=O.CCOP(=O)(OCC)CC(=O)OCC>>C/C=C/C(=O)OCC,CC=O.CCOP(=O)(OCC)CC(=O)OCC,C/C=C/C(=O)OCC,,True,unresolved,,,,unavailable,0,,
347,Grignard,Tertiary alcohol,CC=O.[Mg]Br.CC>>CC(O)(C)C,CC=O.[Mg]Br.CC,CC(O)(C)C,,True,unresolved,,,,unavailable,0,,
348,Grignard,Secondary alcohol,c1ccc(C=O)cc1.[Mg]Br.C>>c1ccc(C(O)C)cc1,c1ccc(C=O)cc1.[Mg]Br.C,c1ccc(C(O)C)cc1,,True,unresolved,,,,unavailable,0,,
349,Grignard,Phenyl addition,CC(=O)C.[Mg]Br.c1ccccc1>>CC(O)(c1ccccc1)C,CC(=O)C.[Mg]Br.c1ccccc1,CC(O)(c1ccccc1)C,,True,unresolved,,,,unavailable,0,,
350,Ring-Closing Metathesis,,C=CCCCC=C>>C=C.C1CCC=CC1,C=CCCCC=C,C=C.C1CCC=CC1,,True,unresolved,,,,unavailable,0,MULTIPLE_PRODUCTS,
351,Cross-Metathesis,,C=CC=C.C=C>>C=CCC=C,C=CC=C.C=C,C=CCC=C,,True,unresolved,,,,unavailable,0,,
352,Rearrangement,,CC(C)C(C([O-])=O)C(C)C>>CC(C)CC(C)(C)C(=O)O,CC(C)C(C([O-])=O)C(C)C,CC(C)CC(C)(C)C(=O)O,,True,unresolved,,,,unavailable,0,,
